1470298846168: 	acted on	sample
1470298848476: 	acted on	innerText
1470298848567: 	sub-instrument	start	shapes	true
1470298848567: 	activate	shapes
1470298849392: 	acted on	circle
1470298849483: 	sub-instrument	circle	shapes	true
1470298852054: 	shape started	{"x":1004,"y":209}
1470298852056: 	shape continued	10	circle
1470298852192: 	shape continued	14	circle
1470298852200: 	shape continued	16	circle
1470298852208: 	shape continued	19	circle
1470298852215: 	shape continued	21	circle
1470298852225: 	shape continued	24	circle
1470298852238: 	shape continued	26	circle
1470298852243: 	shape continued	29	circle
1470298852249: 	shape continued	31	circle
1470298852258: 	shape continued	33	circle
1470298852265: 	shape continued	36	circle
1470298852275: 	shape continued	38	circle
1470298852283: 	shape continued	40	circle
1470298852290: 	shape continued	43	circle
1470298852300: 	shape continued	46	circle
1470298852307: 	shape continued	48	circle
1470298852315: 	shape continued	51	circle
1470298852324: 	shape continued	53	circle
1470298852332: 	shape continued	56	circle
1470298852340: 	shape continued	58	circle
1470298852350: 	shape continued	61	circle
1470298852357: 	shape continued	64	circle
1470298852365: 	shape continued	68	circle
1470298852374: 	shape continued	70	circle
1470298852382: 	shape continued	74	circle
1470298852390: 	shape continued	76	circle
1470298852399: 	shape continued	79	circle
1470298852409: 	shape continued	82	circle
1470298852415: 	shape continued	84	circle
1470298852425: 	shape continued	86	circle
1470298852432: 	shape continued	89	circle
1470298852440: 	shape continued	91	circle
1470298852449: 	shape continued	94	circle
1470298852457: 	shape continued	97	circle
1470298852465: 	shape continued	99	circle
1470298852474: 	shape continued	101	circle
1470298852482: 	shape continued	103	circle
1470298852490: 	shape continued	106	circle
1470298852499: 	shape continued	107	circle
1470298852507: 	shape continued	110	circle
1470298852515: 	shape continued	111	circle
1470298852525: 	shape continued	113	circle
1470298852533: 	shape continued	115	circle
1470298852547: 	shape continued	118	circle
1470298852552: 	shape continued	120	circle
1470298852558: 	shape continued	122	circle
1470298852565: 	shape continued	124	circle
1470298852580: 	shape continued	127	circle
1470298852584: 	shape continued	129	circle
1470298852591: 	shape continued	132	circle
1470298852607: 	shape continued	134	circle
1470298852612: 	shape continued	137	circle
1470298852618: 	shape continued	140	circle
1470298852625: 	shape continued	142	circle
1470298852632: 	shape continued	144	circle
1470298852647: 	shape continued	146	circle
1470298852652: 	shape continued	148	circle
1470298852660: 	shape continued	150	circle
1470298852666: 	shape continued	153	circle
1470298852674: 	shape continued	155	circle
1470298852682: 	shape continued	158	circle
1470298852698: 	shape continued	160	circle
1470298852703: 	shape continued	162	circle
1470298852708: 	shape continued	164	circle
1470298852715: 	shape continued	166	circle
1470298852732: 	shape continued	169	circle
1470298852737: 	shape continued	171	circle
1470298852742: 	shape continued	173	circle
1470298852750: 	shape continued	176	circle
1470298852757: 	shape continued	179	circle
1470298852766: 	shape continued	182	circle
1470298852782: 	shape continued	184	circle
1470298852786: 	shape continued	188	circle
1470298852791: 	shape continued	191	circle
1470298852799: 	shape continued	194	circle
1470298852809: 	shape continued	197	circle
1470298852816: 	shape continued	200	circle
1470298852833: 	shape continued	203	circle
1470298852838: 	shape continued	206	circle
1470298852842: 	shape continued	209	circle
1470298852849: 	shape continued	212	circle
1470298852857: 	shape continued	216	circle
1470298852871: 	shape continued	219	circle
1470298852876: 	shape continued	222	circle
1470298852882: 	shape continued	225	circle
1470298852893: 	shape continued	228	circle
1470298852900: 	shape continued	232	circle
1470298852907: 	shape continued	235	circle
1470298852915: 	shape continued	238	circle
1470298852924: 	shape continued	241	circle
1470298852932: 	shape continued	244	circle
1470298852940: 	shape continued	247	circle
1470298852949: 	shape continued	250	circle
1470298852957: 	shape continued	253	circle
1470298852964: 	shape continued	256	circle
1470298852974: 	shape continued	259	circle
1470298852982: 	shape continued	262	circle
1470298852990: 	shape continued	265	circle
1470298852999: 	shape continued	268	circle
1470298853007: 	shape continued	270	circle
1470298853015: 	shape continued	274	circle
1470298853025: 	shape continued	277	circle
1470298853032: 	shape continued	279	circle
1470298853040: 	shape continued	282	circle
1470298853050: 	shape continued	285	circle
1470298853057: 	shape continued	288	circle
1470298853065: 	shape continued	290	circle
1470298853075: 	shape continued	293	circle
1470298853082: 	shape continued	295	circle
1470298853090: 	shape continued	297	circle
1470298853099: 	shape continued	299	circle
1470298853107: 	shape continued	301	circle
1470298853115: 	shape continued	303	circle
1470298853124: 	shape continued	306	circle
1470298853132: 	shape continued	308	circle
1470298853141: 	shape continued	309	circle
1470298853149: 	shape continued	311	circle
1470298853157: 	shape continued	313	circle
1470298853165: 	shape continued	315	circle
