1470298846168: 	acted on	sample
1470298848476: 	acted on	innerText
1470298848567: 	sub-instrument	start	shapes	true
1470298848567: 	activate	shapes
1470298849392: 	acted on	circle
1470298849483: 	sub-instrument	circle	shapes	true
1470298852054: 	shape started	{"x":1004,"y":209}
1470298853174: 	shape continued	317	circle
1470298853182: 	shape continued	318	circle
1470298853190: 	shape continued	319	circle
1470298853199: 	shape continued	321	circle
1470298853207: 	shape continued	322	circle
1470298853215: 	shape continued	323	circle
1470298853224: 	shape continued	325	circle
1470298853232: 	shape continued	326	circle
1470298853240: 	shape continued	327	circle
1470298853250: 	shape continued	328	circle
1470298853257: 	shape continued	330	circle
1470298853266: 	shape continued	331	circle
1470298853274: 	shape continued	332	circle
1470298853282: 	shape continued	333	circle
1470298853291: 	shape continued	334	circle
1470298853298: 	shape continued	335	circle
1470298853307: 	shape continued	337	circle
1470298853325: 	shape continued	339	circle
1470298853342: 	shape continued	341	circle
1470298853349: 	shape continued	342	circle
1470298853356: 	shape continued	343	circle
1470298853366: 	shape continued	345	circle
1470298853374: 	shape continued	347	circle
1470298853383: 	shape continued	348	circle
1470298853391: 	shape continued	350	circle
1470298853398: 	shape continued	351	circle
1470298853407: 	shape continued	353	circle
1470298853415: 	shape continued	354	circle
1470298853424: 	shape continued	355	circle
1470298853431: 	shape continued	356	circle
1470298853441: 	shape continued	358	circle
1470298853448: 	shape continued	359	circle
1470298853457: 	shape continued	361	circle
1470298853465: 	shape continued	363	circle
1470298853474: 	shape continued	366	circle
1470298853482: 	shape continued	368	circle
1470298854235: 	acted on	menu
1470298854991: 	acted on	menu
1470298855941: 	acted on	innerText
1470298856049: 	sub-instrument	stop	shapes	false
1470298856050: 	deactivate	shapes
1470298908276: 	acted on	innerText
1470298908332: 	sub-instrument	start	shapes	true
1470298908333: 	activate	shapes
1470298908899: 	acted on	rectangle
1470298908957: 	sub-instrument	rectangle	shapes	true
1470298913016: 	acted on	innerText
1470298913091: 	sub-instrument	stop	shapes	false
1470298913092: 	deactivate	shapes
1470298916017: 	acted on	sample
1470298917990: 	acted on	sample
1470298918706: 	acted on	sample
1470298918899: 	acted on	sample
1470298919048: 	acted on	sample
1470298920548: 	acted on	sample
1470298924983: 	acted on	menu
1470298926415: 	acted on	menu
1470298926973: 	acted on	innerText
1470298927215: 	sub-instrument	start	shapes	true
1470298927216: 	activate	shapes
1470298928682: 	acted on	rectangle
1470298928823: 	sub-instrument	rectangle	shapes	true
1470298930268: 	shape started	{"x":464,"y":82}
1470298930270: 	shape continued	10	rectangle
1470298930365: 	shape continued	14	rectangle
1470298930373: 	shape continued	16	rectangle
1470298930381: 	shape continued	18	rectangle
1470298930389: 	shape continued	19	rectangle
1470298930398: 	shape continued	21	rectangle
1470298930405: 	shape continued	23	rectangle
1470298930414: 	shape continued	26	rectangle
1470298930423: 	shape continued	28	rectangle
1470298930430: 	shape continued	30	rectangle
1470298930439: 	shape continued	32	rectangle
1470298930448: 	shape continued	33	rectangle
1470298930456: 	shape continued	35	rectangle
1470298930464: 	shape continued	37	rectangle
1470298930473: 	shape continued	39	rectangle
1470298930480: 	shape continued	41	rectangle
1470298930489: 	shape continued	43	rectangle
1470298930498: 	shape continued	45	rectangle
1470298930506: 	shape continued	47	rectangle
1470298930513: 	shape continued	49	rectangle
1470298930523: 	shape continued	51	rectangle
1470298930530: 	shape continued	53	rectangle
1470298930539: 	shape continued	55	rectangle
1470298930548: 	shape continued	57	rectangle
1470298930555: 	shape continued	59	rectangle
1470298930565: 	shape continued	61	rectangle
1470298930573: 	shape continued	62	rectangle
1470298930581: 	shape continued	64	rectangle
1470298930589: 	shape continued	66	rectangle
1470298930598: 	shape continued	68	rectangle
1470298930606: 	shape continued	69	rectangle
1470298930615: 	shape continued	71	rectangle
1470298930622: 	shape continued	74	rectangle
1470298930631: 	shape continued	76	rectangle
1470298930639: 	shape continued	78	rectangle
1470298930648: 	shape continued	80	rectangle
1470298930656: 	shape continued	82	rectangle
1470298930663: 	shape continued	84	rectangle
1470298930673: 	shape continued	86	rectangle
1470298930681: 	shape continued	88	rectangle
1470298930688: 	shape continued	90	rectangle
1470298930699: 	shape continued	93	rectangle
1470298930707: 	shape continued	95	rectangle
1470298930715: 	shape continued	97	rectangle
1470298930723: 	shape continued	99	rectangle
1470298930731: 	shape continued	101	rectangle
1470298930738: 	shape continued	104	rectangle
1470298930748: 	shape continued	106	rectangle
1470298930756: 	shape continued	108	rectangle
1470298930763: 	shape continued	110	rectangle
1470298930773: 	shape continued	112	rectangle
1470298930781: 	shape continued	115	rectangle
1470298930789: 	shape continued	117	rectangle
1470298930798: 	shape continued	119	rectangle
1470298930805: 	shape continued	120	rectangle
1470298930814: 	shape continued	122	rectangle
1470298930823: 	shape continued	123	rectangle
1470298930831: 	shape continued	126	rectangle
1470298930839: 	shape continued	127	rectangle
1470298930848: 	shape continued	129	rectangle
1470298930856: 	shape continued	131	rectangle
1470298930863: 	shape continued	133	rectangle
1470298930873: 	shape continued	134	rectangle
1470298930881: 	shape continued	136	rectangle
1470298930888: 	shape continued	138	rectangle
1470298930898: 	shape continued	140	rectangle
1470298930906: 	shape continued	141	rectangle
1470298930915: 	shape continued	143	rectangle
1470298930923: 	shape continued	144	rectangle
1470298930931: 	shape continued	146	rectangle
1470298930939: 	shape continued	147	rectangle
1470298930949: 	shape continued	149	rectangle
1470298930956: 	shape continued	150	rectangle
1470298930963: 	shape continued	151	rectangle
1470298930973: 	shape continued	153	rectangle
1470298930981: 	shape continued	154	rectangle
1470298930989: 	shape continued	156	rectangle
1470298930998: 	shape continued	157	rectangle
1470298931006: 	shape continued	158	rectangle
1470298931014: 	shape continued	159	rectangle
1470298931024: 	shape continued	160	rectangle
1470298931031: 	shape continued	161	rectangle
1470298931038: 	shape continued	162	rectangle
1470298931048: 	shape continued	163	rectangle
1470298931056: 	shape continued	164	rectangle
1470298931074: 	shape continued	165	rectangle
1470298931090: 	shape continued	166	rectangle
1470298931148: 	shape continued	167	rectangle
1470298931223: 	shape continued	166	rectangle
1470298931256: 	shape continued	164	rectangle
1470298931264: 	shape continued	162	rectangle
1470298931273: 	shape continued	159	rectangle
1470298931281: 	shape continued	158	rectangle
1470298931288: 	shape continued	156	rectangle
1470298931298: 	shape continued	155	rectangle
1470298931306: 	shape continued	153	rectangle
1470298931314: 	shape continued	152	rectangle
1470298931323: 	shape continued	150	rectangle
1470298931330: 	shape continued	148	rectangle
1470298931339: 	shape continued	146	rectangle
1470298931348: 	shape continued	144	rectangle
1470298931356: 	shape continued	142	rectangle
1470298931364: 	shape continued	140	rectangle
1470298931373: 	shape continued	138	rectangle
1470298931381: 	shape continued	136	rectangle
1470298931389: 	shape continued	135	rectangle
1470298931398: 	shape continued	134	rectangle
1470298931406: 	shape continued	132	rectangle
1470298931414: 	shape continued	131	rectangle
1470298931423: 	shape continued	129	rectangle
1470298931432: 	shape continued	128	rectangle
1470298931438: 	shape continued	126	rectangle
1470298931448: 	shape continued	125	rectangle
1470298931456: 	shape continued	123	rectangle
1470298931464: 	shape continued	122	rectangle
1470298931473: 	shape continued	120	rectangle
1470298931481: 	shape continued	119	rectangle
1470298931489: 	shape continued	118	rectangle
1470298931498: 	shape continued	116	rectangle
1470298931505: 	shape continued	115	rectangle
1470298931513: 	shape continued	114	rectangle
1470298931523: 	shape continued	113	rectangle
1470298931530: 	shape continued	112	rectangle
1470298931539: 	shape continued	111	rectangle
1470298931547: 	shape continued	110	rectangle
1470298931555: 	shape continued	109	rectangle
1470298931563: 	shape continued	108	rectangle
1470298931582: 	shape continued	107	rectangle
1470298931599: 	shape continued	106	rectangle
1470298931623: 	shape continued	106	rectangle
1470298931648: 	shape continued	105	rectangle
1470298931731: 	shape continued	104	rectangle
1470298931823: 	shape continued	103	rectangle
1470298933543: 	acted on	innerText
1470298933708: 	sub-instrument	stop	shapes	false
1470298933709: 	deactivate	shapes
