1470217209562: 	acted on	innerText
1470217209669: 	sub-instrument	start	draw	true
1470217209670: 	activate	draw
1470217210747: 	draw	image-5	{"x":49,"y":54}
1470217210812: 	draw	image-5	{"x":35,"y":61}
1470217210841: 	draw	image-5	{"x":33,"y":63}
1470217210847: 	draw	image-5	{"x":27,"y":73}
1470217210853: 	draw	image-5	{"x":26,"y":76}
1470217210861: 	draw	image-5	{"x":26,"y":78}
1470217210868: 	draw	image-5	{"x":25,"y":81}
1470217210876: 	draw	image-5	{"x":25,"y":83}
1470217210886: 	draw	image-5	{"x":25,"y":84}
1470217210893: 	draw	image-5	{"x":26,"y":86}
1470217210901: 	draw	image-5	{"x":27,"y":88}
1470217210910: 	draw	image-5	{"x":28,"y":89}
1470217210918: 	draw	image-5	{"x":29,"y":90}
1470217210926: 	draw	image-5	{"x":31,"y":91}
1470217210936: 	draw	image-5	{"x":32,"y":92}
1470217210943: 	draw	image-5	{"x":34,"y":92}
1470217210951: 	draw	image-5	{"x":37,"y":92}
1470217210961: 	draw	image-5	{"x":39,"y":92}
1470217210968: 	draw	image-5	{"x":41,"y":91}
1470217210976: 	draw	image-5	{"x":44,"y":89}
1470217210985: 	draw	image-5	{"x":47,"y":87}
1470217210993: 	draw	image-5	{"x":48,"y":85}
1470217211001: 	draw	image-5	{"x":50,"y":82}
1470217211011: 	draw	image-5	{"x":51,"y":80}
1470217211018: 	draw	image-5	{"x":52,"y":78}
1470217211026: 	draw	image-5	{"x":53,"y":76}
1470217211036: 	draw	image-5	{"x":52,"y":74}
1470217211044: 	draw	image-5	{"x":52,"y":72}
1470217211051: 	draw	image-5	{"x":51,"y":71}
1470217211061: 	draw	image-5	{"x":51,"y":69}
1470217211076: 	draw	image-5	{"x":50,"y":68}
1470217211084: 	draw	image-5	{"x":48,"y":67}
1470217211090: 	draw	image-5	{"x":46,"y":66}
1470217211096: 	draw	image-5	{"x":44,"y":66}
1470217211102: 	draw	image-5	{"x":42,"y":66}
1470217211111: 	draw	image-5	{"x":40,"y":66}
1470217211119: 	draw	image-5	{"x":37,"y":68}
1470217211127: 	draw	image-5	{"x":36,"y":69}
1470217211136: 	draw	image-5	{"x":34,"y":71}
1470217211153: 	draw	image-5	{"x":32,"y":73}
1470217211159: 	draw	image-5	{"x":32,"y":74}
1470217211166: 	draw	image-5	{"x":31,"y":77}
1470217211173: 	draw	image-5	{"x":30,"y":78}
1470217211183: 	draw	image-5	{"x":30,"y":80}
1470217211190: 	draw	image-5	{"x":31,"y":82}
1470217211198: 	draw	image-5	{"x":32,"y":84}
1470217211207: 	draw	image-5	{"x":32,"y":85}
1470217211218: 	draw	image-5	{"x":34,"y":86}
1470217211224: 	draw	image-5	{"x":35,"y":87}
1470217211232: 	draw	image-5	{"x":36,"y":87}
1470217211251: 	draw	image-5	{"x":38,"y":87}
1470217211257: 	draw	image-5	{"x":44,"y":85}
1470217211268: 	draw	image-5	{"x":47,"y":82}
1470217211277: 	draw	image-5	{"x":49,"y":80}
1470217211284: 	draw	image-5	{"x":52,"y":77}
1470217211291: 	draw	image-5	{"x":54,"y":75}
1470217211302: 	draw	image-5	{"x":55,"y":73}
1470217211308: 	draw	image-5	{"x":56,"y":70}
1470217211316: 	draw	image-5	{"x":56,"y":68}
1470217211322: 	draw	image-5	{"x":56,"y":66}
1470217211330: 	draw	image-5	{"x":55,"y":65}
1470217211337: 	draw	image-5	{"x":54,"y":63}
1470217211346: 	draw	image-5	{"x":52,"y":62}
1470217211354: 	draw	image-5	{"x":49,"y":61}
1470217211364: 	draw	image-5	{"x":44,"y":61}
1470217211372: 	draw	image-5	{"x":40,"y":62}
1470217211378: 	draw	image-5	{"x":37,"y":63}
1470217211386: 	draw	image-5	{"x":34,"y":64}
1470217211394: 	draw	image-5	{"x":33,"y":65}
1470217211402: 	draw	image-5	{"x":31,"y":68}
1470217211412: 	draw	image-5	{"x":30,"y":69}
1470217211432: 	draw	image-5	{"x":30,"y":72}
1470217211624: 	draw	image-5	{"x":79,"y":101}
1470217211686: 	draw	image-5	{"x":63,"y":105}
1470217211694: 	draw	image-5	{"x":61,"y":107}
1470217211702: 	draw	image-5	{"x":60,"y":109}
1470217211710: 	draw	image-5	{"x":60,"y":112}
1470217211718: 	draw	image-5	{"x":59,"y":113}
1470217211727: 	draw	image-5	{"x":60,"y":115}
1470217211735: 	draw	image-5	{"x":60,"y":116}
