50,35,45,,60,90
15,10,30,50,20,60
10,10,15,20,25,15
5,30,5,5,5,5
65,45,55,15,50,55
30,5,5,5,10,5
10,5,30,10,40,0
30,35,5,5,10,15
55,5,45,85,65,85
10,50,20,10,45,10
40,20,30,40,25,15
60,25,25,15,20,50
20,5,0,5,30,0
65,65,10,10,30,10
30,30,30,50,50,50
30,40,30,10,25,40
15,15,15,15,15,40
25,15,15,5,15,15
80,50,75,20,75,50
