65,70,55,15,55,60
70,25,75,90,80,80
25,15,20,35,20,35
10,60,15,10,10,10
70,30,70,50,55,75
50,20,40,95,20,5
30,10,25,5,55,5
40,45,5,5,20,20
75,55,5,65,45,45
60,60,60,80,45,30
75,15,25,40,25,15
50,25,70,30,20,20
50,50,40,80,60,20
40,40,60,30,60,30
70,50,40,60,60,65
20,15,35,30,25,40
20,35,0,30,10,10
15,5,5,5,5,5
60,25,20,25,55,50
