1470665399690: 	acted on	innerText
1470665399895: 	sub-instrument	start	draw	true
1470665399923: 	activate	draw
1470665410022: 	draw	image-5	{"x":30,"y":72}
1470665410084: 	draw	image-5	{"x":31,"y":88}
1470665410091: 	draw	image-5	{"x":32,"y":90}
1470665410099: 	draw	image-5	{"x":33,"y":91}
1470665410107: 	draw	image-5	{"x":35,"y":93}
1470665410115: 	draw	image-5	{"x":35,"y":94}
1470665410124: 	draw	image-5	{"x":37,"y":95}
1470665410133: 	draw	image-5	{"x":39,"y":95}
1470665410141: 	draw	image-5	{"x":42,"y":96}
1470665410149: 	draw	image-5	{"x":44,"y":95}
1470665410159: 	draw	image-5	{"x":47,"y":93}
1470665410166: 	draw	image-5	{"x":50,"y":91}
1470665410177: 	draw	image-5	{"x":52,"y":88}
1470665410185: 	draw	image-5	{"x":54,"y":84}
1470665410191: 	draw	image-5	{"x":55,"y":81}
1470665410199: 	draw	image-5	{"x":56,"y":78}
1470665410208: 	draw	image-5	{"x":57,"y":75}
1470665410216: 	draw	image-5	{"x":57,"y":71}
1470665410223: 	draw	image-5	{"x":57,"y":68}
1470665410233: 	draw	image-5	{"x":57,"y":65}
1470665410241: 	draw	image-5	{"x":56,"y":63}
1470665410248: 	draw	image-5	{"x":56,"y":62}
1470665410258: 	draw	image-5	{"x":54,"y":60}
1470665410266: 	draw	image-5	{"x":53,"y":59}
1470665410273: 	draw	image-5	{"x":50,"y":58}
1470665410283: 	draw	image-5	{"x":46,"y":58}
1470665410291: 	draw	image-5	{"x":42,"y":58}
1470665410299: 	draw	image-5	{"x":37,"y":60}
1470665410308: 	draw	image-5	{"x":34,"y":62}
1470665410315: 	draw	image-5	{"x":31,"y":64}
1470665410324: 	draw	image-5	{"x":28,"y":67}
1470665410332: 	draw	image-5	{"x":26,"y":69}
1470665410341: 	draw	image-5	{"x":23,"y":72}
1470665410349: 	draw	image-5	{"x":22,"y":74}
1470665410358: 	draw	image-5	{"x":21,"y":77}
1470665410366: 	draw	image-5	{"x":21,"y":79}
1470665410374: 	draw	image-5	{"x":22,"y":82}
1470665410382: 	draw	image-5	{"x":23,"y":85}
1470665410391: 	draw	image-5	{"x":24,"y":88}
1470665410398: 	draw	image-5	{"x":26,"y":89}
1470665410408: 	draw	image-5	{"x":28,"y":91}
1470665410416: 	draw	image-5	{"x":32,"y":93}
1470665410424: 	draw	image-5	{"x":35,"y":93}
1470665410433: 	draw	image-5	{"x":39,"y":93}
1470665410441: 	draw	image-5	{"x":43,"y":93}
1470665410448: 	draw	image-5	{"x":46,"y":92}
1470665410457: 	draw	image-5	{"x":48,"y":91}
1470665410466: 	draw	image-5	{"x":50,"y":89}
1470665410474: 	draw	image-5	{"x":53,"y":86}
1470665410482: 	draw	image-5	{"x":54,"y":83}
1470665410491: 	draw	image-5	{"x":55,"y":80}
1470665410498: 	draw	image-5	{"x":56,"y":77}
1470665410508: 	draw	image-5	{"x":56,"y":74}
1470665410515: 	draw	image-5	{"x":56,"y":70}
1470665410524: 	draw	image-5	{"x":55,"y":69}
1470665410532: 	draw	image-5	{"x":54,"y":66}
1470665410540: 	draw	image-5	{"x":52,"y":65}
1470665410548: 	draw	image-5	{"x":50,"y":64}
1470665410557: 	draw	image-5	{"x":46,"y":63}
1470665410565: 	draw	image-5	{"x":41,"y":65}
1470665410573: 	draw	image-5	{"x":36,"y":67}
1470665410582: 	draw	image-5	{"x":34,"y":68}
1470665410590: 	draw	image-5	{"x":31,"y":71}
1470665410598: 	draw	image-5	{"x":29,"y":72}
1470665410608: 	draw	image-5	{"x":28,"y":75}
1470665410616: 	draw	image-5	{"x":27,"y":77}
1470665410633: 	draw	image-5	{"x":27,"y":82}
1470665410650: 	draw	image-5	{"x":31,"y":88}
1470665410657: 	draw	image-5	{"x":34,"y":91}
1470665410666: 	draw	image-5	{"x":39,"y":93}
1470665410673: 	draw	image-5	{"x":44,"y":94}
1470665410682: 	draw	image-5	{"x":50,"y":94}
1470665411126: 	draw	image-5	{"x":79,"y":90}
1470665411159: 	draw	image-5	{"x":64,"y":95}
1470665411167: 	draw	image-5	{"x":61,"y":97}
1470665411174: 	draw	image-5	{"x":59,"y":100}
1470665411184: 	draw	image-5	{"x":56,"y":103}
1470665411191: 	draw	image-5	{"x":55,"y":105}
1470665411199: 	draw	image-5	{"x":53,"y":109}
1470665411208: 	draw	image-5	{"x":53,"y":112}
1470665411215: 	draw	image-5	{"x":53,"y":116}
1470665411225: 	draw	image-5	{"x":54,"y":119}
1470665411239: 	draw	image-5	{"x":55,"y":121}
1470665411244: 	draw	image-5	{"x":56,"y":123}
1470665411249: 	draw	image-5	{"x":58,"y":125}
1470665411263: 	draw	image-5	{"x":61,"y":126}
1470665411269: 	draw	image-5	{"x":65,"y":127}
1470665411274: 	draw	image-5	{"x":69,"y":126}
1470665411283: 	draw	image-5	{"x":73,"y":125}
1470665411295: 	draw	image-5	{"x":78,"y":121}
1470665411299: 	draw	image-5	{"x":82,"y":117}
1470665411313: 	draw	image-5	{"x":85,"y":112}
1470665411317: 	draw	image-5	{"x":87,"y":108}
1470665411325: 	draw	image-5	{"x":90,"y":103}
1470665411332: 	draw	image-5	{"x":91,"y":100}
1470665411345: 	draw	image-5	{"x":92,"y":98}
1470665411349: 	draw	image-5	{"x":92,"y":94}
1470665411362: 	draw	image-5	{"x":92,"y":93}
1470665411370: 	draw	image-5	{"x":92,"y":91}
1470665411382: 	draw	image-5	{"x":90,"y":90}
1470665411386: 	draw	image-5	{"x":88,"y":89}
1470665411391: 	draw	image-5	{"x":83,"y":89}
1470665411398: 	draw	image-5	{"x":78,"y":90}
1470665411410: 	draw	image-5	{"x":74,"y":91}
1470665411418: 	draw	image-5	{"x":69,"y":93}
1470665411424: 	draw	image-5	{"x":66,"y":95}
1470665411432: 	draw	image-5	{"x":63,"y":97}
1470665411441: 	draw	image-5	{"x":60,"y":100}
1470665411448: 	draw	image-5	{"x":58,"y":102}
1470665411457: 	draw	image-5	{"x":57,"y":105}
1470665411466: 	draw	image-5	{"x":57,"y":107}
1470665411473: 	draw	image-5	{"x":57,"y":108}
1470665411482: 	draw	image-5	{"x":57,"y":110}
1470665411491: 	draw	image-5	{"x":58,"y":112}
1470665411499: 	draw	image-5	{"x":59,"y":113}
1470665411508: 	draw	image-5	{"x":61,"y":115}
1470665411516: 	draw	image-5	{"x":64,"y":116}
1470665411524: 	draw	image-5	{"x":69,"y":115}
1470665411533: 	draw	image-5	{"x":74,"y":113}
1470665411541: 	draw	image-5	{"x":78,"y":111}
1470665411549: 	draw	image-5	{"x":83,"y":108}
1470665411557: 	draw	image-5	{"x":87,"y":104}
1470665411566: 	draw	image-5	{"x":90,"y":102}
1470665411573: 	draw	image-5	{"x":91,"y":100}
1470665411582: 	draw	image-5	{"x":93,"y":98}
1470665411591: 	draw	image-5	{"x":93,"y":96}
1470665411599: 	draw	image-5	{"x":92,"y":95}
1470665411617: 	draw	image-5	{"x":91,"y":94}
1470665411624: 	draw	image-5	{"x":84,"y":94}
1470665411634: 	draw	image-5	{"x":80,"y":96}
1470665411640: 	draw	image-5	{"x":75,"y":97}
1470665411648: 	draw	image-5	{"x":72,"y":99}
1470665411658: 	draw	image-5	{"x":69,"y":101}
1470665411665: 	draw	image-5	{"x":67,"y":103}
1470665411674: 	draw	image-5	{"x":65,"y":106}
1470665411682: 	draw	image-5	{"x":65,"y":107}
1470665411691: 	draw	image-5	{"x":64,"y":109}
1470665411699: 	draw	image-5	{"x":64,"y":111}
1470665411707: 	draw	image-5	{"x":64,"y":112}
1470665411716: 	draw	image-5	{"x":65,"y":113}
1470665411724: 	draw	image-5	{"x":66,"y":114}
1470665411733: 	draw	image-5	{"x":69,"y":115}
1470665411741: 	draw	image-5	{"x":74,"y":115}
1470665411749: 	draw	image-5	{"x":78,"y":113}
1470665411758: 	draw	image-5	{"x":81,"y":111}
1470665411765: 	draw	image-5	{"x":84,"y":109}
1470665411774: 	draw	image-5	{"x":85,"y":108}
1470665411782: 	draw	image-5	{"x":86,"y":107}
1470665411791: 	draw	image-5	{"x":86,"y":106}
1470665411808: 	draw	image-5	{"x":85,"y":106}
1470665411817: 	draw	image-5	{"x":84,"y":107}
1470665411823: 	draw	image-5	{"x":77,"y":108}
1470665411832: 	draw	image-5	{"x":72,"y":111}
1470665411840: 	draw	image-5	{"x":68,"y":115}
1470665411848: 	draw	image-5	{"x":65,"y":119}
1470665411857: 	draw	image-5	{"x":63,"y":122}
1470665411865: 	draw	image-5	{"x":62,"y":125}
1470665403903: 	acted on	innerText
1470665403995: 	sub-instrument	stop	draw	false
1470665404013: 	deactivate	draw
1470665418282: 	acted on	draw
1470665419006: 	acted on	sample
1470665419897: 	acted on	sample
1470665420778: 	acted on	sample
1470665421636: 	acted on	sample
1470665422358: 	acted on	sample
1470665422769: 	acted on	sample
1470665425650: 	acted on	sample
1470665432206: 	acted on	sample
1470665432412: 	acted on	sample
1470665432590: 	acted on	sample
1470665432785: 	acted on	sample
1470665432995: 	acted on	sample
1470665433222: 	acted on	sample
1470665433457: 	acted on	sample
1470665433617: 	acted on	sample
1470665433822: 	acted on	sample
1470665434015: 	acted on	sample
1470665434174: 	acted on	sample
1470665434383: 	acted on	sample
1470665437061: 	acted on	innerText
1470665437192: 	sub-instrument	start	draw	true
1470665437219: 	activate	draw
1470665447162: 	draw	image-5	{"x":106,"y":25}
1470665447348: 	draw	image-5	{"x":106,"y":41}
1470665447356: 	draw	image-5	{"x":105,"y":43}
1470665447365: 	draw	image-5	{"x":105,"y":45}
1470665447373: 	draw	image-5	{"x":104,"y":48}
1470665447381: 	draw	image-5	{"x":104,"y":49}
1470665447390: 	draw	image-5	{"x":103,"y":52}
1470665447398: 	draw	image-5	{"x":102,"y":54}
1470665447406: 	draw	image-5	{"x":101,"y":56}
1470665447415: 	draw	image-5	{"x":101,"y":58}
1470665447423: 	draw	image-5	{"x":100,"y":61}
1470665447431: 	draw	image-5	{"x":99,"y":62}
1470665447440: 	draw	image-5	{"x":99,"y":64}
1470665447448: 	draw	image-5	{"x":98,"y":66}
1470665447455: 	draw	image-5	{"x":98,"y":68}
1470665447465: 	draw	image-5	{"x":97,"y":69}
1470665447473: 	draw	image-5	{"x":96,"y":71}
1470665447481: 	draw	image-5	{"x":95,"y":72}
1470665447489: 	draw	image-5	{"x":94,"y":74}
1470665447498: 	draw	image-5	{"x":93,"y":76}
1470665447505: 	draw	image-5	{"x":92,"y":77}
1470665447515: 	draw	image-5	{"x":91,"y":78}
1470665447523: 	draw	image-5	{"x":91,"y":79}
1470665447532: 	draw	image-5	{"x":90,"y":80}
1470665447540: 	draw	image-5	{"x":89,"y":81}
1470665447564: 	draw	image-5	{"x":88,"y":81}
1470665447569: 	draw	image-5	{"x":88,"y":82}
1470665447624: 	draw	image-5	{"x":87,"y":84}
1470665447984: 	draw	image-5	{"x":118,"y":15}
1470665448074: 	draw	image-5	{"x":106,"y":29}
1470665448081: 	draw	image-5	{"x":104,"y":31}
1470665448091: 	draw	image-5	{"x":103,"y":34}
1470665448099: 	draw	image-5	{"x":101,"y":36}
1470665448106: 	draw	image-5	{"x":98,"y":40}
1470665448116: 	draw	image-5	{"x":97,"y":42}
1470665448124: 	draw	image-5	{"x":95,"y":44}
1470665448131: 	draw	image-5	{"x":93,"y":47}
1470665448140: 	draw	image-5	{"x":91,"y":49}
1470665448148: 	draw	image-5	{"x":88,"y":51}
1470665448156: 	draw	image-5	{"x":87,"y":53}
1470665448166: 	draw	image-5	{"x":84,"y":54}
1470665448174: 	draw	image-5	{"x":82,"y":56}
1470665448182: 	draw	image-5	{"x":80,"y":57}
1470665448190: 	draw	image-5	{"x":77,"y":58}
1470665448199: 	draw	image-5	{"x":75,"y":60}
1470665448206: 	draw	image-5	{"x":73,"y":61}
1470665448215: 	draw	image-5	{"x":71,"y":62}
1470665448224: 	draw	image-5	{"x":69,"y":63}
1470665448231: 	draw	image-5	{"x":67,"y":64}
1470665448240: 	draw	image-5	{"x":66,"y":64}
1470665448248: 	draw	image-5	{"x":64,"y":65}
1470665448256: 	draw	image-5	{"x":63,"y":65}
1470665448265: 	draw	image-5	{"x":62,"y":66}
1470665448281: 	draw	image-5	{"x":61,"y":66}
1470665448306: 	draw	image-5	{"x":60,"y":66}
1470665440821: 	acted on	innerText
1470665440911: 	sub-instrument	stop	draw	false
1470665440949: 	deactivate	draw
1470665619759: 	acted on	draw
1470665621494: 	acted on	innerText
1470665621580: 	sub-instrument	start	draw	true
1470665621597: 	activate	draw
1470665635041: 	draw	content	{"x":524,"y":207}
1470665635180: 	draw	content	{"x":516,"y":193}
1470665635188: 	draw	content	{"x":515,"y":191}
1470665635196: 	draw	content	{"x":513,"y":190}
1470665635204: 	draw	content	{"x":512,"y":188}
1470665635213: 	draw	content	{"x":510,"y":187}
1470665635221: 	draw	content	{"x":509,"y":185}
1470665635230: 	draw	content	{"x":507,"y":183}
1470665635238: 	draw	content	{"x":505,"y":182}
1470665635246: 	draw	content	{"x":504,"y":180}
1470665635254: 	draw	content	{"x":502,"y":179}
1470665635262: 	draw	content	{"x":501,"y":177}
1470665635271: 	draw	content	{"x":499,"y":176}
1470665635280: 	draw	content	{"x":497,"y":175}
1470665635287: 	draw	content	{"x":495,"y":174}
1470665635296: 	draw	content	{"x":493,"y":172}
1470665635305: 	draw	content	{"x":491,"y":172}
1470665635313: 	draw	content	{"x":489,"y":170}
1470665635320: 	draw	content	{"x":487,"y":170}
1470665635330: 	draw	content	{"x":485,"y":169}
1470665635338: 	draw	content	{"x":483,"y":169}
1470665635345: 	draw	content	{"x":481,"y":168}
1470665635355: 	draw	content	{"x":479,"y":168}
1470665635363: 	draw	content	{"x":477,"y":168}
1470665635370: 	draw	content	{"x":475,"y":168}
1470665635380: 	draw	content	{"x":472,"y":169}
1470665635393: 	draw	content	{"x":470,"y":170}
1470665635404: 	draw	content	{"x":464,"y":172}
1470665635412: 	draw	content	{"x":462,"y":173}
1470665635420: 	draw	content	{"x":460,"y":175}
1470665635429: 	draw	content	{"x":457,"y":177}
1470665635438: 	draw	content	{"x":456,"y":178}
1470665635445: 	draw	content	{"x":453,"y":181}
1470665635454: 	draw	content	{"x":451,"y":183}
1470665635462: 	draw	content	{"x":450,"y":184}
1470665635470: 	draw	content	{"x":448,"y":186}
1470665635481: 	draw	content	{"x":447,"y":188}
1470665635487: 	draw	content	{"x":446,"y":190}
1470665635496: 	draw	content	{"x":444,"y":192}
1470665635505: 	draw	content	{"x":444,"y":194}
1470665635514: 	draw	content	{"x":443,"y":196}
1470665635521: 	draw	content	{"x":442,"y":198}
1470665635529: 	draw	content	{"x":441,"y":201}
1470665635538: 	draw	content	{"x":440,"y":204}
1470665635548: 	draw	content	{"x":440,"y":206}
1470665635555: 	draw	content	{"x":439,"y":209}
1470665635563: 	draw	content	{"x":439,"y":211}
1470665635571: 	draw	content	{"x":439,"y":213}
1470665635581: 	draw	content	{"x":439,"y":214}
1470665635588: 	draw	content	{"x":438,"y":216}
1470665635596: 	draw	content	{"x":438,"y":219}
1470665635605: 	draw	content	{"x":438,"y":221}
1470665635613: 	draw	content	{"x":438,"y":224}
1470665635621: 	draw	content	{"x":439,"y":227}
1470665635630: 	draw	content	{"x":439,"y":229}
1470665635637: 	draw	content	{"x":439,"y":232}
1470665635646: 	draw	content	{"x":439,"y":234}
1470665635655: 	draw	content	{"x":439,"y":237}
1470665635662: 	draw	content	{"x":439,"y":238}
1470665635670: 	draw	content	{"x":440,"y":241}
1470665635679: 	draw	content	{"x":440,"y":243}
1470665635688: 	draw	content	{"x":440,"y":246}
1470665635696: 	draw	content	{"x":440,"y":248}
1470665635705: 	draw	content	{"x":441,"y":250}
1470665635714: 	draw	content	{"x":441,"y":252}
1470665635721: 	draw	content	{"x":442,"y":254}
1470665635729: 	draw	content	{"x":442,"y":256}
1470665635738: 	draw	content	{"x":443,"y":258}
1470665635745: 	draw	content	{"x":444,"y":261}
1470665635755: 	draw	content	{"x":444,"y":263}
1470665635764: 	draw	content	{"x":445,"y":265}
1470665635779: 	draw	content	{"x":445,"y":270}
1470665635787: 	draw	content	{"x":445,"y":272}
1470665635795: 	draw	content	{"x":445,"y":274}
1470665635804: 	draw	content	{"x":446,"y":276}
1470665635812: 	draw	content	{"x":446,"y":278}
1470665635820: 	draw	content	{"x":446,"y":280}
1470665635829: 	draw	content	{"x":447,"y":282}
1470665635838: 	draw	content	{"x":447,"y":284}
1470665635845: 	draw	content	{"x":447,"y":286}
1470665635855: 	draw	content	{"x":448,"y":288}
1470665635862: 	draw	content	{"x":448,"y":289}
1470665635875: 	draw	content	{"x":448,"y":291}
1470665635887: 	draw	content	{"x":449,"y":294}
1470665635895: 	draw	content	{"x":450,"y":296}
1470665635904: 	draw	content	{"x":450,"y":298}
1470665635912: 	draw	content	{"x":451,"y":299}
1470665635920: 	draw	content	{"x":452,"y":300}
1470665635929: 	draw	content	{"x":453,"y":301}
1470665635937: 	draw	content	{"x":454,"y":303}
1470665635945: 	draw	content	{"x":454,"y":304}
1470665635954: 	draw	content	{"x":456,"y":306}
1470665635963: 	draw	content	{"x":457,"y":307}
1470665635970: 	draw	content	{"x":459,"y":308}
1470665635979: 	draw	content	{"x":460,"y":308}
1470665635986: 	draw	content	{"x":462,"y":309}
1470665635995: 	draw	content	{"x":464,"y":309}
1470665636004: 	draw	content	{"x":466,"y":310}
1470665636012: 	draw	content	{"x":468,"y":310}
1470665636020: 	draw	content	{"x":470,"y":310}
1470665636029: 	draw	content	{"x":472,"y":310}
1470665636036: 	draw	content	{"x":473,"y":310}
1470665636046: 	draw	content	{"x":476,"y":309}
1470665636054: 	draw	content	{"x":478,"y":309}
1470665636063: 	draw	content	{"x":480,"y":308}
1470665636070: 	draw	content	{"x":482,"y":307}
1470665636079: 	draw	content	{"x":484,"y":307}
1470665636088: 	draw	content	{"x":485,"y":306}
1470665636094: 	draw	content	{"x":488,"y":305}
1470665636104: 	draw	content	{"x":490,"y":304}
1470665636112: 	draw	content	{"x":492,"y":304}
1470665636122: 	draw	content	{"x":493,"y":303}
1470665636129: 	draw	content	{"x":495,"y":301}
1470665636137: 	draw	content	{"x":497,"y":301}
1470665636145: 	draw	content	{"x":499,"y":300}
1470665636155: 	draw	content	{"x":500,"y":299}
1470665636162: 	draw	content	{"x":503,"y":298}
1470665636170: 	draw	content	{"x":504,"y":298}
1470665636180: 	draw	content	{"x":506,"y":297}
1470665636188: 	draw	content	{"x":508,"y":297}
1470665636194: 	draw	content	{"x":509,"y":297}
1470665636205: 	draw	content	{"x":511,"y":297}
1470665636211: 	draw	content	{"x":513,"y":297}
1470665636223: 	draw	content	{"x":514,"y":297}
1470665636228: 	draw	content	{"x":515,"y":297}
1470665636236: 	draw	content	{"x":517,"y":297}
1470665636246: 	draw	content	{"x":518,"y":297}
1470665636253: 	draw	content	{"x":519,"y":298}
1470665636262: 	draw	content	{"x":521,"y":298}
1470665636270: 	draw	content	{"x":522,"y":299}
1470665636279: 	draw	content	{"x":523,"y":300}
1470665636288: 	draw	content	{"x":525,"y":301}
1470665636295: 	draw	content	{"x":526,"y":302}
1470665636303: 	draw	content	{"x":527,"y":303}
1470665636312: 	draw	content	{"x":528,"y":304}
1470665636319: 	draw	content	{"x":530,"y":306}
1470665636329: 	draw	content	{"x":530,"y":307}
1470665636337: 	draw	content	{"x":532,"y":308}
1470665636344: 	draw	content	{"x":532,"y":309}
1470665636367: 	draw	content	{"x":534,"y":311}
