1470743397122: 	acted on	innerText
1470743397213: 	sub-instrument	start	draw	true
1470743397214: 	activate	draw
1470743397834: 	draw	image-5	{"x":50,"y":75}
1470743397905: 	draw	image-5	{"x":34,"y":76}
1470743397915: 	draw	image-5	{"x":31,"y":77}
1470743397920: 	draw	image-5	{"x":28,"y":78}
1470743397931: 	draw	image-5	{"x":25,"y":80}
1470743397941: 	draw	image-5	{"x":23,"y":81}
1470743397947: 	draw	image-5	{"x":22,"y":82}
1470743397959: 	draw	image-5	{"x":21,"y":83}
1470743397965: 	draw	image-5	{"x":20,"y":84}
1470743397971: 	draw	image-5	{"x":20,"y":85}
1470743397998: 	draw	image-5	{"x":20,"y":86}
1470743398004: 	draw	image-5	{"x":21,"y":86}
1470743398017: 	draw	image-5	{"x":23,"y":87}
1470743398023: 	draw	image-5	{"x":28,"y":88}
1470743398029: 	draw	image-5	{"x":33,"y":85}
1470743398037: 	draw	image-5	{"x":37,"y":82}
1470743398044: 	draw	image-5	{"x":41,"y":79}
1470743398058: 	draw	image-5	{"x":45,"y":76}
1470743398064: 	draw	image-5	{"x":48,"y":74}
1470743398070: 	draw	image-5	{"x":50,"y":71}
1470743398079: 	draw	image-5	{"x":51,"y":69}
1470743398087: 	draw	image-5	{"x":52,"y":67}
1470743398095: 	draw	image-5	{"x":52,"y":66}
1470743398108: 	draw	image-5	{"x":53,"y":64}
1470743398113: 	draw	image-5	{"x":52,"y":63}
1470743398120: 	draw	image-5	{"x":51,"y":62}
1470743398129: 	draw	image-5	{"x":49,"y":61}
1470743398142: 	draw	image-5	{"x":44,"y":60}
1470743398148: 	draw	image-5	{"x":39,"y":61}
1470743398154: 	draw	image-5	{"x":35,"y":62}
1470743398162: 	draw	image-5	{"x":32,"y":63}
1470743398170: 	draw	image-5	{"x":30,"y":64}
1470743398179: 	draw	image-5	{"x":28,"y":66}
1470743398188: 	draw	image-5	{"x":26,"y":68}
1470743398194: 	draw	image-5	{"x":24,"y":71}
1470743398203: 	draw	image-5	{"x":22,"y":74}
1470743398213: 	draw	image-5	{"x":22,"y":77}
1470743398224: 	draw	image-5	{"x":22,"y":79}
1470743398230: 	draw	image-5	{"x":23,"y":82}
1470743398237: 	draw	image-5	{"x":25,"y":85}
1470743398245: 	draw	image-5	{"x":27,"y":87}
1470743398253: 	draw	image-5	{"x":30,"y":88}
1470743398262: 	draw	image-5	{"x":32,"y":89}
1470743398270: 	draw	image-5	{"x":34,"y":90}
1470743398282: 	draw	image-5	{"x":36,"y":90}
1470743398289: 	draw	image-5	{"x":37,"y":90}
1470743398295: 	draw	image-5	{"x":39,"y":90}
1470743398303: 	draw	image-5	{"x":41,"y":89}
1470743398313: 	draw	image-5	{"x":43,"y":87}
1470743398331: 	draw	image-5	{"x":47,"y":81}
1470743398337: 	draw	image-5	{"x":48,"y":78}
1470743398344: 	draw	image-5	{"x":48,"y":76}
1470743398353: 	draw	image-5	{"x":48,"y":73}
1470743398367: 	draw	image-5	{"x":47,"y":70}
1470743398374: 	draw	image-5	{"x":44,"y":68}
1470743398378: 	draw	image-5	{"x":41,"y":66}
1470743398387: 	draw	image-5	{"x":38,"y":65}
1470743398399: 	draw	image-5	{"x":34,"y":65}
1470743398405: 	draw	image-5	{"x":31,"y":65}
1470743398412: 	draw	image-5	{"x":29,"y":65}
1470743398419: 	draw	image-5	{"x":26,"y":66}
1470743398428: 	draw	image-5	{"x":25,"y":67}
1470743398436: 	draw	image-5	{"x":22,"y":68}
1470743398444: 	draw	image-5	{"x":21,"y":70}
1470743398453: 	draw	image-5	{"x":20,"y":73}
1470743398461: 	draw	image-5	{"x":20,"y":77}
1470743398469: 	draw	image-5	{"x":21,"y":82}
1470743398479: 	draw	image-5	{"x":23,"y":85}
1470743398487: 	draw	image-5	{"x":27,"y":89}
1470743398494: 	draw	image-5	{"x":30,"y":92}
1470743398503: 	draw	image-5	{"x":35,"y":95}
1470743398682: 	draw	image-5	{"x":60,"y":94}
1470743398738: 	draw	image-5	{"x":59,"y":111}
1470743398744: 	draw	image-5	{"x":61,"y":114}
1470743398753: 	draw	image-5	{"x":63,"y":117}
1470743398762: 	draw	image-5	{"x":65,"y":119}
1470743398770: 	draw	image-5	{"x":67,"y":120}
1470743398779: 	draw	image-5	{"x":69,"y":121}
1470743398787: 	draw	image-5	{"x":71,"y":122}
1470743398795: 	draw	image-5	{"x":73,"y":122}
1470743398803: 	draw	image-5	{"x":76,"y":121}
1470743398811: 	draw	image-5	{"x":78,"y":121}
1470743398819: 	draw	image-5	{"x":81,"y":118}
