1470743411388: 	acted on	sample
1470743411895: 	acted on	sample
1470743423387: 	acted on	innerText
1470743423455: 	sub-instrument	start	shapes	true
1470743423456: 	activate	shapes
1470743424055: 	acted on	circle
1470743424104: 	sub-instrument	circle	shapes	true
1470743424907: 	shape started	{"x":1045,"y":171}
1470743425898: 	shape continued	314	circle
1470743425908: 	shape continued	315	circle
1470743425923: 	shape continued	318	circle
1470743425929: 	shape continued	319	circle
1470743425936: 	shape continued	320	circle
1470743425945: 	shape continued	321	circle
1470743425953: 	shape continued	322	circle
1470743425967: 	shape continued	323	circle
1470743425978: 	shape continued	324	circle
1470743426003: 	shape continued	325	circle
1470743426013: 	shape continued	326	circle
1470743426029: 	shape continued	327	circle
1470743426036: 	shape continued	328	circle
1470743426762: 	acted on	innerText
1470743426862: 	sub-instrument	stop	shapes	false
1470743426863: 	deactivate	shapes
1470743521396: 	acted on	innerText
1470743521461: 	sub-instrument	start	shapes	true
1470743521462: 	activate	shapes
1470743522338: 	acted on	rectangle
1470743522402: 	sub-instrument	rectangle	shapes	true
1470743523546: 	shape started	{"x":511,"y":344}
1470743523548: 	shape continued	10	rectangle
1470743523679: 	shape continued	16	rectangle
1470743523685: 	shape continued	18	rectangle
1470743523694: 	shape continued	19	rectangle
1470743523701: 	shape continued	20	rectangle
1470743523714: 	shape continued	23	rectangle
1470743523718: 	shape continued	24	rectangle
1470743523728: 	shape continued	25	rectangle
1470743523735: 	shape continued	26	rectangle
1470743523745: 	shape continued	29	rectangle
1470743523753: 	shape continued	30	rectangle
1470743523759: 	shape continued	32	rectangle
1470743523768: 	shape continued	34	rectangle
1470743523777: 	shape continued	36	rectangle
1470743523785: 	shape continued	37	rectangle
1470743523793: 	shape continued	39	rectangle
1470743523802: 	shape continued	41	rectangle
1470743523809: 	shape continued	43	rectangle
1470743523818: 	shape continued	45	rectangle
1470743523827: 	shape continued	46	rectangle
1470743523835: 	shape continued	48	rectangle
1470743523844: 	shape continued	50	rectangle
1470743523852: 	shape continued	52	rectangle
1470743523860: 	shape continued	54	rectangle
1470743523868: 	shape continued	56	rectangle
1470743523877: 	shape continued	58	rectangle
1470743523884: 	shape continued	59	rectangle
1470743523893: 	shape continued	61	rectangle
1470743523903: 	shape continued	63	rectangle
1470743523909: 	shape continued	64	rectangle
1470743523917: 	shape continued	66	rectangle
1470743523928: 	shape continued	68	rectangle
1470743523936: 	shape continued	69	rectangle
1470743523943: 	shape continued	71	rectangle
1470743523952: 	shape continued	72	rectangle
1470743523960: 	shape continued	73	rectangle
1470743523967: 	shape continued	74	rectangle
1470743523976: 	shape continued	75	rectangle
1470743523985: 	shape continued	76	rectangle
1470743523992: 	shape continued	77	rectangle
1470743524018: 	shape continued	78	rectangle
1470743524068: 	shape continued	79	rectangle
1470743524993: 	acted on	circle
1470743525059: 	sub-instrument	circle	shapes	true
1470743525554: 	shape started	{"x":453,"y":220}
1470743525555: 	shape continued	10	circle
1470743525627: 	shape continued	10	circle
1470743525633: 	shape continued	12	circle
1470743525642: 	shape continued	15	circle
1470743525650: 	shape continued	17	circle
1470743525659: 	shape continued	19	circle
1470743525667: 	shape continued	21	circle
1470743525676: 	shape continued	23	circle
1470743525684: 	shape continued	25	circle
1470743525692: 	shape continued	28	circle
1470743525701: 	shape continued	31	circle
1470743525708: 	shape continued	33	circle
1470743525717: 	shape continued	35	circle
1470743525726: 	shape continued	37	circle
1470743525734: 	shape continued	40	circle
1470743525743: 	shape continued	41	circle
1470743525751: 	shape continued	43	circle
1470743525759: 	shape continued	45	circle
1470743525767: 	shape continued	47	circle
1470743525776: 	shape continued	49	circle
1470743525784: 	shape continued	51	circle
1470743525792: 	shape continued	52	circle
1470743525801: 	shape continued	54	circle
1470743525809: 	shape continued	56	circle
1470743525817: 	shape continued	57	circle
1470743525826: 	shape continued	58	circle
1470743525834: 	shape continued	59	circle
1470743525841: 	shape continued	60	circle
1470743525851: 	shape continued	61	circle
1470743525859: 	shape continued	62	circle
1470743525866: 	shape continued	63	circle
1470743525876: 	shape continued	64	circle
1470743525884: 	shape continued	64	circle
1470743525892: 	shape continued	65	circle
1470743525909: 	shape continued	66	circle
1470743525927: 	shape continued	67	circle
1470743525959: 	shape continued	68	circle
1470743525977: 	shape continued	68	circle
1470743526067: 	shape continued	69	circle
1470743526826: 	acted on	menu
1470743530701: 	acted on	menu
1470743531769: 	acted on	menu
1470743532635: 	acted on	innerText
1470743532660: 	sub-instrument	stop	shapes	false
1470743532661: 	deactivate	shapes
