1470125389100: 	acted on	innerText
1470125389240: 	sub-instrument	start	mover	true
1470125390889: 	moved	mover	to	{"x":326,"y":1002}
1470125390898: 	moved	mover	to	{"x":326,"y":1004}
1470125390906: 	moved	mover	to	{"x":327,"y":1006}
1470125390914: 	moved	mover	to	{"x":327,"y":1008}
1470125390923: 	moved	mover	to	{"x":327,"y":1009}
1470125390932: 	moved	mover	to	{"x":328,"y":1011}
1470125390939: 	moved	mover	to	{"x":328,"y":1013}
1470125390948: 	moved	mover	to	{"x":328,"y":1014}
1470125390957: 	moved	mover	to	{"x":329,"y":1016}
1470125390964: 	moved	mover	to	{"x":330,"y":1018}
1470125390974: 	moved	mover	to	{"x":330,"y":1019}
1470125390981: 	moved	mover	to	{"x":330,"y":1020}
1470125390989: 	moved	mover	to	{"x":331,"y":1022}
1470125390998: 	moved	mover	to	{"x":331,"y":1023}
1470125391007: 	moved	mover	to	{"x":331,"y":1024}
1470125391014: 	moved	mover	to	{"x":332,"y":1025}
1470125391024: 	moved	mover	to	{"x":332,"y":1026}
1470125391032: 	moved	mover	to	{"x":332,"y":1028}
1470125391039: 	moved	mover	to	{"x":333,"y":1028}
1470125391048: 	moved	mover	to	{"x":333,"y":1030}
1470125391057: 	moved	mover	to	{"x":333,"y":1031}
1470125391065: 	moved	mover	to	{"x":334,"y":1032}
1470125391073: 	moved	mover	to	{"x":334,"y":1033}
1470125391090: 	moved	mover	to	{"x":334,"y":1034}
1470125391099: 	moved	mover	to	{"x":335,"y":1035}
1470125391107: 	moved	mover	to	{"x":335,"y":1036}
1470125391124: 	moved	mover	to	{"x":336,"y":1037}
1470125391141: 	moved	mover	to	{"x":336,"y":1038}
1470125391148: 	moved	mover	to	{"x":337,"y":1038}
1470125391157: 	moved	mover	to	{"x":337,"y":1039}
1470125391174: 	moved	mover	to	{"x":337,"y":1040}
1470125391182: 	moved	mover	to	{"x":338,"y":1040}
1470125391189: 	moved	mover	to	{"x":338,"y":1041}
1470125391215: 	moved	mover	to	{"x":339,"y":1042}
1470125391224: 	moved	mover	to	{"x":339,"y":1043}
1470125391240: 	moved	mover	to	{"x":340,"y":1044}
1470125391248: 	moved	mover	to	{"x":340,"y":1045}
1470125391256: 	moved	mover	to	{"x":340,"y":1046}
1470125391265: 	moved	mover	to	{"x":341,"y":1046}
1470125391274: 	moved	mover	to	{"x":341,"y":1047}
1470125391282: 	moved	mover	to	{"x":341,"y":1048}
1470125391290: 	moved	mover	to	{"x":342,"y":1049}
1470125391306: 	moved	mover	to	{"x":342,"y":1050}
1470125391314: 	moved	mover	to	{"x":343,"y":1050}
1470125391324: 	moved	mover	to	{"x":343,"y":1051}
1470125391354: 	moved	mover	to	{"x":343,"y":1052}
1470125391365: 	moved	mover	to	{"x":344,"y":1053}
1470125391382: 	moved	mover	to	{"x":344,"y":1054}
1470125392092: 	start moving	clipboard	from	{"x":125,"y":203}
1470125392207: 	moved	clipboard	to	{"x":449,"y":234}
1470125392215: 	moved	clipboard	to	{"x":445,"y":235}
1470125392223: 	moved	clipboard	to	{"x":441,"y":236}
1470125392231: 	moved	clipboard	to	{"x":436,"y":238}
1470125392239: 	moved	clipboard	to	{"x":433,"y":240}
1470125392248: 	moved	clipboard	to	{"x":430,"y":241}
1470125392256: 	moved	clipboard	to	{"x":427,"y":243}
1470125392264: 	moved	clipboard	to	{"x":424,"y":245}
1470125392273: 	moved	clipboard	to	{"x":420,"y":247}
1470125392281: 	moved	clipboard	to	{"x":417,"y":249}
1470125392289: 	moved	clipboard	to	{"x":413,"y":252}
1470125392298: 	moved	clipboard	to	{"x":409,"y":254}
1470125392306: 	moved	clipboard	to	{"x":405,"y":258}
1470125392313: 	moved	clipboard	to	{"x":401,"y":261}
1470125392324: 	moved	clipboard	to	{"x":399,"y":263}
1470125392331: 	moved	clipboard	to	{"x":395,"y":265}
1470125392339: 	moved	clipboard	to	{"x":392,"y":268}
1470125392348: 	moved	clipboard	to	{"x":389,"y":270}
1470125392356: 	moved	clipboard	to	{"x":386,"y":273}
1470125392364: 	moved	clipboard	to	{"x":383,"y":276}
1470125392373: 	moved	clipboard	to	{"x":380,"y":279}
1470125392381: 	moved	clipboard	to	{"x":377,"y":282}
1470125392389: 	moved	clipboard	to	{"x":375,"y":285}
1470125392398: 	moved	clipboard	to	{"x":372,"y":289}
1470125392407: 	moved	clipboard	to	{"x":370,"y":291}
1470125392414: 	moved	clipboard	to	{"x":368,"y":294}
1470125392423: 	moved	clipboard	to	{"x":366,"y":296}
1470125392431: 	moved	clipboard	to	{"x":365,"y":298}
1470125392439: 	moved	clipboard	to	{"x":363,"y":300}
1470125392448: 	moved	clipboard	to	{"x":362,"y":301}
1470125392456: 	moved	clipboard	to	{"x":361,"y":304}
1470125392464: 	moved	clipboard	to	{"x":360,"y":305}
1470125392473: 	moved	clipboard	to	{"x":359,"y":307}
1470125392481: 	moved	clipboard	to	{"x":357,"y":309}
1470125392489: 	moved	clipboard	to	{"x":356,"y":312}
1470125392499: 	moved	clipboard	to	{"x":354,"y":315}
1470125392505: 	moved	clipboard	to	{"x":352,"y":317}
1470125392514: 	moved	clipboard	to	{"x":350,"y":321}
1470125392532: 	moved	clipboard	to	{"x":347,"y":324}
1470125392538: 	moved	clipboard	to	{"x":345,"y":329}
1470125392542: 	moved	clipboard	to	{"x":343,"y":332}
1470125392548: 	moved	clipboard	to	{"x":340,"y":336}
1470125392556: 	moved	clipboard	to	{"x":337,"y":342}
1470125392564: 	moved	clipboard	to	{"x":334,"y":347}
1470125392577: 	moved	clipboard	to	{"x":330,"y":355}
1470125392583: 	moved	clipboard	to	{"x":328,"y":360}
1470125392589: 	moved	clipboard	to	{"x":325,"y":368}
1470125392598: 	moved	clipboard	to	{"x":323,"y":373}
1470125392606: 	moved	clipboard	to	{"x":319,"y":382}
1470125392618: 	moved	clipboard	to	{"x":317,"y":388}
1470125392624: 	moved	clipboard	to	{"x":314,"y":396}
1470125392631: 	moved	clipboard	to	{"x":311,"y":408}
1470125392639: 	moved	clipboard	to	{"x":309,"y":414}
1470125392651: 	moved	clipboard	to	{"x":307,"y":422}
1470125392658: 	moved	clipboard	to	{"x":303,"y":435}
1470125392666: 	moved	clipboard	to	{"x":302,"y":445}
1470125392673: 	moved	clipboard	to	{"x":300,"y":452}
1470125392682: 	moved	clipboard	to	{"x":298,"y":463}
1470125392689: 	moved	clipboard	to	{"x":297,"y":474}
1470125392703: 	moved	clipboard	to	{"x":295,"y":484}
1470125392709: 	moved	clipboard	to	{"x":294,"y":493}
1470125392716: 	moved	clipboard	to	{"x":294,"y":504}
1470125392723: 	moved	clipboard	to	{"x":294,"y":515}
1470125392731: 	moved	clipboard	to	{"x":294,"y":523}
1470125392740: 	moved	clipboard	to	{"x":294,"y":534}
1470125392748: 	moved	clipboard	to	{"x":294,"y":544}
1470125392761: 	moved	clipboard	to	{"x":294,"y":554}
1470125392766: 	moved	clipboard	to	{"x":294,"y":565}
1470125392773: 	moved	clipboard	to	{"x":295,"y":572}
1470125392781: 	moved	clipboard	to	{"x":295,"y":585}
1470125392792: 	moved	clipboard	to	{"x":296,"y":596}
1470125392798: 	moved	clipboard	to	{"x":297,"y":607}
1470125392806: 	moved	clipboard	to	{"x":297,"y":617}
1470125392815: 	moved	clipboard	to	{"x":298,"y":626}
1470125392826: 	moved	clipboard	to	{"x":299,"y":634}
1470125392832: 	moved	clipboard	to	{"x":300,"y":644}
1470125392840: 	moved	clipboard	to	{"x":301,"y":650}
1470125392848: 	moved	clipboard	to	{"x":303,"y":658}
1470125392860: 	moved	clipboard	to	{"x":304,"y":670}
1470125392866: 	moved	clipboard	to	{"x":306,"y":676}
1470125392873: 	moved	clipboard	to	{"x":307,"y":683}
1470125392881: 	moved	clipboard	to	{"x":309,"y":691}
1470125392894: 	moved	clipboard	to	{"x":311,"y":698}
1470125392903: 	moved	clipboard	to	{"x":312,"y":705}
1470125392920: 	moved	clipboard	to	{"x":316,"y":718}
1470125392926: 	moved	clipboard	to	{"x":317,"y":723}
1470125392931: 	moved	clipboard	to	{"x":319,"y":729}
1470125392939: 	moved	clipboard	to	{"x":321,"y":735}
1470125392952: 	moved	clipboard	to	{"x":323,"y":740}
1470125392958: 	moved	clipboard	to	{"x":324,"y":745}
1470125392965: 	moved	clipboard	to	{"x":326,"y":751}
1470125392974: 	moved	clipboard	to	{"x":328,"y":756}
1470125392981: 	moved	clipboard	to	{"x":329,"y":759}
1470125392990: 	moved	clipboard	to	{"x":330,"y":762}
1470125392998: 	moved	clipboard	to	{"x":331,"y":766}
1470125393006: 	moved	clipboard	to	{"x":332,"y":771}
1470125393015: 	moved	clipboard	to	{"x":333,"y":774}
1470125393023: 	moved	clipboard	to	{"x":334,"y":777}
1470125393031: 	moved	clipboard	to	{"x":335,"y":781}
1470125393040: 	moved	clipboard	to	{"x":335,"y":784}
1470125393048: 	moved	clipboard	to	{"x":336,"y":786}
1470125393056: 	moved	clipboard	to	{"x":336,"y":788}
1470125393065: 	moved	clipboard	to	{"x":337,"y":791}
1470125393074: 	moved	clipboard	to	{"x":337,"y":793}
1470125393082: 	moved	clipboard	to	{"x":337,"y":795}
1470125393089: 	moved	clipboard	to	{"x":337,"y":798}
1470125393098: 	moved	clipboard	to	{"x":337,"y":799}
1470125393106: 	moved	clipboard	to	{"x":337,"y":802}
1470125393115: 	moved	clipboard	to	{"x":337,"y":804}
1470125393123: 	moved	clipboard	to	{"x":338,"y":807}
1470125393131: 	moved	clipboard	to	{"x":338,"y":809}
1470125393139: 	moved	clipboard	to	{"x":338,"y":811}
1470125393148: 	moved	clipboard	to	{"x":338,"y":813}
1470125393156: 	moved	clipboard	to	{"x":338,"y":814}
1470125393165: 	moved	clipboard	to	{"x":338,"y":815}
1470125393173: 	moved	clipboard	to	{"x":338,"y":816}
1470125393181: 	moved	clipboard	to	{"x":338,"y":818}
1470125393189: 	moved	clipboard	to	{"x":338,"y":819}
1470125393198: 	moved	clipboard	to	{"x":338,"y":820}
1470125393205: 	moved	clipboard	to	{"x":338,"y":821}
1470125393215: 	moved	clipboard	to	{"x":339,"y":822}
1470125393222: 	moved	clipboard	to	{"x":339,"y":823}
1470125393231: 	moved	clipboard	to	{"x":339,"y":824}
1470125393265: 	moved	clipboard	to	{"x":339,"y":825}
1470125393290: 	moved	clipboard	to	{"x":340,"y":825}
1470125393306: 	moved	clipboard	to	{"x":340,"y":826}
1470125393331: 	moved	clipboard	to	{"x":340,"y":827}
1470125393340: 	moved	clipboard	to	{"x":341,"y":827}
1470125393366: 	moved	clipboard	to	{"x":341,"y":828}
1470125393423: 	moved	clipboard	to	{"x":342,"y":829}
1470125394826: 	start moving	shapes	from	{"x":54,"y":209}
1470125395016: 	moved	shapes	to	{"x":616,"y":251}
1470125395023: 	moved	shapes	to	{"x":615,"y":252}
1470125395030: 	moved	shapes	to	{"x":612,"y":252}
1470125395039: 	moved	shapes	to	{"x":608,"y":253}
1470125395047: 	moved	shapes	to	{"x":604,"y":255}
1470125395056: 	moved	shapes	to	{"x":601,"y":255}
1470125395064: 	moved	shapes	to	{"x":599,"y":256}
1470125395073: 	moved	shapes	to	{"x":596,"y":256}
1470125395080: 	moved	shapes	to	{"x":593,"y":256}
1470125395089: 	moved	shapes	to	{"x":589,"y":257}
1470125395097: 	moved	shapes	to	{"x":586,"y":258}
1470125395106: 	moved	shapes	to	{"x":583,"y":259}
1470125395115: 	moved	shapes	to	{"x":579,"y":259}
1470125395122: 	moved	shapes	to	{"x":576,"y":259}
1470125395131: 	moved	shapes	to	{"x":572,"y":260}
1470125395139: 	moved	shapes	to	{"x":569,"y":260}
1470125395147: 	moved	shapes	to	{"x":566,"y":260}
1470125395157: 	moved	shapes	to	{"x":563,"y":260}
1470125395165: 	moved	shapes	to	{"x":561,"y":260}
1470125395172: 	moved	shapes	to	{"x":559,"y":260}
1470125395181: 	moved	shapes	to	{"x":556,"y":260}
1470125395189: 	moved	shapes	to	{"x":554,"y":260}
1470125395197: 	moved	shapes	to	{"x":552,"y":260}
1470125395205: 	moved	shapes	to	{"x":550,"y":260}
1470125395214: 	moved	shapes	to	{"x":547,"y":260}
1470125395222: 	moved	shapes	to	{"x":545,"y":260}
1470125395231: 	moved	shapes	to	{"x":542,"y":260}
1470125395240: 	moved	shapes	to	{"x":537,"y":261}
1470125395247: 	moved	shapes	to	{"x":532,"y":261}
1470125395255: 	moved	shapes	to	{"x":527,"y":262}
1470125395267: 	moved	shapes	to	{"x":521,"y":263}
1470125395273: 	moved	shapes	to	{"x":515,"y":264}
1470125395280: 	moved	shapes	to	{"x":508,"y":264}
1470125395290: 	moved	shapes	to	{"x":501,"y":266}
1470125395297: 	moved	shapes	to	{"x":494,"y":267}
1470125395306: 	moved	shapes	to	{"x":486,"y":268}
1470125395315: 	moved	shapes	to	{"x":478,"y":270}
1470125395323: 	moved	shapes	to	{"x":468,"y":272}
1470125395333: 	moved	shapes	to	{"x":458,"y":275}
1470125395342: 	moved	shapes	to	{"x":448,"y":278}
1470125395347: 	moved	shapes	to	{"x":440,"y":281}
1470125395356: 	moved	shapes	to	{"x":429,"y":285}
1470125395365: 	moved	shapes	to	{"x":420,"y":289}
1470125395373: 	moved	shapes	to	{"x":408,"y":293}
1470125395381: 	moved	shapes	to	{"x":401,"y":297}
1470125395389: 	moved	shapes	to	{"x":390,"y":301}
1470125395398: 	moved	shapes	to	{"x":382,"y":305}
1470125395405: 	moved	shapes	to	{"x":370,"y":310}
1470125395416: 	moved	shapes	to	{"x":361,"y":317}
1470125395423: 	moved	shapes	to	{"x":354,"y":321}
1470125395430: 	moved	shapes	to	{"x":344,"y":327}
1470125395439: 	moved	shapes	to	{"x":335,"y":334}
1470125395449: 	moved	shapes	to	{"x":329,"y":339}
1470125395455: 	moved	shapes	to	{"x":319,"y":349}
1470125395465: 	moved	shapes	to	{"x":314,"y":353}
1470125395474: 	moved	shapes	to	{"x":305,"y":363}
1470125395481: 	moved	shapes	to	{"x":300,"y":369}
1470125395490: 	moved	shapes	to	{"x":292,"y":379}
1470125395498: 	moved	shapes	to	{"x":288,"y":384}
1470125395505: 	moved	shapes	to	{"x":282,"y":395}
1470125395515: 	moved	shapes	to	{"x":278,"y":403}
1470125395522: 	moved	shapes	to	{"x":274,"y":411}
1470125395531: 	moved	shapes	to	{"x":270,"y":418}
1470125395540: 	moved	shapes	to	{"x":266,"y":427}
1470125395547: 	moved	shapes	to	{"x":264,"y":435}
1470125395555: 	moved	shapes	to	{"x":261,"y":443}
1470125395564: 	moved	shapes	to	{"x":259,"y":450}
1470125395572: 	moved	shapes	to	{"x":258,"y":457}
1470125395581: 	moved	shapes	to	{"x":256,"y":464}
1470125395590: 	moved	shapes	to	{"x":255,"y":473}
1470125395597: 	moved	shapes	to	{"x":255,"y":480}
1470125395605: 	moved	shapes	to	{"x":255,"y":486}
1470125395615: 	moved	shapes	to	{"x":255,"y":491}
1470125395622: 	moved	shapes	to	{"x":256,"y":497}
1470125395631: 	moved	shapes	to	{"x":256,"y":502}
1470125395641: 	moved	shapes	to	{"x":257,"y":508}
1470125395647: 	moved	shapes	to	{"x":257,"y":513}
1470125395655: 	moved	shapes	to	{"x":258,"y":518}
1470125395666: 	moved	shapes	to	{"x":259,"y":522}
1470125395672: 	moved	shapes	to	{"x":260,"y":526}
1470125395682: 	moved	shapes	to	{"x":260,"y":531}
1470125395690: 	moved	shapes	to	{"x":261,"y":534}
1470125395697: 	moved	shapes	to	{"x":262,"y":538}
1470125395706: 	moved	shapes	to	{"x":263,"y":542}
1470125395715: 	moved	shapes	to	{"x":263,"y":545}
1470125395725: 	moved	shapes	to	{"x":264,"y":549}
1470125395732: 	moved	shapes	to	{"x":264,"y":552}
1470125395740: 	moved	shapes	to	{"x":265,"y":555}
1470125395747: 	moved	shapes	to	{"x":266,"y":559}
1470125395756: 	moved	shapes	to	{"x":266,"y":561}
1470125395765: 	moved	shapes	to	{"x":267,"y":565}
1470125395773: 	moved	shapes	to	{"x":267,"y":567}
1470125395780: 	moved	shapes	to	{"x":268,"y":570}
1470125395790: 	moved	shapes	to	{"x":268,"y":572}
1470125395798: 	moved	shapes	to	{"x":269,"y":574}
1470125395806: 	moved	shapes	to	{"x":269,"y":577}
1470125395814: 	moved	shapes	to	{"x":269,"y":578}
1470125395822: 	moved	shapes	to	{"x":270,"y":580}
1470125395832: 	moved	shapes	to	{"x":270,"y":582}
1470125395840: 	moved	shapes	to	{"x":271,"y":583}
1470125395847: 	moved	shapes	to	{"x":271,"y":585}
1470125395855: 	moved	shapes	to	{"x":271,"y":586}
1470125395864: 	moved	shapes	to	{"x":271,"y":587}
1470125395873: 	moved	shapes	to	{"x":272,"y":588}
1470125395890: 	moved	shapes	to	{"x":272,"y":590}
1470125395897: 	moved	shapes	to	{"x":273,"y":590}
1470125395905: 	moved	shapes	to	{"x":273,"y":592}
1470125395923: 	moved	shapes	to	{"x":273,"y":593}
1470125395940: 	moved	shapes	to	{"x":274,"y":594}
1470125395956: 	moved	shapes	to	{"x":274,"y":595}
1470125395990: 	moved	shapes	to	{"x":274,"y":596}
1470125396842: 	start moving	draw	from	{"x":80,"y":209}
1470125397040: 	moved	draw	to	{"x":885,"y":240}
1470125397047: 	moved	draw	to	{"x":883,"y":241}
1470125397056: 	moved	draw	to	{"x":880,"y":241}
1470125397064: 	moved	draw	to	{"x":877,"y":242}
1470125397073: 	moved	draw	to	{"x":874,"y":243}
1470125397082: 	moved	draw	to	{"x":870,"y":244}
1470125397089: 	moved	draw	to	{"x":866,"y":245}
1470125397097: 	moved	draw	to	{"x":862,"y":246}
1470125397108: 	moved	draw	to	{"x":856,"y":247}
1470125397115: 	moved	draw	to	{"x":851,"y":248}
1470125397122: 	moved	draw	to	{"x":845,"y":249}
1470125397131: 	moved	draw	to	{"x":839,"y":250}
1470125397139: 	moved	draw	to	{"x":832,"y":251}
1470125397147: 	moved	draw	to	{"x":826,"y":253}
1470125397156: 	moved	draw	to	{"x":819,"y":254}
1470125397164: 	moved	draw	to	{"x":812,"y":256}
1470125397178: 	moved	draw	to	{"x":805,"y":258}
1470125397184: 	moved	draw	to	{"x":798,"y":258}
1470125397190: 	moved	draw	to	{"x":790,"y":259}
1470125397197: 	moved	draw	to	{"x":782,"y":260}
1470125397210: 	moved	draw	to	{"x":774,"y":262}
1470125397216: 	moved	draw	to	{"x":764,"y":263}
1470125397223: 	moved	draw	to	{"x":755,"y":264}
1470125397232: 	moved	draw	to	{"x":748,"y":265}
1470125397244: 	moved	draw	to	{"x":738,"y":266}
1470125397250: 	moved	draw	to	{"x":730,"y":267}
1470125397257: 	moved	draw	to	{"x":720,"y":267}
1470125397264: 	moved	draw	to	{"x":713,"y":268}
1470125397273: 	moved	draw	to	{"x":704,"y":269}
1470125397285: 	moved	draw	to	{"x":696,"y":269}
1470125397292: 	moved	draw	to	{"x":688,"y":270}
1470125397299: 	moved	draw	to	{"x":679,"y":271}
1470125397307: 	moved	draw	to	{"x":671,"y":272}
1470125397315: 	moved	draw	to	{"x":661,"y":273}
1470125397323: 	moved	draw	to	{"x":653,"y":273}
1470125397331: 	moved	draw	to	{"x":642,"y":274}
1470125397340: 	moved	draw	to	{"x":633,"y":276}
1470125397348: 	moved	draw	to	{"x":622,"y":278}
1470125397359: 	moved	draw	to	{"x":613,"y":280}
1470125397365: 	moved	draw	to	{"x":602,"y":282}
1470125397373: 	moved	draw	to	{"x":592,"y":283}
1470125397386: 	moved	draw	to	{"x":581,"y":285}
1470125397393: 	moved	draw	to	{"x":572,"y":287}
1470125397399: 	moved	draw	to	{"x":561,"y":290}
1470125397408: 	moved	draw	to	{"x":551,"y":292}
1470125397415: 	moved	draw	to	{"x":541,"y":295}
1470125397423: 	moved	draw	to	{"x":532,"y":296}
1470125397432: 	moved	draw	to	{"x":519,"y":300}
1470125397445: 	moved	draw	to	{"x":510,"y":302}
1470125397452: 	moved	draw	to	{"x":497,"y":306}
1470125397458: 	moved	draw	to	{"x":488,"y":308}
1470125397466: 	moved	draw	to	{"x":476,"y":312}
1470125397473: 	moved	draw	to	{"x":464,"y":316}
1470125397481: 	moved	draw	to	{"x":453,"y":321}
1470125397490: 	moved	draw	to	{"x":442,"y":325}
1470125397497: 	moved	draw	to	{"x":431,"y":329}
1470125397507: 	moved	draw	to	{"x":419,"y":335}
1470125397520: 	moved	draw	to	{"x":407,"y":340}
1470125397525: 	moved	draw	to	{"x":394,"y":347}
1470125397531: 	moved	draw	to	{"x":381,"y":353}
1470125397544: 	moved	draw	to	{"x":370,"y":361}
1470125397549: 	moved	draw	to	{"x":358,"y":369}
1470125397556: 	moved	draw	to	{"x":345,"y":376}
1470125397564: 	moved	draw	to	{"x":333,"y":385}
1470125397572: 	moved	draw	to	{"x":321,"y":395}
1470125397586: 	moved	draw	to	{"x":310,"y":405}
1470125397592: 	moved	draw	to	{"x":297,"y":416}
1470125397598: 	moved	draw	to	{"x":286,"y":427}
1470125397606: 	moved	draw	to	{"x":275,"y":440}
1470125397614: 	moved	draw	to	{"x":264,"y":453}
1470125397626: 	moved	draw	to	{"x":254,"y":467}
1470125397638: 	moved	draw	to	{"x":244,"y":483}
1470125397656: 	moved	draw	to	{"x":234,"y":498}
1470125397663: 	moved	draw	to	{"x":216,"y":530}
1470125397669: 	moved	draw	to	{"x":208,"y":548}
1470125397675: 	moved	draw	to	{"x":201,"y":565}
1470125397681: 	moved	draw	to	{"x":194,"y":584}
1470125397695: 	moved	draw	to	{"x":187,"y":603}
1470125397699: 	moved	draw	to	{"x":181,"y":621}
1470125397708: 	moved	draw	to	{"x":176,"y":640}
1470125397714: 	moved	draw	to	{"x":171,"y":658}
1470125397723: 	moved	draw	to	{"x":166,"y":676}
1470125397731: 	moved	draw	to	{"x":162,"y":695}
1470125397740: 	moved	draw	to	{"x":158,"y":713}
1470125397748: 	moved	draw	to	{"x":155,"y":730}
1470125397756: 	moved	draw	to	{"x":153,"y":748}
1470125397764: 	moved	draw	to	{"x":150,"y":764}
