1470124891842: 	acted on	innerText
1470124891915: 	sub-instrument	start	draw	true
1470124891916: 	activate	draw
1470124892702: 	draw	image-5	{"x":42,"y":73}
1470124892814: 	draw	image-5	{"x":36,"y":88}
1470124892823: 	draw	image-5	{"x":37,"y":90}
1470124892830: 	draw	image-5	{"x":37,"y":92}
1470124892839: 	draw	image-5	{"x":38,"y":93}
1470124892848: 	draw	image-5	{"x":39,"y":95}
1470124892865: 	draw	image-5	{"x":40,"y":96}
1470124892874: 	draw	image-5	{"x":41,"y":97}
1470124892882: 	draw	image-5	{"x":42,"y":97}
1470124892888: 	draw	image-5	{"x":45,"y":97}
1470124892898: 	draw	image-5	{"x":47,"y":97}
1470124892922: 	draw	image-5	{"x":50,"y":96}
1470124892930: 	draw	image-5	{"x":54,"y":90}
1470124892938: 	draw	image-5	{"x":55,"y":87}
1470124892947: 	draw	image-5	{"x":56,"y":84}
1470124892956: 	draw	image-5	{"x":56,"y":81}
1470124892965: 	draw	image-5	{"x":56,"y":78}
1470124892972: 	draw	image-5	{"x":55,"y":77}
1470124892980: 	draw	image-5	{"x":54,"y":74}
1470124892988: 	draw	image-5	{"x":53,"y":72}
1470124892997: 	draw	image-5	{"x":51,"y":70}
1470124893005: 	draw	image-5	{"x":49,"y":68}
1470124893013: 	draw	image-5	{"x":46,"y":67}
1470124893023: 	draw	image-5	{"x":43,"y":66}
1470124893030: 	draw	image-5	{"x":40,"y":65}
1470124893038: 	draw	image-5	{"x":38,"y":65}
1470124893047: 	draw	image-5	{"x":35,"y":65}
1470124893056: 	draw	image-5	{"x":32,"y":65}
1470124893064: 	draw	image-5	{"x":30,"y":65}
1470124893079: 	draw	image-5	{"x":28,"y":66}
1470124893095: 	draw	image-5	{"x":24,"y":67}
1470124893102: 	draw	image-5	{"x":23,"y":68}
1470124893120: 	draw	image-5	{"x":20,"y":72}
1470124893137: 	draw	image-5	{"x":20,"y":76}
1470124893154: 	draw	image-5	{"x":21,"y":81}
1470124893171: 	draw	image-5	{"x":24,"y":85}
1470124893188: 	draw	image-5	{"x":29,"y":89}
1470124893197: 	draw	image-5	{"x":33,"y":91}
1470124893206: 	draw	image-5	{"x":35,"y":92}
1470124893218: 	draw	image-5	{"x":37,"y":92}
1470124893233: 	draw	image-5	{"x":40,"y":92}
1470124893248: 	draw	image-5	{"x":44,"y":90}
1470124893256: 	draw	image-5	{"x":45,"y":88}
1470124893269: 	draw	image-5	{"x":47,"y":86}
1470124893289: 	draw	image-5	{"x":49,"y":77}
1470124893303: 	draw	image-5	{"x":49,"y":74}
1470124893313: 	draw	image-5	{"x":48,"y":69}
1470124893322: 	draw	image-5	{"x":47,"y":68}
1470124893331: 	draw	image-5	{"x":45,"y":66}
1470124893339: 	draw	image-5	{"x":42,"y":65}
1470124893348: 	draw	image-5	{"x":40,"y":64}
1470124893355: 	draw	image-5	{"x":38,"y":64}
1470124893364: 	draw	image-5	{"x":34,"y":65}
1470124893373: 	draw	image-5	{"x":31,"y":66}
1470124893381: 	draw	image-5	{"x":28,"y":69}
1470124893389: 	draw	image-5	{"x":25,"y":72}
1470124893398: 	draw	image-5	{"x":24,"y":74}
1470124893406: 	draw	image-5	{"x":23,"y":76}
