1470226726500: 	acted on	innerText
1470226726613: 	sub-instrument	start	mover	true
1470226746382: 	moved	image-42	to	{"x":106,"y":474}
1470226746390: 	moved	image-42	to	{"x":109,"y":471}
1470226746400: 	moved	image-42	to	{"x":112,"y":468}
1470226746411: 	moved	image-42	to	{"x":115,"y":465}
1470226746416: 	moved	image-42	to	{"x":118,"y":460}
1470226746424: 	moved	image-42	to	{"x":121,"y":457}
1470226746433: 	moved	image-42	to	{"x":126,"y":452}
1470226746441: 	moved	image-42	to	{"x":130,"y":448}
1470226746450: 	moved	image-42	to	{"x":134,"y":443}
1470226746458: 	moved	image-42	to	{"x":138,"y":438}
1470226746466: 	moved	image-42	to	{"x":143,"y":433}
1470226746475: 	moved	image-42	to	{"x":147,"y":428}
1470226746484: 	moved	image-42	to	{"x":152,"y":423}
1470226746492: 	moved	image-42	to	{"x":157,"y":418}
1470226746505: 	moved	image-42	to	{"x":164,"y":410}
1470226746510: 	moved	image-42	to	{"x":167,"y":407}
1470226746517: 	moved	image-42	to	{"x":174,"y":399}
1470226746531: 	moved	image-42	to	{"x":179,"y":394}
1470226746536: 	moved	image-42	to	{"x":186,"y":387}
1470226746541: 	moved	image-42	to	{"x":192,"y":382}
1470226746557: 	moved	image-42	to	{"x":197,"y":376}
1470226746563: 	moved	image-42	to	{"x":205,"y":368}
1470226746568: 	moved	image-42	to	{"x":212,"y":362}
1470226746576: 	moved	image-42	to	{"x":217,"y":357}
1470226746589: 	moved	image-42	to	{"x":228,"y":346}
1470226746594: 	moved	image-42	to	{"x":232,"y":342}
1470226746601: 	moved	image-42	to	{"x":239,"y":335}
1470226746616: 	moved	image-42	to	{"x":245,"y":329}
1470226746621: 	moved	image-42	to	{"x":252,"y":323}
1470226746628: 	moved	image-42	to	{"x":260,"y":314}
1470226746634: 	moved	image-42	to	{"x":266,"y":308}
1470226746642: 	moved	image-42	to	{"x":272,"y":300}
1470226746655: 	moved	image-42	to	{"x":276,"y":296}
1470226746660: 	moved	image-42	to	{"x":281,"y":290}
1470226746669: 	moved	image-42	to	{"x":288,"y":282}
1470226746685: 	moved	image-42	to	{"x":295,"y":271}
1470226746691: 	moved	image-42	to	{"x":296,"y":268}
1470226746695: 	moved	image-42	to	{"x":300,"y":261}
1470226746700: 	moved	image-42	to	{"x":303,"y":254}
1470226746708: 	moved	image-42	to	{"x":306,"y":247}
1470226746720: 	moved	image-42	to	{"x":309,"y":241}
1470226746727: 	moved	image-42	to	{"x":312,"y":233}
1470226746733: 	moved	image-42	to	{"x":314,"y":227}
1470226746741: 	moved	image-42	to	{"x":316,"y":221}
1470226746750: 	moved	image-42	to	{"x":318,"y":216}
1470226746758: 	moved	image-42	to	{"x":320,"y":211}
1470226746767: 	moved	image-42	to	{"x":322,"y":205}
1470226746776: 	moved	image-42	to	{"x":323,"y":200}
1470226746783: 	moved	image-42	to	{"x":325,"y":196}
1470226746792: 	moved	image-42	to	{"x":326,"y":191}
1470226746800: 	moved	image-42	to	{"x":327,"y":187}
1470226746808: 	moved	image-42	to	{"x":328,"y":183}
1470226746816: 	moved	image-42	to	{"x":329,"y":179}
1470226746826: 	moved	image-42	to	{"x":331,"y":173}
1470226746833: 	moved	image-42	to	{"x":331,"y":171}
1470226746841: 	moved	image-42	to	{"x":332,"y":168}
1470226746850: 	moved	image-42	to	{"x":332,"y":166}
1470226746859: 	moved	image-42	to	{"x":333,"y":164}
1470226746867: 	moved	image-42	to	{"x":333,"y":162}
1470226746876: 	moved	image-42	to	{"x":333,"y":161}
1470226746884: 	moved	image-42	to	{"x":334,"y":160}
1470226746891: 	moved	image-42	to	{"x":334,"y":158}
1470226753270: 	start moving	image-52	from	{"x":93,"y":92}
1470226753309: 	moved	image-52	to	{"x":148,"y":132}
1470226753317: 	moved	image-52	to	{"x":149,"y":138}
1470226753325: 	moved	image-52	to	{"x":149,"y":141}
1470226753334: 	moved	image-52	to	{"x":150,"y":145}
1470226753341: 	moved	image-52	to	{"x":151,"y":150}
1470226753349: 	moved	image-52	to	{"x":151,"y":154}
1470226753358: 	moved	image-52	to	{"x":152,"y":161}
1470226753366: 	moved	image-52	to	{"x":153,"y":167}
1470226753374: 	moved	image-52	to	{"x":154,"y":172}
1470226753385: 	moved	image-52	to	{"x":155,"y":177}
1470226753391: 	moved	image-52	to	{"x":155,"y":183}
1470226753399: 	moved	image-52	to	{"x":156,"y":189}
1470226753409: 	moved	image-52	to	{"x":157,"y":195}
1470226753415: 	moved	image-52	to	{"x":158,"y":201}
1470226753424: 	moved	image-52	to	{"x":159,"y":207}
1470226753433: 	moved	image-52	to	{"x":159,"y":215}
1470226753443: 	moved	image-52	to	{"x":160,"y":222}
1470226753449: 	moved	image-52	to	{"x":161,"y":228}
1470226753459: 	moved	image-52	to	{"x":162,"y":236}
1470226753466: 	moved	image-52	to	{"x":163,"y":242}
1470226753475: 	moved	image-52	to	{"x":164,"y":250}
1470226753484: 	moved	image-52	to	{"x":165,"y":256}
1470226753491: 	moved	image-52	to	{"x":167,"y":267}
1470226753499: 	moved	image-52	to	{"x":167,"y":272}
1470226753507: 	moved	image-52	to	{"x":168,"y":282}
1470226753516: 	moved	image-52	to	{"x":170,"y":288}
1470226753525: 	moved	image-52	to	{"x":171,"y":296}
1470226753534: 	moved	image-52	to	{"x":172,"y":303}
1470226753542: 	moved	image-52	to	{"x":174,"y":316}
1470226753549: 	moved	image-52	to	{"x":175,"y":322}
1470226753559: 	moved	image-52	to	{"x":178,"y":329}
1470226753567: 	moved	image-52	to	{"x":179,"y":337}
1470226753574: 	moved	image-52	to	{"x":182,"y":347}
1470226753584: 	moved	image-52	to	{"x":183,"y":354}
1470226753592: 	moved	image-52	to	{"x":185,"y":365}
1470226753599: 	moved	image-52	to	{"x":187,"y":372}
1470226753609: 	moved	image-52	to	{"x":189,"y":379}
1470226753617: 	moved	image-52	to	{"x":190,"y":386}
1470226753624: 	moved	image-52	to	{"x":191,"y":394}
1470226753633: 	moved	image-52	to	{"x":192,"y":404}
1470226753642: 	moved	image-52	to	{"x":194,"y":410}
1470226753649: 	moved	image-52	to	{"x":195,"y":419}
1470226753658: 	moved	image-52	to	{"x":197,"y":425}
1470226753667: 	moved	image-52	to	{"x":198,"y":432}
1470226753675: 	moved	image-52	to	{"x":199,"y":439}
1470226753683: 	moved	image-52	to	{"x":199,"y":446}
1470226753691: 	moved	image-52	to	{"x":199,"y":453}
1470226753700: 	moved	image-52	to	{"x":199,"y":460}
1470226753708: 	moved	image-52	to	{"x":199,"y":466}
1470226753717: 	moved	image-52	to	{"x":198,"y":473}
1470226753724: 	moved	image-52	to	{"x":197,"y":480}
1470226753733: 	moved	image-52	to	{"x":197,"y":486}
1470226753742: 	moved	image-52	to	{"x":196,"y":492}
1470226753750: 	moved	image-52	to	{"x":195,"y":498}
1470226753758: 	moved	image-52	to	{"x":194,"y":503}
1470226753767: 	moved	image-52	to	{"x":194,"y":508}
1470226753774: 	moved	image-52	to	{"x":193,"y":512}
1470226753783: 	moved	image-52	to	{"x":192,"y":516}
1470226753792: 	moved	image-52	to	{"x":190,"y":522}
1470226753800: 	moved	image-52	to	{"x":188,"y":527}
1470226753808: 	moved	image-52	to	{"x":187,"y":529}
1470226753817: 	moved	image-52	to	{"x":185,"y":533}
1470226753825: 	moved	image-52	to	{"x":183,"y":537}
1470226753833: 	moved	image-52	to	{"x":182,"y":540}
1470226753841: 	moved	image-52	to	{"x":180,"y":543}
1470226753849: 	moved	image-52	to	{"x":178,"y":546}
1470226753858: 	moved	image-52	to	{"x":175,"y":550}
1470226753866: 	moved	image-52	to	{"x":172,"y":553}
1470226753875: 	moved	image-52	to	{"x":170,"y":556}
1470226753883: 	moved	image-52	to	{"x":168,"y":558}
1470226753892: 	moved	image-52	to	{"x":165,"y":560}
1470226753899: 	moved	image-52	to	{"x":163,"y":562}
1470226753908: 	moved	image-52	to	{"x":160,"y":564}
1470226753916: 	moved	image-52	to	{"x":158,"y":566}
1470226753926: 	moved	image-52	to	{"x":156,"y":567}
1470226753933: 	moved	image-52	to	{"x":154,"y":568}
1470226753941: 	moved	image-52	to	{"x":153,"y":568}
1470226753949: 	moved	image-52	to	{"x":152,"y":569}
1470226753958: 	moved	image-52	to	{"x":151,"y":569}
1470226753966: 	moved	image-52	to	{"x":150,"y":569}
1470226753974: 	moved	image-52	to	{"x":150,"y":570}
1470226753984: 	moved	image-52	to	{"x":149,"y":570}
1470226753991: 	moved	image-52	to	{"x":148,"y":571}
1470226754017: 	moved	image-52	to	{"x":147,"y":571}
1470226754024: 	moved	image-52	to	{"x":147,"y":572}
1470226754033: 	moved	image-52	to	{"x":146,"y":572}
1470226754041: 	moved	image-52	to	{"x":146,"y":573}
1470226754067: 	moved	image-52	to	{"x":145,"y":574}
1470226754109: 	moved	image-52	to	{"x":145,"y":575}
1470226754134: 	moved	image-52	to	{"x":144,"y":575}
1470226754259: 	moved	image-52	to	{"x":143,"y":576}
1470226754509: 	moved	image-52	to	{"x":142,"y":576}
1470226755492: 	moved	image-52	to	{"x":142,"y":575}
1470226755499: 	moved	image-52	to	{"x":143,"y":574}
1470226755509: 	moved	image-52	to	{"x":144,"y":571}
1470226755516: 	moved	image-52	to	{"x":146,"y":570}
1470226755524: 	moved	image-52	to	{"x":147,"y":568}
1470226755534: 	moved	image-52	to	{"x":148,"y":567}
1470226755542: 	moved	image-52	to	{"x":150,"y":566}
1470226755549: 	moved	image-52	to	{"x":151,"y":565}
1470226755558: 	moved	image-52	to	{"x":153,"y":564}
1470226755566: 	moved	image-52	to	{"x":155,"y":563}
1470226755574: 	moved	image-52	to	{"x":157,"y":563}
1470226755583: 	moved	image-52	to	{"x":158,"y":562}
1470226755591: 	moved	image-52	to	{"x":160,"y":561}
1470226755600: 	moved	image-52	to	{"x":161,"y":560}
1470226755608: 	moved	image-52	to	{"x":163,"y":560}
1470226755617: 	moved	image-52	to	{"x":164,"y":559}
1470226755625: 	moved	image-52	to	{"x":165,"y":558}
1470226755633: 	moved	image-52	to	{"x":166,"y":557}
1470226755641: 	moved	image-52	to	{"x":167,"y":557}
1470226755649: 	moved	image-52	to	{"x":169,"y":556}
1470226755658: 	moved	image-52	to	{"x":169,"y":555}
1470226755666: 	moved	image-52	to	{"x":170,"y":555}
1470226755674: 	moved	image-52	to	{"x":171,"y":554}
1470226755683: 	moved	image-52	to	{"x":172,"y":554}
1470226755691: 	moved	image-52	to	{"x":173,"y":553}
1470226755709: 	moved	image-52	to	{"x":174,"y":552}
1470226755716: 	moved	image-52	to	{"x":175,"y":552}
1470226755724: 	moved	image-52	to	{"x":175,"y":551}
1470226755741: 	moved	image-52	to	{"x":176,"y":551}
1470226755759: 	moved	image-52	to	{"x":176,"y":550}
1470226755774: 	moved	image-52	to	{"x":177,"y":550}
1470226755875: 	moved	image-52	to	{"x":177,"y":549}
1470226755891: 	moved	image-52	to	{"x":176,"y":549}
1470226755934: 	moved	image-52	to	{"x":176,"y":550}
1470226755942: 	moved	image-52	to	{"x":175,"y":550}
1470226755959: 	moved	image-52	to	{"x":173,"y":550}
1470226755966: 	moved	image-52	to	{"x":171,"y":551}
1470226755974: 	moved	image-52	to	{"x":170,"y":552}
1470226755991: 	moved	image-52	to	{"x":169,"y":553}
1470226756000: 	moved	image-52	to	{"x":168,"y":553}
1470226756008: 	moved	image-52	to	{"x":166,"y":553}
1470226756016: 	moved	image-52	to	{"x":165,"y":554}
1470226756025: 	moved	image-52	to	{"x":164,"y":554}
1470226756033: 	moved	image-52	to	{"x":163,"y":555}
1470226756041: 	moved	image-52	to	{"x":162,"y":555}
1470226756050: 	moved	image-52	to	{"x":161,"y":556}
1470226756058: 	moved	image-52	to	{"x":159,"y":556}
1470226756066: 	moved	image-52	to	{"x":158,"y":556}
1470226756084: 	moved	image-52	to	{"x":157,"y":556}
1470226756091: 	moved	image-52	to	{"x":156,"y":557}
1470226756099: 	moved	image-52	to	{"x":155,"y":557}
1470226756116: 	moved	image-52	to	{"x":154,"y":557}
1470226756141: 	moved	image-52	to	{"x":153,"y":557}
1470226756183: 	moved	image-52	to	{"x":153,"y":558}
1470226756258: 	moved	image-52	to	{"x":152,"y":558}
1470226757212: 	start moving	image-8	from	{"x":91,"y":94}
1470226757302: 	moved	image-8	to	{"x":453,"y":480}
1470226757307: 	moved	image-8	to	{"x":453,"y":477}
1470226757316: 	moved	image-8	to	{"x":452,"y":475}
1470226757326: 	moved	image-8	to	{"x":451,"y":472}
1470226757332: 	moved	image-8	to	{"x":451,"y":470}
1470226757342: 	moved	image-8	to	{"x":450,"y":467}
1470226757351: 	moved	image-8	to	{"x":449,"y":464}
1470226757359: 	moved	image-8	to	{"x":448,"y":462}
1470226757365: 	moved	image-8	to	{"x":447,"y":458}
1470226757374: 	moved	image-8	to	{"x":447,"y":454}
1470226757382: 	moved	image-8	to	{"x":446,"y":451}
1470226757391: 	moved	image-8	to	{"x":445,"y":449}
1470226757399: 	moved	image-8	to	{"x":444,"y":445}
1470226757407: 	moved	image-8	to	{"x":442,"y":442}
1470226757415: 	moved	image-8	to	{"x":441,"y":439}
1470226757424: 	moved	image-8	to	{"x":440,"y":436}
1470226757432: 	moved	image-8	to	{"x":439,"y":431}
1470226757440: 	moved	image-8	to	{"x":438,"y":427}
1470226757450: 	moved	image-8	to	{"x":437,"y":424}
1470226757457: 	moved	image-8	to	{"x":436,"y":420}
1470226757465: 	moved	image-8	to	{"x":435,"y":416}
1470226757474: 	moved	image-8	to	{"x":434,"y":412}
1470226757484: 	moved	image-8	to	{"x":433,"y":409}
1470226757492: 	moved	image-8	to	{"x":432,"y":406}
1470226757501: 	moved	image-8	to	{"x":430,"y":402}
1470226757508: 	moved	image-8	to	{"x":429,"y":399}
1470226757516: 	moved	image-8	to	{"x":428,"y":396}
1470226757525: 	moved	image-8	to	{"x":427,"y":393}
1470226757532: 	moved	image-8	to	{"x":426,"y":390}
1470226757542: 	moved	image-8	to	{"x":425,"y":387}
1470226757551: 	moved	image-8	to	{"x":425,"y":384}
1470226757558: 	moved	image-8	to	{"x":424,"y":382}
