1470306741072: 	acted on	innerText
1470306741191: 	sub-instrument	start	mover	true
1470306741206: 	activate	mover
1470306745108: 	start moving	image-24	from	{"x":107,"y":84}
1470306745504: 	start moving	image-24	from	{"x":64,"y":73}
1470306745609: 	moved	image-24	to	{"x":583,"y":498}
1470306745616: 	moved	image-24	to	{"x":586,"y":498}
1470306745625: 	moved	image-24	to	{"x":590,"y":498}
1470306745633: 	moved	image-24	to	{"x":593,"y":498}
1470306745641: 	moved	image-24	to	{"x":597,"y":498}
1470306745650: 	moved	image-24	to	{"x":601,"y":497}
1470306745658: 	moved	image-24	to	{"x":605,"y":496}
1470306745681: 	moved	image-24	to	{"x":614,"y":495}
1470306745689: 	moved	image-24	to	{"x":618,"y":494}
1470306745694: 	moved	image-24	to	{"x":622,"y":493}
1470306745700: 	moved	image-24	to	{"x":628,"y":492}
1470306745708: 	moved	image-24	to	{"x":632,"y":492}
1470306745717: 	moved	image-24	to	{"x":637,"y":491}
1470306745726: 	moved	image-24	to	{"x":642,"y":490}
1470306745733: 	moved	image-24	to	{"x":646,"y":489}
1470306745741: 	moved	image-24	to	{"x":651,"y":488}
1470306745751: 	moved	image-24	to	{"x":655,"y":487}
1470306745760: 	moved	image-24	to	{"x":659,"y":486}
1470306745767: 	moved	image-24	to	{"x":664,"y":485}
1470306745775: 	moved	image-24	to	{"x":668,"y":484}
1470306745783: 	moved	image-24	to	{"x":673,"y":483}
1470306745791: 	moved	image-24	to	{"x":678,"y":482}
1470306745800: 	moved	image-24	to	{"x":682,"y":482}
1470306745809: 	moved	image-24	to	{"x":686,"y":481}
1470306745817: 	moved	image-24	to	{"x":690,"y":480}
1470306745825: 	moved	image-24	to	{"x":695,"y":479}
1470306745833: 	moved	image-24	to	{"x":699,"y":478}
1470306745842: 	moved	image-24	to	{"x":703,"y":477}
1470306745851: 	moved	image-24	to	{"x":707,"y":476}
1470306745860: 	moved	image-24	to	{"x":711,"y":475}
1470306745867: 	moved	image-24	to	{"x":715,"y":473}
1470306745875: 	moved	image-24	to	{"x":717,"y":472}
1470306745884: 	moved	image-24	to	{"x":721,"y":472}
1470306745891: 	moved	image-24	to	{"x":723,"y":471}
1470306745900: 	moved	image-24	to	{"x":726,"y":470}
1470306745909: 	moved	image-24	to	{"x":728,"y":469}
1470306745917: 	moved	image-24	to	{"x":730,"y":469}
1470306745925: 	moved	image-24	to	{"x":732,"y":468}
1470306745933: 	moved	image-24	to	{"x":733,"y":468}
1470306745941: 	moved	image-24	to	{"x":734,"y":468}
1470306745951: 	moved	image-24	to	{"x":735,"y":467}
1470306745959: 	moved	image-24	to	{"x":736,"y":467}
1470306745983: 	moved	image-24	to	{"x":737,"y":467}
1470306746026: 	moved	image-24	to	{"x":738,"y":467}
1470306746379: 	start moving	image-55	from	{"x":66,"y":107}
1470306746779: 	start moving	image-55	from	{"x":65,"y":80}
1470306746877: 	moved	image-55	to	{"x":574,"y":123}
1470306746883: 	moved	image-55	to	{"x":573,"y":125}
1470306746892: 	moved	image-55	to	{"x":573,"y":128}
1470306746902: 	moved	image-55	to	{"x":573,"y":129}
1470306746909: 	moved	image-55	to	{"x":572,"y":132}
1470306746916: 	moved	image-55	to	{"x":572,"y":135}
1470306746927: 	moved	image-55	to	{"x":570,"y":141}
1470306746934: 	moved	image-55	to	{"x":569,"y":144}
1470306746942: 	moved	image-55	to	{"x":568,"y":147}
1470306746951: 	moved	image-55	to	{"x":567,"y":151}
1470306746959: 	moved	image-55	to	{"x":566,"y":154}
1470306746967: 	moved	image-55	to	{"x":565,"y":157}
1470306746975: 	moved	image-55	to	{"x":564,"y":160}
1470306746984: 	moved	image-55	to	{"x":562,"y":164}
1470306746992: 	moved	image-55	to	{"x":561,"y":167}
1470306747000: 	moved	image-55	to	{"x":560,"y":171}
1470306747008: 	moved	image-55	to	{"x":559,"y":174}
1470306747017: 	moved	image-55	to	{"x":558,"y":178}
1470306747026: 	moved	image-55	to	{"x":557,"y":181}
1470306747034: 	moved	image-55	to	{"x":556,"y":184}
1470306747043: 	moved	image-55	to	{"x":555,"y":188}
1470306747051: 	moved	image-55	to	{"x":554,"y":191}
1470306747058: 	moved	image-55	to	{"x":553,"y":194}
1470306747067: 	moved	image-55	to	{"x":553,"y":195}
1470306747076: 	moved	image-55	to	{"x":552,"y":197}
1470306747081: 	moved	content	to	{"x":552,"y":197}
1470306747085: 	moved	content	to	{"x":552,"y":197}
1470306747091: 	moved	content	to	{"x":552,"y":197}
1470306747100: 	moved	content	to	{"x":552,"y":197}
1470306747109: 	moved	content	to	{"x":552,"y":197}
1470306747117: 	moved	content	to	{"x":552,"y":197}
1470306747125: 	moved	content	to	{"x":552,"y":197}
1470306747135: 	moved	content	to	{"x":552,"y":197}
1470306747143: 	moved	content	to	{"x":552,"y":197}
1470306750147: 	start moving	image-64	from	{"x":55,"y":96}
1470306750761: 	start moving	image-64	from	{"x":68,"y":99}
1470306750859: 	moved	image-64	to	{"x":1137,"y":538}
1470306750867: 	moved	image-64	to	{"x":1131,"y":537}
1470306750875: 	moved	image-64	to	{"x":1125,"y":536}
1470306750883: 	moved	image-64	to	{"x":1119,"y":535}
1470306750892: 	moved	image-64	to	{"x":1112,"y":533}
1470306750900: 	moved	image-64	to	{"x":1105,"y":532}
1470306750909: 	moved	image-64	to	{"x":1099,"y":531}
1470306750917: 	moved	image-64	to	{"x":1092,"y":530}
1470306750926: 	moved	image-64	to	{"x":1086,"y":529}
1470306750933: 	moved	image-64	to	{"x":1080,"y":529}
1470306750942: 	moved	image-64	to	{"x":1074,"y":528}
1470306750949: 	moved	image-64	to	{"x":1070,"y":528}
1470306750958: 	moved	image-64	to	{"x":1066,"y":527}
1470306750967: 	moved	image-64	to	{"x":1061,"y":527}
1470306750976: 	moved	image-64	to	{"x":1057,"y":527}
1470306750983: 	moved	image-64	to	{"x":1053,"y":527}
1470306750992: 	moved	image-64	to	{"x":1050,"y":527}
1470306751000: 	moved	image-64	to	{"x":1046,"y":527}
1470306751008: 	moved	image-64	to	{"x":1044,"y":527}
