1470306741072: 	acted on	innerText
1470306741191: 	sub-instrument	start	mover	true
1470306751017: 	moved	image-64	to	{"x":1041,"y":527}
1470306751026: 	moved	image-64	to	{"x":1040,"y":527}
1470306751033: 	moved	image-64	to	{"x":1037,"y":528}
1470306751043: 	moved	image-64	to	{"x":1036,"y":528}
1470306751049: 	moved	image-64	to	{"x":1034,"y":529}
1470306751058: 	moved	image-64	to	{"x":1033,"y":529}
1470306751067: 	moved	image-64	to	{"x":1031,"y":530}
1470306751074: 	moved	image-64	to	{"x":1030,"y":530}
1470306751083: 	moved	image-64	to	{"x":1029,"y":531}
1470306751093: 	moved	image-64	to	{"x":1027,"y":532}
1470306751099: 	moved	image-64	to	{"x":1025,"y":532}
1470306751107: 	moved	image-64	to	{"x":1024,"y":533}
1470306751116: 	moved	image-64	to	{"x":1021,"y":534}
1470306751124: 	moved	image-64	to	{"x":1020,"y":535}
1470306751133: 	moved	image-64	to	{"x":1018,"y":536}
1470306751142: 	moved	image-64	to	{"x":1017,"y":537}
1470306751149: 	moved	image-64	to	{"x":1016,"y":537}
1470306751158: 	moved	image-64	to	{"x":1015,"y":538}
1470306751167: 	moved	image-64	to	{"x":1014,"y":539}
1470306751174: 	moved	image-64	to	{"x":1012,"y":540}
1470306751182: 	moved	image-64	to	{"x":1011,"y":541}
1470306751192: 	moved	image-64	to	{"x":1009,"y":541}
1470306751200: 	moved	image-64	to	{"x":1008,"y":542}
1470306751217: 	moved	image-64	to	{"x":1007,"y":543}
1470306751224: 	moved	image-64	to	{"x":1006,"y":543}
1470306751234: 	moved	image-64	to	{"x":1005,"y":543}
1470306751241: 	moved	image-64	to	{"x":1004,"y":543}
1470306751250: 	moved	image-64	to	{"x":1003,"y":543}
1470306751258: 	moved	image-64	to	{"x":1002,"y":543}
1470306751267: 	moved	image-64	to	{"x":999,"y":543}
1470306751275: 	moved	image-64	to	{"x":995,"y":541}
1470306751283: 	moved	image-64	to	{"x":990,"y":538}
1470306751291: 	moved	image-64	to	{"x":985,"y":536}
1470306751300: 	moved	image-64	to	{"x":979,"y":533}
1470306751307: 	moved	image-64	to	{"x":973,"y":529}
1470306751317: 	moved	image-64	to	{"x":965,"y":525}
1470306751324: 	moved	image-64	to	{"x":956,"y":521}
1470306751332: 	moved	image-64	to	{"x":949,"y":516}
1470306751342: 	moved	image-64	to	{"x":939,"y":512}
1470306751349: 	moved	image-64	to	{"x":927,"y":506}
1470306751357: 	moved	image-64	to	{"x":916,"y":502}
1470306751368: 	moved	image-64	to	{"x":908,"y":498}
1470306751374: 	moved	image-64	to	{"x":897,"y":493}
1470306751382: 	moved	image-64	to	{"x":886,"y":489}
1470306751392: 	moved	image-64	to	{"x":874,"y":483}
1470306751399: 	moved	image-64	to	{"x":862,"y":477}
1470306751407: 	moved	image-64	to	{"x":851,"y":473}
1470306751417: 	moved	image-64	to	{"x":840,"y":467}
1470306751425: 	moved	image-64	to	{"x":829,"y":462}
1470306751433: 	moved	image-64	to	{"x":818,"y":457}
1470306751441: 	moved	image-64	to	{"x":803,"y":455}
1470306751449: 	moved	image-64	to	{"x":792,"y":449}
1470306751458: 	moved	image-64	to	{"x":779,"y":445}
1470306751466: 	moved	image-64	to	{"x":767,"y":440}
1470306751474: 	moved	image-64	to	{"x":754,"y":436}
1470306751484: 	moved	image-64	to	{"x":741,"y":432}
1470306751491: 	moved	image-64	to	{"x":728,"y":428}
1470306751499: 	moved	image-64	to	{"x":715,"y":424}
1470306751508: 	moved	image-64	to	{"x":702,"y":421}
1470306751516: 	moved	image-64	to	{"x":689,"y":419}
1470306751524: 	moved	image-64	to	{"x":675,"y":417}
1470306751533: 	moved	image-64	to	{"x":662,"y":415}
1470306751541: 	moved	image-64	to	{"x":649,"y":413}
1470306751549: 	moved	image-64	to	{"x":636,"y":412}
1470306751558: 	moved	image-64	to	{"x":625,"y":411}
1470306751566: 	moved	image-64	to	{"x":612,"y":410}
1470306751575: 	moved	image-64	to	{"x":598,"y":410}
1470306751583: 	moved	image-64	to	{"x":585,"y":410}
1470306751591: 	moved	image-64	to	{"x":573,"y":410}
1470306751599: 	moved	image-64	to	{"x":560,"y":410}
1470306751608: 	moved	image-64	to	{"x":548,"y":411}
1470306751616: 	moved	image-64	to	{"x":536,"y":412}
1470306751625: 	moved	image-64	to	{"x":523,"y":415}
1470306751634: 	moved	image-64	to	{"x":513,"y":415}
1470306751641: 	moved	image-64	to	{"x":500,"y":417}
1470306751649: 	moved	image-64	to	{"x":489,"y":419}
1470306751658: 	moved	image-64	to	{"x":481,"y":420}
1470306751666: 	moved	image-64	to	{"x":471,"y":422}
1470306751675: 	moved	image-64	to	{"x":461,"y":424}
1470306751683: 	moved	image-64	to	{"x":449,"y":427}
1470306751691: 	moved	image-64	to	{"x":440,"y":429}
1470306751700: 	moved	image-64	to	{"x":431,"y":431}
1470306751711: 	moved	image-64	to	{"x":422,"y":433}
1470306751717: 	moved	image-64	to	{"x":412,"y":436}
1470306751725: 	moved	image-64	to	{"x":405,"y":438}
1470306751733: 	moved	image-64	to	{"x":395,"y":441}
1470306751741: 	moved	image-64	to	{"x":388,"y":444}
1470306751749: 	moved	image-64	to	{"x":379,"y":447}
1470306751758: 	moved	image-64	to	{"x":370,"y":449}
1470306751766: 	moved	image-64	to	{"x":364,"y":451}
1470306751774: 	moved	image-64	to	{"x":357,"y":452}
1470306751782: 	moved	image-64	to	{"x":350,"y":454}
1470306751791: 	moved	image-64	to	{"x":344,"y":455}
1470306751800: 	moved	image-64	to	{"x":340,"y":457}
1470306751808: 	moved	image-64	to	{"x":334,"y":458}
1470306751816: 	moved	image-64	to	{"x":329,"y":459}
1470306751824: 	moved	image-64	to	{"x":323,"y":460}
1470306751833: 	moved	image-64	to	{"x":319,"y":461}
1470306751841: 	moved	image-64	to	{"x":315,"y":462}
1470306751850: 	moved	image-64	to	{"x":309,"y":463}
1470306751858: 	moved	image-64	to	{"x":303,"y":465}
1470306751866: 	moved	image-64	to	{"x":300,"y":466}
1470306751874: 	moved	image-64	to	{"x":297,"y":467}
1470306751883: 	moved	image-64	to	{"x":294,"y":468}
1470306751891: 	moved	image-64	to	{"x":292,"y":468}
1470306751899: 	moved	image-64	to	{"x":290,"y":468}
1470306751908: 	moved	image-64	to	{"x":288,"y":468}
1470306751916: 	moved	image-64	to	{"x":286,"y":468}
1470306751924: 	moved	image-64	to	{"x":285,"y":468}
1470306751933: 	moved	image-64	to	{"x":283,"y":468}
1470306751941: 	moved	image-64	to	{"x":282,"y":468}
1470306751949: 	moved	image-64	to	{"x":281,"y":468}
1470306751958: 	moved	image-64	to	{"x":280,"y":468}
1470306751966: 	moved	image-64	to	{"x":280,"y":467}
1470306751974: 	moved	image-64	to	{"x":279,"y":467}
1470306751991: 	moved	image-64	to	{"x":278,"y":467}
1470306752034: 	moved	image-64	to	{"x":277,"y":467}
1470306752192: 	moved	image-64	to	{"x":276,"y":467}
1470306752611: 	start moving	image-55	from	{"x":78,"y":95}
1470306753112: 	start moving	image-55	from	{"x":97,"y":69}
1470306753202: 	moved	image-55	to	{"x":574,"y":198}
1470306753209: 	moved	image-55	to	{"x":572,"y":202}
1470306753218: 	moved	image-55	to	{"x":570,"y":206}
1470306753225: 	moved	image-55	to	{"x":568,"y":210}
1470306753234: 	moved	image-55	to	{"x":565,"y":215}
1470306753243: 	moved	image-55	to	{"x":563,"y":219}
1470306753250: 	moved	image-55	to	{"x":561,"y":224}
1470306753259: 	moved	image-55	to	{"x":559,"y":229}
1470306753267: 	moved	image-55	to	{"x":556,"y":234}
1470306753275: 	moved	image-55	to	{"x":554,"y":240}
1470306753284: 	moved	image-55	to	{"x":552,"y":246}
1470306753294: 	moved	image-55	to	{"x":549,"y":252}
1470306753302: 	moved	image-55	to	{"x":547,"y":258}
1470306753310: 	moved	image-55	to	{"x":546,"y":265}
1470306753317: 	moved	image-55	to	{"x":543,"y":273}
1470306753325: 	moved	image-55	to	{"x":542,"y":278}
1470306753335: 	moved	image-55	to	{"x":541,"y":284}
1470306753342: 	moved	image-55	to	{"x":539,"y":292}
1470306753350: 	moved	image-55	to	{"x":538,"y":298}
1470306753359: 	moved	image-55	to	{"x":537,"y":305}
1470306753366: 	moved	image-55	to	{"x":535,"y":313}
1470306753374: 	moved	image-55	to	{"x":534,"y":318}
1470306753385: 	moved	image-55	to	{"x":532,"y":324}
1470306753392: 	moved	image-55	to	{"x":531,"y":331}
1470306753400: 	moved	image-55	to	{"x":529,"y":338}
1470306753409: 	moved	image-55	to	{"x":528,"y":345}
1470306753417: 	moved	image-55	to	{"x":526,"y":352}
1470306753425: 	moved	image-55	to	{"x":525,"y":358}
1470306753434: 	moved	image-55	to	{"x":524,"y":365}
1470306753442: 	moved	image-55	to	{"x":523,"y":371}
1470306753450: 	moved	image-55	to	{"x":521,"y":377}
1470306753458: 	moved	image-55	to	{"x":520,"y":383}
1470306753467: 	moved	image-55	to	{"x":520,"y":389}
1470306753475: 	moved	image-55	to	{"x":519,"y":396}
1470306753484: 	moved	image-55	to	{"x":518,"y":402}
1470306753492: 	moved	image-55	to	{"x":517,"y":407}
1470306753500: 	moved	image-55	to	{"x":517,"y":412}
1470306753509: 	moved	image-55	to	{"x":516,"y":417}
1470306753517: 	moved	image-55	to	{"x":517,"y":420}
1470306753525: 	moved	image-55	to	{"x":517,"y":423}
1470306753534: 	moved	image-55	to	{"x":517,"y":427}
1470306753542: 	moved	image-55	to	{"x":518,"y":430}
1470306753549: 	moved	image-55	to	{"x":518,"y":433}
1470306753558: 	moved	image-55	to	{"x":519,"y":436}
1470306753567: 	moved	image-55	to	{"x":519,"y":438}
1470306753575: 	moved	image-55	to	{"x":520,"y":440}
1470306753584: 	moved	image-55	to	{"x":520,"y":442}
1470306753592: 	moved	image-55	to	{"x":521,"y":444}
1470306753599: 	moved	image-55	to	{"x":521,"y":446}
1470306753609: 	moved	image-55	to	{"x":522,"y":447}
1470306753617: 	moved	image-55	to	{"x":522,"y":448}
1470306753625: 	moved	image-55	to	{"x":523,"y":449}
1470306753643: 	moved	image-55	to	{"x":524,"y":450}
1470306753660: 	moved	image-55	to	{"x":524,"y":451}
1470306753718: 	moved	image-55	to	{"x":524,"y":452}
1470306753885: 	moved	image-55	to	{"x":524,"y":453}
1470306754010: 	moved	image-55	to	{"x":525,"y":453}
1470306754026: 	moved	image-55	to	{"x":530,"y":453}
1470306754034: 	moved	image-55	to	{"x":534,"y":453}
1470306754042: 	moved	image-55	to	{"x":538,"y":453}
1470306754050: 	moved	image-55	to	{"x":542,"y":453}
1470306754059: 	moved	image-55	to	{"x":546,"y":453}
1470306754077: 	moved	image-55	to	{"x":550,"y":453}
1470306754082: 	moved	image-55	to	{"x":554,"y":453}
1470306754086: 	moved	image-55	to	{"x":558,"y":454}
1470306754093: 	moved	image-55	to	{"x":562,"y":453}
1470306754099: 	moved	image-55	to	{"x":565,"y":453}
1470306754118: 	moved	image-55	to	{"x":569,"y":453}
1470306754122: 	moved	image-55	to	{"x":573,"y":454}
1470306754141: 	moved	image-55	to	{"x":579,"y":453}
1470306754145: 	moved	image-55	to	{"x":582,"y":453}
1470306754150: 	moved	image-55	to	{"x":585,"y":453}
1470306754168: 	moved	image-55	to	{"x":588,"y":454}
1470306754194: 	moved	image-55	to	{"x":595,"y":454}
1470306754200: 	moved	image-55	to	{"x":599,"y":455}
1470306754209: 	moved	image-55	to	{"x":600,"y":455}
1470306754217: 	moved	image-55	to	{"x":602,"y":456}
1470306754225: 	moved	image-55	to	{"x":603,"y":456}
1470306754233: 	moved	image-55	to	{"x":604,"y":456}
1470306754250: 	moved	image-55	to	{"x":605,"y":456}
1470306754267: 	moved	image-55	to	{"x":605,"y":457}
1470306754292: 	moved	image-55	to	{"x":606,"y":457}
1470306754637: 	start moving	image-24	from	{"x":79,"y":64}
1470306755045: 	start moving	image-24	from	{"x":81,"y":87}
1470306755092: 	moved	image-24	to	{"x":767,"y":470}
1470306755100: 	moved	image-24	to	{"x":771,"y":468}
1470306755109: 	moved	image-24	to	{"x":775,"y":464}
1470306755118: 	moved	image-24	to	{"x":780,"y":461}
1470306755125: 	moved	image-24	to	{"x":785,"y":457}
1470306755135: 	moved	image-24	to	{"x":791,"y":453}
1470306755142: 	moved	image-24	to	{"x":796,"y":449}
1470306755150: 	moved	image-24	to	{"x":803,"y":443}
1470306755159: 	moved	image-24	to	{"x":808,"y":439}
1470306755167: 	moved	image-24	to	{"x":814,"y":434}
1470306755175: 	moved	image-24	to	{"x":820,"y":430}
1470306755184: 	moved	image-24	to	{"x":827,"y":424}
1470306755192: 	moved	image-24	to	{"x":834,"y":419}
1470306755199: 	moved	image-24	to	{"x":840,"y":414}
1470306755209: 	moved	image-24	to	{"x":846,"y":408}
1470306755217: 	moved	image-24	to	{"x":855,"y":400}
1470306755225: 	moved	image-24	to	{"x":858,"y":397}
1470306755233: 	moved	image-24	to	{"x":864,"y":391}
1470306755241: 	moved	image-24	to	{"x":869,"y":386}
1470306755250: 	moved	image-24	to	{"x":874,"y":380}
1470306755259: 	moved	image-24	to	{"x":878,"y":375}
1470306755266: 	moved	image-24	to	{"x":883,"y":370}
1470306755274: 	moved	image-24	to	{"x":887,"y":365}
1470306755284: 	moved	image-24	to	{"x":891,"y":360}
1470306755291: 	moved	image-24	to	{"x":894,"y":355}
1470306755303: 	moved	image-24	to	{"x":896,"y":352}
1470306755310: 	moved	image-24	to	{"x":899,"y":347}
1470306755316: 	moved	image-24	to	{"x":902,"y":342}
1470306755324: 	moved	image-24	to	{"x":904,"y":338}
1470306755333: 	moved	image-24	to	{"x":905,"y":335}
1470306755343: 	moved	image-24	to	{"x":905,"y":332}
1470306755350: 	moved	image-24	to	{"x":906,"y":329}
1470306755358: 	moved	image-24	to	{"x":907,"y":326}
1470306755367: 	moved	image-24	to	{"x":907,"y":324}
1470306755374: 	moved	image-24	to	{"x":907,"y":321}
1470306755383: 	moved	image-24	to	{"x":907,"y":319}
1470306755392: 	moved	image-24	to	{"x":907,"y":316}
1470306755399: 	moved	image-24	to	{"x":907,"y":314}
1470306755408: 	moved	image-24	to	{"x":907,"y":312}
1470306755416: 	moved	image-24	to	{"x":906,"y":311}
1470306755424: 	moved	image-24	to	{"x":906,"y":310}
1470306755433: 	moved	image-24	to	{"x":905,"y":309}
1470306755827: 	start moving	image-55	from	{"x":116,"y":68}
1470306756370: 	start moving	image-55	from	{"x":102,"y":86}
1470306756434: 	moved	image-55	to	{"x":607,"y":456}
1470306756441: 	moved	image-55	to	{"x":607,"y":452}
1470306756451: 	moved	image-55	to	{"x":607,"y":448}
1470306756459: 	moved	image-55	to	{"x":608,"y":444}
1470306756467: 	moved	image-55	to	{"x":608,"y":439}
1470306756476: 	moved	image-55	to	{"x":609,"y":434}
1470306756484: 	moved	image-55	to	{"x":610,"y":430}
1470306756493: 	moved	image-55	to	{"x":611,"y":425}
1470306756500: 	moved	image-55	to	{"x":612,"y":419}
1470306756509: 	moved	image-55	to	{"x":613,"y":413}
1470306756516: 	moved	image-55	to	{"x":614,"y":407}
1470306756525: 	moved	image-55	to	{"x":615,"y":401}
1470306756534: 	moved	image-55	to	{"x":616,"y":395}
1470306756541: 	moved	image-55	to	{"x":617,"y":389}
1470306756551: 	moved	image-55	to	{"x":618,"y":383}
1470306756559: 	moved	image-55	to	{"x":619,"y":378}
1470306756566: 	moved	image-55	to	{"x":619,"y":372}
1470306756575: 	moved	image-55	to	{"x":621,"y":365}
1470306756583: 	moved	image-55	to	{"x":622,"y":359}
1470306756592: 	moved	image-55	to	{"x":622,"y":353}
1470306756600: 	moved	image-55	to	{"x":623,"y":348}
1470306756608: 	moved	image-55	to	{"x":624,"y":342}
1470306756616: 	moved	image-55	to	{"x":625,"y":336}
1470306756625: 	moved	image-55	to	{"x":625,"y":330}
1470306756633: 	moved	image-55	to	{"x":626,"y":325}
1470306756641: 	moved	image-55	to	{"x":625,"y":319}
1470306756650: 	moved	image-55	to	{"x":626,"y":313}
1470306756658: 	moved	image-55	to	{"x":626,"y":308}
1470306756666: 	moved	image-55	to	{"x":626,"y":302}
1470306756676: 	moved	image-55	to	{"x":626,"y":297}
1470306756683: 	moved	image-55	to	{"x":626,"y":292}
1470306756691: 	moved	image-55	to	{"x":625,"y":287}
1470306756700: 	moved	image-55	to	{"x":625,"y":283}
1470306756708: 	moved	image-55	to	{"x":625,"y":278}
1470306756716: 	moved	image-55	to	{"x":625,"y":274}
1470306756725: 	moved	image-55	to	{"x":624,"y":269}
1470306756733: 	moved	image-55	to	{"x":624,"y":264}
1470306756742: 	moved	image-55	to	{"x":623,"y":262}
1470306756750: 	moved	image-55	to	{"x":623,"y":258}
1470306756758: 	moved	image-55	to	{"x":622,"y":254}
1470306756767: 	moved	image-55	to	{"x":621,"y":251}
1470306756775: 	moved	image-55	to	{"x":621,"y":247}
1470306756783: 	moved	image-55	to	{"x":620,"y":244}
1470306756791: 	moved	image-55	to	{"x":620,"y":242}
1470306756800: 	moved	image-55	to	{"x":619,"y":239}
1470306756808: 	moved	image-55	to	{"x":619,"y":237}
1470306756816: 	moved	image-55	to	{"x":619,"y":236}
1470306756826: 	moved	image-55	to	{"x":618,"y":234}
1470306756833: 	moved	image-55	to	{"x":618,"y":233}
1470306756841: 	moved	image-55	to	{"x":618,"y":232}
1470306756859: 	moved	image-55	to	{"x":619,"y":231}
1470306757237: 	start moving	image-24	from	{"x":82,"y":79}
1470306757628: 	start moving	image-24	from	{"x":88,"y":91}
1470306757717: 	moved	image-24	to	{"x":915,"y":331}
1470306757726: 	moved	image-24	to	{"x":916,"y":334}
1470306757733: 	moved	image-24	to	{"x":916,"y":339}
1470306757741: 	moved	image-24	to	{"x":916,"y":343}
1470306757750: 	moved	image-24	to	{"x":916,"y":347}
1470306757760: 	moved	image-24	to	{"x":916,"y":354}
1470306757767: 	moved	image-24	to	{"x":917,"y":359}
1470306757775: 	moved	image-24	to	{"x":917,"y":364}
1470306757783: 	moved	image-24	to	{"x":916,"y":370}
1470306757791: 	moved	image-24	to	{"x":917,"y":375}
1470306757800: 	moved	image-24	to	{"x":917,"y":380}
1470306757809: 	moved	image-24	to	{"x":917,"y":385}
1470306757816: 	moved	image-24	to	{"x":917,"y":389}
1470306757825: 	moved	image-24	to	{"x":918,"y":396}
1470306757833: 	moved	image-24	to	{"x":918,"y":401}
1470306757841: 	moved	image-24	to	{"x":919,"y":405}
1470306757850: 	moved	image-24	to	{"x":920,"y":410}
1470306757858: 	moved	image-24	to	{"x":920,"y":415}
1470306757866: 	moved	image-24	to	{"x":921,"y":419}
1470306757875: 	moved	image-24	to	{"x":922,"y":423}
1470306757883: 	moved	image-24	to	{"x":922,"y":427}
1470306757891: 	moved	image-24	to	{"x":923,"y":433}
1470306757900: 	moved	image-24	to	{"x":923,"y":438}
1470306757908: 	moved	image-24	to	{"x":924,"y":441}
1470306757917: 	moved	image-24	to	{"x":924,"y":446}
1470306757926: 	moved	image-24	to	{"x":925,"y":449}
1470306757933: 	moved	image-24	to	{"x":926,"y":453}
1470306757941: 	moved	image-24	to	{"x":926,"y":456}
1470306757951: 	moved	image-24	to	{"x":927,"y":459}
1470306757959: 	moved	image-24	to	{"x":927,"y":463}
1470306757967: 	moved	image-24	to	{"x":928,"y":466}
1470306757975: 	moved	image-24	to	{"x":928,"y":470}
1470306757983: 	moved	image-24	to	{"x":929,"y":474}
1470306757991: 	moved	image-24	to	{"x":929,"y":477}
1470306758000: 	moved	image-24	to	{"x":930,"y":480}
1470306758008: 	moved	image-24	to	{"x":930,"y":483}
1470306758016: 	moved	image-24	to	{"x":931,"y":485}
1470306758025: 	moved	image-24	to	{"x":931,"y":486}
1470306758033: 	moved	image-24	to	{"x":931,"y":488}
1470306758041: 	moved	image-24	to	{"x":932,"y":490}
1470306758050: 	moved	image-24	to	{"x":932,"y":491}
1470306758057: 	moved	image-24	to	{"x":932,"y":493}
1470306758066: 	moved	image-24	to	{"x":932,"y":495}
1470306758075: 	moved	image-24	to	{"x":933,"y":496}
1470306758083: 	moved	image-24	to	{"x":933,"y":497}
1470306758092: 	moved	image-24	to	{"x":933,"y":498}
1470306758100: 	moved	image-24	to	{"x":933,"y":499}
1470306758108: 	moved	image-24	to	{"x":933,"y":500}
1470306758116: 	moved	image-24	to	{"x":933,"y":501}
1470306758133: 	moved	image-24	to	{"x":934,"y":502}
1470306758140: 	moved	image-24	to	{"x":934,"y":503}
1470306758152: 	moved	image-24	to	{"x":934,"y":504}
1470306758158: 	moved	image-24	to	{"x":935,"y":505}
1470306759087: 	start moving	image-53	from	{"x":53,"y":120}
1470306759486: 	start moving	image-53	from	{"x":98,"y":88}
1470306759551: 	moved	image-53	to	{"x":1142,"y":119}
1470306759559: 	moved	image-53	to	{"x":1136,"y":122}
1470306759567: 	moved	image-53	to	{"x":1130,"y":124}
1470306759575: 	moved	image-53	to	{"x":1124,"y":127}
1470306759583: 	moved	image-53	to	{"x":1118,"y":130}
1470306759591: 	moved	image-53	to	{"x":1110,"y":135}
1470306759600: 	moved	image-53	to	{"x":1103,"y":139}
1470306759608: 	moved	image-53	to	{"x":1093,"y":145}
1470306759616: 	moved	image-53	to	{"x":1086,"y":148}
1470306759625: 	moved	image-53	to	{"x":1077,"y":153}
1470306759633: 	moved	image-53	to	{"x":1067,"y":158}
1470306759641: 	moved	image-53	to	{"x":1055,"y":166}
1470306759650: 	moved	image-53	to	{"x":1044,"y":174}
1470306759658: 	moved	image-53	to	{"x":1033,"y":181}
1470306759666: 	moved	image-53	to	{"x":1022,"y":188}
1470306759675: 	moved	image-53	to	{"x":1009,"y":195}
1470306759683: 	moved	image-53	to	{"x":996,"y":203}
1470306759691: 	moved	image-53	to	{"x":983,"y":213}
