1470131249417	2016-08-02 11-47-29.417
1470133899757	2016-08-02 12-31-39.757	acted	on	innerText
1470133899903	2016-08-02 12-31-39.903	sub-instrument	start	mover	true
1470133899904	2016-08-02 12-31-39.904	activate	mover
1470133901394	2016-08-02 12-31-41.394	acted	on	image-48
1470133901398	2016-08-02 12-31-41.398	action	mover	image-48	{"x":1181,"y":522}
1470133901403	2016-08-02 12-31-41.403	start	moving	image-48	from	{"x":82,"y":90}
1470133901466	2016-08-02 12-31-41.466	action	mover	image-48	{"x":1165,"y":522}
1470133901468	2016-08-02 12-31-41.468	moved	image-48	to	{"x":1165,"y":522}
1470133901476	2016-08-02 12-31-41.476	action	mover	image-48	{"x":1160,"y":523}
1470133901477	2016-08-02 12-31-41.477	moved	image-48	to	{"x":1160,"y":523}
1470133901483	2016-08-02 12-31-41.483	action	mover	image-48	{"x":1155,"y":523}
1470133901484	2016-08-02 12-31-41.484	moved	image-48	to	{"x":1155,"y":523}
1470133901491	2016-08-02 12-31-41.491	action	mover	image-48	{"x":1151,"y":524}
1470133901492	2016-08-02 12-31-41.492	moved	image-48	to	{"x":1151,"y":524}
1470133901500	2016-08-02 12-31-41.500	action	mover	image-48	{"x":1147,"y":524}
1470133901501	2016-08-02 12-31-41.501	moved	image-48	to	{"x":1147,"y":524}
1470133901508	2016-08-02 12-31-41.508	action	mover	image-48	{"x":1142,"y":524}
1470133901509	2016-08-02 12-31-41.509	moved	image-48	to	{"x":1142,"y":524}
1470133901516	2016-08-02 12-31-41.516	action	mover	image-48	{"x":1138,"y":525}
1470133901527	2016-08-02 12-31-41.527	action	mover	image-48	{"x":1133,"y":526}
1470133901528	2016-08-02 12-31-41.528	moved	image-48	to	{"x":1133,"y":526}
1470133901533	2016-08-02 12-31-41.533	action	mover	image-48	{"x":1128,"y":526}
1470133901534	2016-08-02 12-31-41.534	moved	image-48	to	{"x":1128,"y":526}
1470133901541	2016-08-02 12-31-41.541	action	mover	image-48	{"x":1124,"y":527}
1470133901542	2016-08-02 12-31-41.542	moved	image-48	to	{"x":1124,"y":527}
1470133901550	2016-08-02 12-31-41.550	action	mover	image-48	{"x":1119,"y":528}
1470133901551	2016-08-02 12-31-41.551	moved	image-48	to	{"x":1119,"y":528}
1470133901558	2016-08-02 12-31-41.558	action	mover	image-48	{"x":1115,"y":528}
1470133901559	2016-08-02 12-31-41.559	moved	image-48	to	{"x":1115,"y":528}
1470133901567	2016-08-02 12-31-41.567	action	mover	image-48	{"x":1110,"y":529}
1470133901568	2016-08-02 12-31-41.568	moved	image-48	to	{"x":1110,"y":529}
1470133901575	2016-08-02 12-31-41.575	action	mover	image-48	{"x":1107,"y":529}
1470133901576	2016-08-02 12-31-41.576	moved	image-48	to	{"x":1107,"y":529}
1470133901583	2016-08-02 12-31-41.583	action	mover	image-48	{"x":1103,"y":531}
