1470055422706: 	acted on	innerText
1470055422812: 	sub-instrument	start	draw	true
1470055422814: 	activate	draw
1470055424031: 	draw	image-5	{"x":34,"y":76}
1470055424145: 	draw	image-5	{"x":34,"y":95}
1470055424153: 	draw	image-5	{"x":36,"y":98}
1470055424161: 	draw	image-5	{"x":38,"y":100}
1470055424170: 	draw	image-5	{"x":40,"y":102}
1470055424177: 	draw	image-5	{"x":43,"y":103}
1470055424187: 	draw	image-5	{"x":45,"y":104}
1470055424195: 	draw	image-5	{"x":47,"y":104}
1470055424203: 	draw	image-5	{"x":49,"y":103}
1470055424216: 	draw	image-5	{"x":51,"y":102}
1470055424228: 	draw	image-5	{"x":56,"y":94}
1470055424237: 	draw	image-5	{"x":56,"y":90}
1470055424261: 	draw	image-5	{"x":56,"y":86}
1470055424269: 	draw	image-5	{"x":55,"y":73}
1470055424278: 	draw	image-5	{"x":54,"y":69}
1470055424286: 	draw	image-5	{"x":52,"y":66}
1470055424295: 	draw	image-5	{"x":51,"y":64}
1470055424302: 	draw	image-5	{"x":50,"y":62}
1470055424312: 	draw	image-5	{"x":49,"y":62}
1470055424319: 	draw	image-5	{"x":48,"y":61}
1470055424337: 	draw	image-5	{"x":47,"y":61}
1470055424344: 	draw	image-5	{"x":45,"y":61}
1470055424353: 	draw	image-5	{"x":41,"y":66}
1470055424361: 	draw	image-5	{"x":38,"y":71}
1470055424370: 	draw	image-5	{"x":37,"y":76}
1470055424378: 	draw	image-5	{"x":35,"y":79}
1470055424393: 	draw	image-5	{"x":34,"y":83}
1470055424402: 	draw	image-5	{"x":34,"y":90}
1470055424412: 	draw	image-5	{"x":35,"y":93}
1470055424419: 	draw	image-5	{"x":36,"y":96}
1470055424428: 	draw	image-5	{"x":36,"y":97}
1470055424436: 	draw	image-5	{"x":37,"y":98}
1470055424445: 	draw	image-5	{"x":38,"y":99}
1470055424452: 	draw	image-5	{"x":39,"y":100}
1470055424465: 	draw	image-5	{"x":41,"y":100}
1470055424471: 	draw	image-5	{"x":43,"y":100}
1470055424479: 	draw	image-5	{"x":47,"y":99}
1470055424487: 	draw	image-5	{"x":49,"y":96}
1470055424494: 	draw	image-5	{"x":52,"y":92}
1470055424511: 	draw	image-5	{"x":54,"y":84}
1470055424519: 	draw	image-5	{"x":55,"y":80}
1470055424528: 	draw	image-5	{"x":55,"y":76}
1470055424537: 	draw	image-5	{"x":54,"y":72}
1470055424545: 	draw	image-5	{"x":53,"y":69}
1470055424552: 	draw	image-5	{"x":52,"y":67}
1470055424562: 	draw	image-5	{"x":50,"y":65}
1470055424569: 	draw	image-5	{"x":48,"y":64}
1470055424578: 	draw	image-5	{"x":46,"y":63}
1470055424587: 	draw	image-5	{"x":43,"y":62}
1470055424594: 	draw	image-5	{"x":41,"y":62}
1470055424602: 	draw	image-5	{"x":37,"y":64}
1470055424612: 	draw	image-5	{"x":35,"y":66}
1470055424619: 	draw	image-5	{"x":32,"y":69}
1470055424627: 	draw	image-5	{"x":29,"y":74}
1470055424637: 	draw	image-5	{"x":27,"y":78}
1470055424644: 	draw	image-5	{"x":27,"y":80}
1470055424653: 	draw	image-5	{"x":27,"y":83}
1470055424661: 	draw	image-5	{"x":27,"y":85}
1470055424669: 	draw	image-5	{"x":28,"y":87}
1470055424679: 	draw	image-5	{"x":29,"y":89}
1470055424686: 	draw	image-5	{"x":31,"y":91}
1470055424694: 	draw	image-5	{"x":34,"y":92}
1470055424847: 	draw	image-5	{"x":73,"y":108}
1470055424929: 	draw	image-5	{"x":90,"y":111}
1470055424936: 	draw	image-5	{"x":93,"y":110}
1470055424945: 	draw	image-5	{"x":96,"y":108}
1470055424954: 	draw	image-5	{"x":98,"y":106}
1470055424961: 	draw	image-5	{"x":99,"y":104}
1470055424970: 	draw	image-5	{"x":99,"y":102}
1470055424979: 	draw	image-5	{"x":99,"y":101}
1470055424988: 	draw	image-5	{"x":99,"y":100}
1470055425004: 	draw	image-5	{"x":96,"y":95}
1470055424994: 	draw	image-5	{"x":98,"y":97}
1470055425011: 	draw	image-5	{"x":94,"y":92}
1470055425019: 	draw	image-5	{"x":91,"y":91}
1470055425028: 	draw	image-5	{"x":89,"y":89}
1470055425042: 	draw	image-5	{"x":85,"y":89}
1470055425046: 	draw	image-5	{"x":83,"y":89}
1470055425053: 	draw	image-5	{"x":80,"y":89}
1470055425062: 	draw	image-5	{"x":77,"y":90}
1470055425069: 	draw	image-5	{"x":74,"y":93}
1470055425078: 	draw	image-5	{"x":71,"y":97}
1470055425087: 	draw	image-5	{"x":70,"y":100}
1470055425094: 	draw	image-5	{"x":68,"y":104}
1470055425104: 	draw	image-5	{"x":67,"y":109}
1470055425113: 	draw	image-5	{"x":67,"y":112}
1470055425119: 	draw	image-5	{"x":66,"y":116}
1470055425128: 	draw	image-5	{"x":67,"y":118}
1470055425138: 	draw	image-5	{"x":68,"y":120}
1470055425144: 	draw	image-5	{"x":68,"y":122}
1470055425153: 	draw	image-5	{"x":69,"y":123}
1470055425161: 	draw	image-5	{"x":70,"y":124}
1470055425169: 	draw	image-5	{"x":71,"y":125}
1470055425178: 	draw	image-5	{"x":72,"y":125}
1470055425186: 	draw	image-5	{"x":73,"y":126}
1470055425194: 	draw	image-5	{"x":75,"y":126}
1470055425204: 	draw	image-5	{"x":76,"y":125}
1470055425211: 	draw	image-5	{"x":79,"y":123}
1470055425219: 	draw	image-5	{"x":81,"y":120}
1470055425228: 	draw	image-5	{"x":82,"y":115}
1470055425236: 	draw	image-5	{"x":83,"y":110}
1470055425244: 	draw	image-5	{"x":83,"y":107}
1470055425254: 	draw	image-5	{"x":82,"y":103}
1470055425261: 	draw	image-5	{"x":82,"y":99}
1470055425275: 	draw	image-5	{"x":81,"y":96}
1470055425280: 	draw	image-5	{"x":79,"y":93}
1470055425287: 	draw	image-5	{"x":78,"y":91}
1470055425295: 	draw	image-5	{"x":77,"y":90}
1470055425303: 	draw	image-5	{"x":76,"y":89}
1470055425311: 	draw	image-5	{"x":74,"y":89}
1470055425319: 	draw	image-5	{"x":73,"y":89}
1470055425329: 	draw	image-5	{"x":71,"y":89}
1470055425337: 	draw	image-5	{"x":68,"y":92}
1470055425344: 	draw	image-5	{"x":66,"y":96}
1470055425354: 	draw	image-5	{"x":65,"y":99}
1470055425362: 	draw	image-5	{"x":65,"y":104}
1470055425370: 	draw	image-5	{"x":65,"y":107}
1470055425378: 	draw	image-5	{"x":65,"y":110}
1470055425386: 	draw	image-5	{"x":66,"y":113}
1470055425394: 	draw	image-5	{"x":68,"y":115}
1470055425404: 	draw	image-5	{"x":69,"y":117}
1470055425411: 	draw	image-5	{"x":72,"y":118}
1470055425419: 	draw	image-5	{"x":74,"y":119}
1470055425429: 	draw	image-5	{"x":78,"y":120}
1470055425438: 	draw	image-5	{"x":81,"y":120}
1470055425445: 	draw	image-5	{"x":85,"y":119}
1470055425453: 	draw	image-5	{"x":90,"y":115}
1470055426086: 	acted on	innerText
1470055426186: 	sub-instrument	stop	draw	false
1470055426186: 	deactivate	draw
1470055431254: 	acted on	sample
1470055432585: 	acted on	sample
1470055435220: 	acted on	sample
1470055437678: 	acted on	sample
1470055440836: 	acted on	sample
1470055442845: 	acted on	innerText
1470055442961: 	sub-instrument	start	draw	true
1470055442962: 	activate	draw
1470055443565: 	draw	image-5	{"x":74,"y":59}
1470055443680: 	draw	image-5	{"x":86,"y":46}
1470055443696: 	draw	image-5	{"x":90,"y":42}
1470055443703: 	draw	image-5	{"x":93,"y":40}
1470055443710: 	draw	image-5	{"x":95,"y":38}
1470055443721: 	draw	image-5	{"x":97,"y":36}
1470055443729: 	draw	image-5	{"x":99,"y":35}
1470055443736: 	draw	image-5	{"x":101,"y":33}
1470055443746: 	draw	image-5	{"x":103,"y":31}
1470055443753: 	draw	image-5	{"x":105,"y":30}
1470055443760: 	draw	image-5	{"x":107,"y":28}
1470055443770: 	draw	image-5	{"x":108,"y":27}
1470055443778: 	draw	image-5	{"x":109,"y":26}
1470055443786: 	draw	image-5	{"x":111,"y":25}
1470055443795: 	draw	image-5	{"x":112,"y":24}
1470055443803: 	draw	image-5	{"x":113,"y":23}
1470055443811: 	draw	image-5	{"x":114,"y":22}
1470055443829: 	draw	image-5	{"x":115,"y":22}
1470055443879: 	draw	image-5	{"x":116,"y":22}
1470055443894: 	draw	image-5	{"x":115,"y":23}
1470055443902: 	draw	image-5	{"x":115,"y":25}
1470055443911: 	draw	image-5	{"x":113,"y":30}
1470055443920: 	draw	image-5	{"x":111,"y":34}
1470055443928: 	draw	image-5	{"x":110,"y":37}
1470055443936: 	draw	image-5	{"x":108,"y":41}
1470055443945: 	draw	image-5	{"x":106,"y":44}
1470055443952: 	draw	image-5	{"x":105,"y":47}
1470055443960: 	draw	image-5	{"x":103,"y":51}
1470055443970: 	draw	image-5	{"x":102,"y":53}
1470055443979: 	draw	image-5	{"x":101,"y":56}
1470055443985: 	draw	image-5	{"x":100,"y":58}
1470055443995: 	draw	image-5	{"x":99,"y":61}
