1470648272418: 	acted on	innerText
1470648272584: 	sub-instrument	start	mover	true
1470648274722: 	moved	image-42	to	{"x":684,"y":249}
1470648274732: 	moved	image-42	to	{"x":671,"y":252}
1470648274741: 	moved	image-42	to	{"x":661,"y":254}
1470648274747: 	moved	image-42	to	{"x":651,"y":257}
1470648274762: 	moved	image-42	to	{"x":644,"y":258}
1470648274773: 	moved	image-42	to	{"x":624,"y":264}
1470648274783: 	moved	image-42	to	{"x":617,"y":265}
1470648274789: 	moved	image-42	to	{"x":606,"y":268}
1470648274798: 	moved	image-42	to	{"x":599,"y":271}
1470648274807: 	moved	image-42	to	{"x":589,"y":273}
1470648274815: 	moved	image-42	to	{"x":579,"y":277}
1470648274825: 	moved	image-42	to	{"x":571,"y":279}
1470648274832: 	moved	image-42	to	{"x":562,"y":283}
1470648274840: 	moved	image-42	to	{"x":553,"y":286}
1470648274848: 	moved	image-42	to	{"x":545,"y":288}
1470648274857: 	moved	image-42	to	{"x":536,"y":292}
1470648274865: 	moved	image-42	to	{"x":530,"y":295}
1470648274874: 	moved	image-42	to	{"x":522,"y":297}
1470648274882: 	moved	image-42	to	{"x":515,"y":301}
1470648274891: 	moved	image-42	to	{"x":509,"y":305}
1470648274898: 	moved	image-42	to	{"x":501,"y":309}
1470648274907: 	moved	image-42	to	{"x":495,"y":313}
1470648274916: 	moved	image-42	to	{"x":488,"y":318}
1470648274923: 	moved	image-42	to	{"x":482,"y":323}
1470648274932: 	moved	image-42	to	{"x":474,"y":329}
1470648274941: 	moved	image-42	to	{"x":468,"y":334}
1470648274948: 	moved	image-42	to	{"x":462,"y":340}
1470648274958: 	moved	image-42	to	{"x":457,"y":345}
1470648274965: 	moved	image-42	to	{"x":453,"y":349}
1470648274973: 	moved	image-42	to	{"x":448,"y":353}
1470648274982: 	moved	image-42	to	{"x":443,"y":356}
1470648274990: 	moved	image-42	to	{"x":439,"y":360}
1470648274998: 	moved	image-42	to	{"x":435,"y":363}
1470648275007: 	moved	image-42	to	{"x":431,"y":368}
1470648275015: 	moved	image-42	to	{"x":426,"y":372}
1470648275025: 	moved	image-42	to	{"x":422,"y":377}
1470648275033: 	moved	image-42	to	{"x":418,"y":381}
1470648275040: 	moved	image-42	to	{"x":413,"y":386}
1470648275048: 	moved	image-42	to	{"x":409,"y":390}
1470648275058: 	moved	image-42	to	{"x":405,"y":394}
1470648275065: 	moved	image-42	to	{"x":401,"y":398}
1470648275073: 	moved	image-42	to	{"x":397,"y":403}
1470648275082: 	moved	image-42	to	{"x":394,"y":408}
1470648275091: 	moved	image-42	to	{"x":390,"y":412}
1470648275098: 	moved	image-42	to	{"x":387,"y":414}
1470648275107: 	moved	image-42	to	{"x":383,"y":419}
1470648275115: 	moved	image-42	to	{"x":380,"y":424}
1470648275123: 	moved	image-42	to	{"x":376,"y":428}
1470648275132: 	moved	image-42	to	{"x":372,"y":432}
1470648275141: 	moved	image-42	to	{"x":369,"y":436}
1470648275148: 	moved	image-42	to	{"x":365,"y":440}
1470648275158: 	moved	image-42	to	{"x":362,"y":442}
1470648275166: 	moved	image-42	to	{"x":359,"y":445}
1470648275173: 	moved	image-42	to	{"x":355,"y":449}
1470648275182: 	moved	image-42	to	{"x":352,"y":451}
1470648275195: 	moved	image-42	to	{"x":349,"y":453}
1470648275208: 	moved	image-42	to	{"x":342,"y":459}
1470648275214: 	moved	image-42	to	{"x":339,"y":461}
1470648275224: 	moved	image-42	to	{"x":335,"y":464}
1470648275231: 	moved	image-42	to	{"x":333,"y":466}
1470648275240: 	moved	image-42	to	{"x":330,"y":468}
1470648275248: 	moved	image-42	to	{"x":327,"y":470}
1470648275257: 	moved	image-42	to	{"x":325,"y":472}
1470648275265: 	moved	image-42	to	{"x":324,"y":472}
1470648275272: 	moved	image-42	to	{"x":323,"y":473}
1470648275281: 	moved	image-42	to	{"x":321,"y":474}
1470648275290: 	moved	image-42	to	{"x":321,"y":475}
1470648275297: 	moved	image-42	to	{"x":320,"y":475}
1470648275307: 	moved	image-42	to	{"x":318,"y":477}
1470648275314: 	moved	image-42	to	{"x":317,"y":478}
1470648275322: 	moved	image-42	to	{"x":316,"y":480}
1470648275331: 	moved	image-42	to	{"x":314,"y":481}
1470648275339: 	moved	image-42	to	{"x":313,"y":483}
1470648275348: 	moved	image-42	to	{"x":312,"y":485}
1470648275356: 	moved	image-42	to	{"x":311,"y":487}
1470648275364: 	moved	image-42	to	{"x":310,"y":489}
1470648275373: 	moved	image-42	to	{"x":310,"y":491}
1470648275381: 	moved	image-42	to	{"x":309,"y":493}
1470648275389: 	moved	image-42	to	{"x":309,"y":494}
1470648275398: 	moved	image-42	to	{"x":309,"y":496}
1470648275407: 	moved	image-42	to	{"x":308,"y":497}
1470648275414: 	moved	image-42	to	{"x":308,"y":500}
1470648275423: 	moved	image-42	to	{"x":308,"y":501}
1470648275431: 	moved	image-42	to	{"x":307,"y":504}
1470648275439: 	moved	image-42	to	{"x":306,"y":507}
1470648275448: 	moved	image-42	to	{"x":305,"y":509}
1470648275456: 	moved	image-42	to	{"x":304,"y":513}
1470648275464: 	moved	image-42	to	{"x":304,"y":515}
1470648275472: 	moved	image-42	to	{"x":302,"y":518}
1470648275481: 	moved	image-42	to	{"x":301,"y":520}
1470648275489: 	moved	image-42	to	{"x":299,"y":524}
1470648275497: 	moved	image-42	to	{"x":298,"y":525}
1470648275506: 	moved	image-42	to	{"x":297,"y":528}
1470648275515: 	moved	image-42	to	{"x":296,"y":530}
1470648275522: 	moved	image-42	to	{"x":296,"y":531}
1470648275532: 	moved	image-42	to	{"x":295,"y":532}
1470648275539: 	moved	image-42	to	{"x":294,"y":533}
1470648275547: 	moved	image-42	to	{"x":294,"y":534}
1470648275556: 	moved	image-42	to	{"x":292,"y":536}
1470648275564: 	moved	image-42	to	{"x":291,"y":537}
1470648275572: 	moved	image-42	to	{"x":289,"y":540}
1470648275581: 	moved	image-42	to	{"x":287,"y":542}
1470648275589: 	moved	image-42	to	{"x":286,"y":544}
1470648275598: 	moved	image-42	to	{"x":284,"y":546}
1470648275611: 	moved	image-42	to	{"x":283,"y":547}
1470648275624: 	moved	image-42	to	{"x":281,"y":550}
1470648275632: 	moved	image-42	to	{"x":281,"y":551}
1470648275639: 	moved	image-42	to	{"x":280,"y":552}
1470648275648: 	moved	image-42	to	{"x":280,"y":553}
1470648275656: 	moved	image-42	to	{"x":279,"y":554}
1470648275674: 	moved	image-42	to	{"x":279,"y":555}
1470648275689: 	moved	image-42	to	{"x":278,"y":555}
1470648275756: 	moved	image-42	to	{"x":278,"y":556}
1470648275889: 	moved	image-42	to	{"x":277,"y":556}
1470648275990: 	moved	image-42	to	{"x":278,"y":556}
1470648276065: 	moved	image-42	to	{"x":279,"y":556}
1470648276149: 	moved	image-42	to	{"x":280,"y":556}
1470648276189: 	moved	image-42	to	{"x":280,"y":553}
1470648276198: 	moved	image-42	to	{"x":280,"y":550}
1470648276206: 	moved	image-42	to	{"x":279,"y":548}
1470648276214: 	moved	image-42	to	{"x":279,"y":545}
1470648276223: 	moved	image-42	to	{"x":279,"y":544}
1470648276231: 	moved	image-42	to	{"x":279,"y":541}
1470648276239: 	moved	image-42	to	{"x":278,"y":540}
1470648276248: 	moved	image-42	to	{"x":278,"y":538}
1470648276256: 	moved	image-42	to	{"x":277,"y":536}
1470648276264: 	moved	image-42	to	{"x":277,"y":534}
1470648276273: 	moved	image-42	to	{"x":276,"y":532}
1470648276281: 	moved	image-42	to	{"x":275,"y":529}
1470648276291: 	moved	image-42	to	{"x":274,"y":527}
1470648276298: 	moved	image-42	to	{"x":272,"y":523}
1470648276306: 	moved	image-42	to	{"x":272,"y":521}
1470648276314: 	moved	image-42	to	{"x":271,"y":519}
1470648276323: 	moved	image-42	to	{"x":270,"y":517}
1470648276332: 	moved	image-42	to	{"x":269,"y":515}
1470648276340: 	moved	image-42	to	{"x":268,"y":514}
1470648276348: 	moved	image-42	to	{"x":267,"y":512}
1470648276357: 	moved	image-42	to	{"x":267,"y":511}
1470648276365: 	moved	image-42	to	{"x":266,"y":509}
1470648276373: 	moved	image-42	to	{"x":265,"y":508}
1470648276381: 	moved	image-42	to	{"x":264,"y":506}
1470648276389: 	moved	image-42	to	{"x":263,"y":504}
1470648276398: 	moved	image-42	to	{"x":262,"y":503}
1470648276406: 	moved	image-42	to	{"x":261,"y":501}
1470648276415: 	moved	image-42	to	{"x":260,"y":498}
1470648276423: 	moved	image-42	to	{"x":260,"y":497}
1470648276431: 	moved	image-42	to	{"x":260,"y":495}
1470648276449: 	moved	image-42	to	{"x":259,"y":492}
1470648276457: 	moved	image-42	to	{"x":259,"y":491}
1470648276464: 	moved	image-42	to	{"x":259,"y":490}
1470648276474: 	moved	image-42	to	{"x":259,"y":489}
1470648276482: 	moved	image-42	to	{"x":259,"y":488}
1470648276499: 	moved	image-42	to	{"x":259,"y":487}
1470648276506: 	moved	image-42	to	{"x":259,"y":486}
1470648276532: 	moved	image-42	to	{"x":259,"y":485}
1470648276557: 	moved	image-42	to	{"x":258,"y":485}
1470648276564: 	moved	image-42	to	{"x":258,"y":484}
1470648276574: 	moved	image-42	to	{"x":259,"y":484}
1470648276581: 	moved	image-42	to	{"x":259,"y":483}
1470648276606: 	moved	image-42	to	{"x":259,"y":482}
1470648276632: 	moved	image-42	to	{"x":259,"y":481}
1470648276656: 	moved	image-42	to	{"x":259,"y":480}
1470648276664: 	moved	image-42	to	{"x":258,"y":480}
1470648276673: 	moved	image-42	to	{"x":258,"y":479}
1470648276689: 	moved	image-42	to	{"x":258,"y":478}
1470648276698: 	moved	image-42	to	{"x":258,"y":477}
1470648276706: 	moved	image-42	to	{"x":258,"y":476}
1470648276840: 	moved	image-42	to	{"x":258,"y":477}
1470648276848: 	moved	image-42	to	{"x":258,"y":478}
1470648276856: 	moved	image-42	to	{"x":258,"y":479}
1470648276864: 	moved	image-42	to	{"x":258,"y":483}
1470648276873: 	moved	image-42	to	{"x":258,"y":484}
1470648276881: 	moved	image-42	to	{"x":258,"y":486}
1470648276889: 	moved	image-42	to	{"x":258,"y":487}
1470648276898: 	moved	image-42	to	{"x":257,"y":489}
1470648276907: 	moved	image-42	to	{"x":257,"y":490}
1470648276914: 	moved	image-42	to	{"x":257,"y":491}
1470648276923: 	moved	image-42	to	{"x":257,"y":493}
1470648276931: 	moved	image-42	to	{"x":257,"y":494}
1470648276939: 	moved	image-42	to	{"x":257,"y":496}
1470648276949: 	moved	image-42	to	{"x":257,"y":498}
1470648276957: 	moved	image-42	to	{"x":256,"y":499}
1470648276964: 	moved	image-42	to	{"x":256,"y":501}
1470648276973: 	moved	image-42	to	{"x":256,"y":502}
1470648276982: 	moved	image-42	to	{"x":255,"y":503}
1470648276990: 	moved	image-42	to	{"x":255,"y":504}
1470648276998: 	moved	image-42	to	{"x":255,"y":505}
1470648277006: 	moved	image-42	to	{"x":254,"y":506}
1470648277014: 	moved	image-42	to	{"x":254,"y":507}
1470648277023: 	moved	image-42	to	{"x":254,"y":508}
1470648277031: 	moved	image-42	to	{"x":253,"y":509}
1470648277039: 	moved	image-42	to	{"x":253,"y":510}
1470648277057: 	moved	image-42	to	{"x":252,"y":511}
1470648277082: 	moved	image-42	to	{"x":252,"y":512}
1470648277098: 	moved	image-42	to	{"x":251,"y":512}
1470648277190: 	moved	image-42	to	{"x":250,"y":512}
1470648277198: 	moved	image-42	to	{"x":250,"y":513}
1470648277249: 	moved	image-42	to	{"x":250,"y":514}
1470648277281: 	moved	image-42	to	{"x":251,"y":515}
1470648277315: 	moved	image-42	to	{"x":251,"y":516}
1470648277365: 	moved	image-42	to	{"x":251,"y":517}
1470648277415: 	moved	image-42	to	{"x":252,"y":517}
1470648277423: 	moved	image-42	to	{"x":252,"y":518}
1470648277474: 	moved	image-42	to	{"x":252,"y":519}
1470648277615: 	moved	image-42	to	{"x":251,"y":519}
1470648277648: 	moved	image-42	to	{"x":251,"y":518}
1470648277779: 	moved	image-42	to	{"x":251,"y":517}
1470648277813: 	moved	image-42	to	{"x":252,"y":518}
1470648277827: 	moved	image-42	to	{"x":255,"y":527}
1470648277846: 	moved	image-42	to	{"x":256,"y":532}
1470648277861: 	moved	image-42	to	{"x":257,"y":536}
1470648277879: 	moved	image-42	to	{"x":258,"y":541}
1470648277891: 	moved	image-42	to	{"x":259,"y":546}
1470648277900: 	moved	image-42	to	{"x":260,"y":547}
1470648277915: 	moved	image-42	to	{"x":260,"y":550}
1470648277923: 	moved	image-42	to	{"x":261,"y":551}
1470648277931: 	moved	image-42	to	{"x":261,"y":552}
1470648277949: 	moved	image-42	to	{"x":262,"y":553}
1470648277965: 	moved	image-42	to	{"x":262,"y":554}
1470648277988: 	moved	image-42	to	{"x":263,"y":555}
1470648278001: 	moved	image-42	to	{"x":263,"y":556}
1470648278015: 	moved	image-42	to	{"x":264,"y":557}
1470648278024: 	moved	image-42	to	{"x":264,"y":559}
1470648278031: 	moved	image-42	to	{"x":264,"y":560}
1470648278046: 	moved	image-42	to	{"x":264,"y":562}
1470648278061: 	moved	image-42	to	{"x":263,"y":565}
1470648278074: 	moved	image-42	to	{"x":262,"y":569}
1470648278081: 	moved	image-42	to	{"x":261,"y":573}
1470648278095: 	moved	image-42	to	{"x":261,"y":574}
1470648278111: 	moved	image-42	to	{"x":260,"y":577}
1470648278131: 	moved	image-42	to	{"x":260,"y":580}
1470648278154: 	moved	image-42	to	{"x":260,"y":581}
1470648278164: 	moved	image-42	to	{"x":260,"y":583}
1470648278230: 	moved	image-42	to	{"x":261,"y":584}
1470648278348: 	moved	image-42	to	{"x":261,"y":585}
1470648278356: 	moved	image-42	to	{"x":262,"y":585}
1470648278398: 	moved	image-42	to	{"x":262,"y":586}
1470648278423: 	moved	image-42	to	{"x":262,"y":587}
1470648278439: 	moved	image-42	to	{"x":262,"y":588}
1470648278448: 	moved	image-42	to	{"x":263,"y":588}
1470648278456: 	moved	image-42	to	{"x":263,"y":590}
1470648278473: 	moved	image-42	to	{"x":263,"y":591}
1470648278481: 	moved	image-42	to	{"x":263,"y":592}
1470648278489: 	moved	image-42	to	{"x":263,"y":593}
1470648278506: 	moved	image-42	to	{"x":263,"y":594}
1470648278514: 	moved	image-42	to	{"x":263,"y":595}
1470648278531: 	moved	image-42	to	{"x":263,"y":596}
1470648278549: 	moved	image-42	to	{"x":263,"y":597}
1470648278565: 	moved	image-42	to	{"x":263,"y":598}
1470648278573: 	moved	image-42	to	{"x":264,"y":598}
1470648278581: 	moved	image-42	to	{"x":264,"y":599}
1470648278599: 	moved	image-42	to	{"x":264,"y":600}
1470648278623: 	moved	image-42	to	{"x":264,"y":601}
1470648278648: 	moved	image-42	to	{"x":264,"y":602}
1470648278658: 	moved	image-42	to	{"x":265,"y":602}
1470648278706: 	moved	image-42	to	{"x":265,"y":603}
1470648278799: 	moved	image-42	to	{"x":266,"y":603}
1470648278806: 	moved	image-42	to	{"x":266,"y":604}
1470648279351: 	start moving	image-81	from	{"x":96,"y":77}
1470648279514: 	moved	image-81	to	{"x":102,"y":532}
1470648279523: 	moved	image-81	to	{"x":102,"y":534}
1470648279539: 	moved	image-81	to	{"x":102,"y":536}
1470648279556: 	moved	image-81	to	{"x":102,"y":537}
1470648279564: 	moved	image-81	to	{"x":102,"y":538}
1470648279573: 	moved	image-81	to	{"x":102,"y":540}
1470648279580: 	moved	image-81	to	{"x":103,"y":541}
1470648279589: 	moved	image-81	to	{"x":103,"y":542}
1470648279597: 	moved	image-81	to	{"x":103,"y":543}
1470648279606: 	moved	image-81	to	{"x":103,"y":544}
1470648279613: 	moved	image-81	to	{"x":103,"y":545}
1470648279622: 	moved	image-81	to	{"x":103,"y":546}
1470648279630: 	moved	image-81	to	{"x":103,"y":547}
1470648279638: 	moved	image-81	to	{"x":104,"y":548}
1470648279647: 	moved	image-81	to	{"x":104,"y":549}
1470648279663: 	moved	image-81	to	{"x":104,"y":550}
1470648279673: 	moved	image-81	to	{"x":104,"y":551}
1470648279681: 	moved	image-81	to	{"x":104,"y":552}
1470648279698: 	moved	image-81	to	{"x":104,"y":553}
1470648279715: 	moved	image-81	to	{"x":104,"y":554}
1470648279739: 	moved	image-81	to	{"x":104,"y":555}
1470648279756: 	moved	image-81	to	{"x":105,"y":555}
1470648279764: 	moved	image-81	to	{"x":105,"y":556}
1470648279781: 	moved	image-81	to	{"x":105,"y":557}
1470648279798: 	moved	image-81	to	{"x":105,"y":558}
1470648279814: 	moved	image-81	to	{"x":105,"y":559}
1470648279831: 	moved	image-81	to	{"x":105,"y":560}
1470648279849: 	moved	image-81	to	{"x":105,"y":561}
1470648279865: 	moved	image-81	to	{"x":106,"y":562}
1470648279889: 	moved	image-81	to	{"x":106,"y":563}
1470648279923: 	moved	image-81	to	{"x":106,"y":564}
1470648280023: 	moved	image-81	to	{"x":106,"y":565}
1470648280056: 	moved	image-81	to	{"x":106,"y":566}
1470648280081: 	moved	image-81	to	{"x":105,"y":566}
1470648280089: 	moved	image-81	to	{"x":105,"y":567}
1470648280105: 	moved	image-81	to	{"x":105,"y":568}
1470648280114: 	moved	image-81	to	{"x":104,"y":570}
1470648280122: 	moved	image-81	to	{"x":103,"y":572}
1470648280130: 	moved	image-81	to	{"x":103,"y":573}
1470648280140: 	moved	image-81	to	{"x":103,"y":574}
1470648280148: 	moved	image-81	to	{"x":103,"y":575}
1470648280156: 	moved	image-81	to	{"x":102,"y":577}
1470648280173: 	moved	image-81	to	{"x":102,"y":579}
1470648280181: 	moved	image-81	to	{"x":101,"y":580}
1470648280198: 	moved	image-81	to	{"x":101,"y":581}
1470648280206: 	moved	image-81	to	{"x":101,"y":582}
1470648280223: 	moved	image-81	to	{"x":100,"y":583}
1470648280230: 	moved	image-81	to	{"x":100,"y":584}
1470648280265: 	moved	image-81	to	{"x":100,"y":585}
1470648280273: 	moved	image-81	to	{"x":100,"y":586}
1470648280292: 	moved	image-81	to	{"x":100,"y":587}
1470648280322: 	moved	image-81	to	{"x":100,"y":588}
1470648280374: 	moved	image-81	to	{"x":100,"y":589}
1470648280406: 	moved	image-81	to	{"x":100,"y":590}
1470648280423: 	moved	image-81	to	{"x":101,"y":590}
1470648280474: 	moved	image-81	to	{"x":101,"y":591}
1470648280531: 	moved	image-81	to	{"x":101,"y":592}
1470648280598: 	moved	image-81	to	{"x":101,"y":593}
1470648280631: 	moved	image-81	to	{"x":102,"y":593}
1470648280681: 	moved	image-81	to	{"x":102,"y":594}
1470648280762: 	moved	image-81	to	{"x":102,"y":595}
1470648280803: 	moved	image-81	to	{"x":103,"y":596}
1470648280845: 	moved	image-81	to	{"x":103,"y":597}
1470648280862: 	moved	image-81	to	{"x":104,"y":597}
1470648280879: 	moved	image-81	to	{"x":104,"y":598}
1470648280890: 	moved	image-81	to	{"x":104,"y":600}
1470648280908: 	moved	image-81	to	{"x":105,"y":601}
1470648280925: 	moved	image-81	to	{"x":105,"y":602}
1470648280950: 	moved	image-81	to	{"x":106,"y":603}
1470648280974: 	moved	image-81	to	{"x":106,"y":605}
1470648280991: 	moved	image-81	to	{"x":107,"y":606}
1470648281006: 	moved	image-81	to	{"x":107,"y":607}
1470648281014: 	moved	image-81	to	{"x":107,"y":606}
1470648281040: 	moved	image-81	to	{"x":107,"y":607}
1470648281148: 	moved	image-81	to	{"x":107,"y":608}
1470648281181: 	moved	image-81	to	{"x":108,"y":608}
1470648281223: 	moved	image-81	to	{"x":108,"y":609}
1470648281265: 	moved	image-81	to	{"x":107,"y":609}
1470648281331: 	moved	image-81	to	{"x":107,"y":608}
1470648281420: 	moved	image-81	to	{"x":107,"y":607}
1470648281470: 	moved	image-81	to	{"x":106,"y":606}
1470648281512: 	moved	image-81	to	{"x":106,"y":605}
1470648281562: 	moved	image-81	to	{"x":106,"y":604}
1470648281612: 	moved	image-81	to	{"x":106,"y":603}
1470648281703: 	moved	image-81	to	{"x":106,"y":602}
1470648282096: 	moved	image-81	to	{"x":106,"y":603}
1470648282111: 	moved	image-81	to	{"x":107,"y":603}
1470648282229: 	moved	image-81	to	{"x":107,"y":604}
1470648282446: 	moved	image-81	to	{"x":107,"y":605}
1470648284878: 	start moving	image-71	from	{"x":84,"y":89}
1470648285108: 	moved	image-71	to	{"x":125,"y":192}
1470648285116: 	moved	image-71	to	{"x":127,"y":192}
1470648285122: 	moved	image-71	to	{"x":129,"y":193}
1470648285132: 	moved	image-71	to	{"x":130,"y":193}
1470648285141: 	moved	image-71	to	{"x":131,"y":194}
1470648285149: 	moved	image-71	to	{"x":133,"y":194}
1470648285156: 	moved	image-71	to	{"x":134,"y":195}
1470648285165: 	moved	image-71	to	{"x":136,"y":196}
1470648285172: 	moved	image-71	to	{"x":137,"y":196}
1470648285182: 	moved	image-71	to	{"x":139,"y":197}
1470648285190: 	moved	image-71	to	{"x":141,"y":197}
1470648285199: 	moved	image-71	to	{"x":142,"y":198}
1470648285207: 	moved	image-71	to	{"x":144,"y":198}
1470648285215: 	moved	image-71	to	{"x":145,"y":199}
1470648285223: 	moved	image-71	to	{"x":146,"y":199}
1470648285232: 	moved	image-71	to	{"x":147,"y":199}
1470648285240: 	moved	image-71	to	{"x":148,"y":200}
1470648285249: 	moved	image-71	to	{"x":149,"y":200}
1470648285265: 	moved	image-71	to	{"x":150,"y":201}
1470648285274: 	moved	image-71	to	{"x":151,"y":201}
1470648285282: 	moved	image-71	to	{"x":152,"y":201}
1470648285293: 	moved	image-71	to	{"x":153,"y":202}
1470648285300: 	moved	image-71	to	{"x":154,"y":202}
1470648285307: 	moved	image-71	to	{"x":155,"y":202}
1470648285314: 	moved	image-71	to	{"x":156,"y":203}
1470648285323: 	moved	image-71	to	{"x":157,"y":203}
1470648285334: 	moved	image-71	to	{"x":158,"y":204}
1470648285340: 	moved	image-71	to	{"x":159,"y":204}
1470648285348: 	moved	image-71	to	{"x":161,"y":205}
1470648285357: 	moved	image-71	to	{"x":162,"y":206}
1470648285365: 	moved	image-71	to	{"x":163,"y":206}
1470648285373: 	moved	image-71	to	{"x":165,"y":207}
1470648285382: 	moved	image-71	to	{"x":167,"y":208}
1470648285390: 	moved	image-71	to	{"x":168,"y":209}
1470648285397: 	moved	image-71	to	{"x":170,"y":210}
1470648285409: 	moved	image-71	to	{"x":171,"y":210}
1470648285414: 	moved	image-71	to	{"x":173,"y":211}
1470648285422: 	moved	image-71	to	{"x":174,"y":212}
1470648285432: 	moved	image-71	to	{"x":177,"y":214}
1470648285439: 	moved	image-71	to	{"x":179,"y":216}
1470648285447: 	moved	image-71	to	{"x":181,"y":217}
1470648285457: 	moved	image-71	to	{"x":183,"y":218}
1470648285467: 	moved	image-71	to	{"x":185,"y":219}
1470648285473: 	moved	image-71	to	{"x":187,"y":221}
1470648285483: 	moved	image-71	to	{"x":189,"y":223}
1470648285490: 	moved	image-71	to	{"x":191,"y":224}
1470648285497: 	moved	image-71	to	{"x":194,"y":226}
1470648285507: 	moved	image-71	to	{"x":195,"y":227}
1470648285515: 	moved	image-71	to	{"x":198,"y":228}
1470648285528: 	moved	image-71	to	{"x":200,"y":229}
