1470650795566: 	acted on	sample
1470650796144: 	acted on	innerText
1470650796225: 	sub-instrument	start	draw	true
1470650796233: 	activate	draw
1470650814932: 	draw	image-23	{"x":104,"y":49}
1470650815555: 	draw	image-23	{"x":89.5,"y":54.5}
1470650815569: 	draw	image-23	{"x":89,"y":55}
1470650815619: 	draw	image-23	{"x":87.5,"y":54.5}
1470650815677: 	draw	image-23	{"x":88,"y":54}
1470650815690: 	draw	image-23	{"x":88.5,"y":52.5}
1470650815702: 	draw	image-23	{"x":89,"y":51}
1470650815714: 	draw	image-23	{"x":92.5,"y":48.5}
1470650815726: 	draw	image-23	{"x":93,"y":48}
1470650815741: 	draw	image-23	{"x":94.5,"y":45.5}
1470650815753: 	draw	image-23	{"x":95,"y":44}
1470650815766: 	draw	image-23	{"x":95.5,"y":42.5}
1470650815776: 	draw	image-23	{"x":96,"y":42}
1470650815791: 	draw	image-23	{"x":96.5,"y":39.5}
1470650815804: 	draw	image-23	{"x":96,"y":38}
1470650815818: 	draw	image-23	{"x":96.5,"y":37.5}
1470650815830: 	draw	image-23	{"x":96,"y":36}
1470650815854: 	draw	image-23	{"x":96.5,"y":34.5}
1470650815919: 	draw	image-23	{"x":96,"y":33}
1470650816502: 	draw	image-23	{"x":94.5,"y":32.5}
1470650816519: 	draw	image-23	{"x":93,"y":32}
1470650816530: 	draw	image-23	{"x":89.5,"y":32.5}
1470650816540: 	draw	image-23	{"x":85,"y":33}
1470650816561: 	draw	image-23	{"x":83.5,"y":32.5}
1470650816571: 	draw	image-23	{"x":81,"y":33}
1470650816585: 	draw	image-23	{"x":79.5,"y":32.5}
1470650816606: 	draw	image-23	{"x":78,"y":33}
1470650816616: 	draw	image-23	{"x":76.5,"y":32.5}
1470650816628: 	draw	image-23	{"x":75,"y":33}
1470650816641: 	draw	image-23	{"x":73.5,"y":32.5}
1470650816670: 	draw	image-23	{"x":73,"y":33}
1470650816684: 	draw	image-23	{"x":71.5,"y":32.5}
1470650816734: 	draw	image-23	{"x":70,"y":32}
1470650816770: 	draw	image-23	{"x":69.5,"y":32.5}
1470650816853: 	draw	image-23	{"x":68,"y":32}
1470650816886: 	draw	image-23	{"x":67.5,"y":32.5}
1470650817019: 	draw	image-23	{"x":67,"y":33}
1470650833889: 	draw	image-23	{"x":97.5,"y":38.5}
1470650834478: 	draw	image-23	{"x":90.5,"y":40.5}
1470650834845: 	draw	image-23	{"x":92.5,"y":41.5}
1470650835012: 	draw	image-23	{"x":93.5,"y":39.5}
1470650838030: 	draw	image-23	{"x":88.5,"y":43.5}
1470650841369: 	acted on	sample
1470650850150: 	draw	sample	{"x":200.4810028076172,"y":278.14599609375}
1470650850222: 	draw	sample	{"x":196.15199279785156,"y":270.1499938964844}
1470650841579: 	acted on	sample
1470650850341: 	draw	sample	{"x":183.16400146484375,"y":267.4849853515625}
1470650841714: 	acted on	sample
1470650850456: 	draw	sample	{"x":182.4980010986328,"y":278.47900390625}
1470650841855: 	acted on	sample
1470650850603: 	draw	sample	{"x":183.16400146484375,"y":291.4729919433594}
1470650842025: 	acted on	sample
1470650850785: 	draw	sample	{"x":185.16200256347656,"y":294.13800048828125}
1470650842189: 	acted on	sample
1470650850943: 	draw	sample	{"x":187.16000366210938,"y":278.14599609375}
1470650842365: 	acted on	sample
1470650851109: 	draw	sample	{"x":191.82200622558594,"y":267.8179931640625}
1470650855495: 	draw	image-23	{"x":70.5,"y":39.5}
1470650857460: 	draw	image-23	{"x":79.5,"y":24.5}
1470650857676: 	draw	image-23	{"x":70.5,"y":37.5}
1470650857701: 	draw	image-23	{"x":69.5,"y":38.5}
1470650857734: 	draw	image-23	{"x":68.5,"y":39.5}
1470650857895: 	draw	image-23	{"x":69.5,"y":38.5}
1470650857919: 	draw	image-23	{"x":70.5,"y":37.5}
1470650857935: 	draw	image-23	{"x":70.5,"y":36.5}
1470650857958: 	draw	image-23	{"x":72.5,"y":34.5}
1470650857994: 	draw	image-23	{"x":73.5,"y":33.5}
1470650858118: 	draw	image-23	{"x":73.5,"y":32.5}
1470650858194: 	draw	image-23	{"x":74.5,"y":31.5}
1470650858235: 	draw	image-23	{"x":75.5,"y":31.5}
1470650858401: 	draw	image-23	{"x":75.5,"y":30.5}
1470650858459: 	draw	image-23	{"x":76.5,"y":30.5}
1470650858467: 	draw	image-23	{"x":76.5,"y":29.5}
