Observation id	5-B				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/2-8/5-2-B.MTS				
					
Observation date	2016-08-23 09:57:10				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
11.164		B	A		POINT
14.038		P	M		POINT
15.897		P	M		POINT
17.925		P	M		POINT
24.18		P	M		POINT
27.563		B	M		POINT
30.437		P	M		POINT
35.422		F	V		START
95.019		B	A		POINT
113.362		B	D		POINT
125.198		F	V		STOP
125.199		F	T		START
132.047		B	A		POINT
134.919		F	T		STOP
134.92		F	V		START
159.605		B	A		POINT
168.06		B	R		POINT
188.436		B	A		POINT
199.004		B	A		POINT
241.862		B	D		POINT
247.103		B	D		POINT
267.983		F	V		STOP
267.984		F	T		START
279.399		F	T		STOP
279.4		F	V		START
322.265		F	V		STOP
322.266		F	T		START
326.744		F	T		STOP
326.745		F	V		START
341.201		B	A		POINT
367.574		F	V		STOP
387.018		B	A		POINT
400.457		F	V		START
406.798		B	D		POINT
409.925		F	V		STOP
409.926		F	T		START
415.083		B	A		POINT
422.014		B	A		POINT
427.762		B	D		POINT
448.897		B	C		POINT
460.393		F	T		STOP
460.394		F	V		START
481.352		F	V		STOP
481.353		F	T		START
487.02		B	A		POINT
496.232		F	T		STOP
496.233		F	V		START
545.683		F	V		STOP
545.684		F	T		START
550.922		F	T		STOP
550.923		F	V		START
568.76		B			POINT
