Observation id	12-C				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/3-8/12-1-C.MTS				
					
Observation date	2016-08-23 20:17:30				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
14.549		F	V		START
53.094		F	V		STOP
53.095		F	T		START
62.053		F	T		STOP
62.054		F	V		START
98.069		B	A		POINT
105.425		B	D		POINT
106.269		B	A		POINT
106.862		B	C		POINT
123.94		B	D		POINT
129.438		B	D		POINT
154.544		F	V		STOP
154.545		F	T		START
168.913		F	T		STOP
168.914		F	C		START
169.674		B	A		POINT
170.27		B	C		POINT
175.0		F	C		STOP
175.001		F	T		START
178.72		F	T		STOP
178.721		F	V		START
184.131		B	D		POINT
205.178		F	V		STOP
205.179		F	T		START
223.189		F	T		STOP
223.19		F	V		START
234.688		F	V		STOP
234.689		F	T		START
251.682		F	T		STOP
251.683		F	V		START
292.009		F	V		STOP
292.01		F	T		START
302.917		B	D		POINT
316.698		F	T		STOP
316.699		F	V		START
332.425		B	D		POINT
368.949		B	R		POINT
403.864		B	W		POINT
409.441		F	V		STOP
409.442		F	T		START
411.133		B	W		POINT
421.109		F	T		STOP
421.11		F	V		START
434.804		B	S		POINT
448.921		F	V		STOP
448.922		F	T		START
459.995		F	T		STOP
459.996		F	V		START
547.064		P	M		POINT
550.951		F	V		STOP
550.952		F	T		START
558.983		B	A		POINT
571.156		F	T		STOP
571.157		F	V		START
573.017		B	D		POINT
