Observation id	13-A				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/4-8/13-1-A.MTS				
					
Observation date	2016-08-23 20:50:36				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
10.774		F	V		START
42.606		B	C		POINT
53.093		B	R		POINT
127.564		B	A		POINT
139.992		B	A		POINT
159.433		B	D		POINT
165.267		B	A		POINT
183.52		F	V		STOP
183.521		F	T		START
190.452		F	T		STOP
190.453		F	V		START
219.95		B	A		POINT
222.06		B	D		POINT
256.803		B	A		POINT
259.931		B	D		POINT
275.488		B	C		POINT
280.39		B	A		POINT
304.226		B	R		POINT
310.992		B	P		POINT
317.245		B	A		POINT
328.825		B	A		POINT
332.629		B	D		POINT
348.945		B	D		POINT
385.72		B	D		POINT
386.142		B	A		POINT
507.52		B	A		POINT
565.002		F	V		STOP
565.003		F	T		START
569.481		B	A		POINT
570.579		F	T		STOP
570.58		F	V		START
