Observation id	5-A				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/2-8/5-3-A.MTS				
					
Observation date	2016-08-23 11:36:39				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
9.641		F	V		START
116.837		F	V		STOP
116.838		F	T		START
122.669		F	T		STOP
122.67		F	V		START
137.973		F	V		STOP
137.974		F	T		START
143.89		F	T		STOP
143.891		F	V		START
155.895		B	D		POINT
161.895		B	A		POINT
169.587		B	C		POINT
195.713		B	A		POINT
217.948		F	V		STOP
217.949		F	T		START
221.583		F	T		STOP
221.584		F	V		START
365.822		F	V		STOP
365.823		F	T		START
387.377		F	T		STOP
387.378		F	V		START
506.316		B	R		POINT
544.775		B	V		POINT
547.904		B	V		POINT
576.651		B	V		POINT
