Observation id	7-C				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/2-8/7-3-C.MTS				
					
Observation date	2016-08-24 13:28:24				
					
Description					
					
Time offset (s)	0.000				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
11.167		P	M		POINT
33.394		F	V		START
44.304		F	V		STOP
44.305		F	T		START
51.904		F	T		STOP
51.905		F	V		START
102.803		B	R		POINT
143.723		F	V		STOP
143.724		F	T		START
160.627		B	P		POINT
161.648		B	A		POINT
167.817		B	V		POINT
171.961		B	D		POINT
179.652		B	A		POINT
196.978		B	C		POINT
203.317		B	S		POINT
241.358		B	W		POINT
250.752		F	T		STOP
250.753		F	V		START
254.216		B	S		POINT
254.574		B	A		POINT
268.761		B	W		POINT
305.107		F	V		STOP
305.108		F	T		START
309.247		B	D		POINT
309.561		B	A		POINT
314.825		I			POINT
322.438		B	D		POINT
322.919		B	A		POINT
324.045		I			POINT
336.725		F	T		STOP
336.726		F	V		START
340.869		B	W		POINT
368.429		B	R		POINT
440.973		B	W		POINT
478.182		B	A		POINT
