Observation id	14-C				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/4-8/14-2-C.MTS				
					
Observation date	2016-08-23 22:24:40				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
3.132		F	V		START
71.358		B	W		POINT
72.372		F	V		STOP
72.373		F	T		START
85.309		B	W		POINT
98.327		B	D		POINT
104.835		F	T		STOP
104.836		F	V		START
107.791		B	A		POINT
125.887		F	V		STOP
125.888		F	T		START
132.059		B	A		POINT
136.708		B	P		POINT
152.771		F	T		STOP
152.772		F	V		START
160.213		B	D		POINT
170.271		B	D		POINT
179.574		B	C		POINT
202.234		B	D		POINT
206.291		B	D		POINT
232.922		B	D		POINT
247.465		B	C		POINT
272.405		B	W		POINT
285.682		F	V		STOP
285.683		F	T		START
319.241		F	T		STOP
319.242		F	V		START
351.278		B	D		POINT
