Observation id	17-C				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/8-8/17-1-C.MTS				
					
Observation date	2016-08-24 09:59:57				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
14.46		F	V		START
15.984		B	M		POINT
62.151		F	V		STOP
62.152		F	T		START
67.56		B	D		POINT
71.444		F	T		STOP
71.445		F	V		START
78.805		B	D		POINT
100.029		F	V		STOP
100.03		F	T		START
111.363		B	A		POINT
116.096		F	T		STOP
116.097		F	V		START
124.124		B	D		POINT
135.712		B	D		POINT
139.69		B	D		POINT
154.064		F	V		STOP
154.065		F	T		START
163.957		F	T		STOP
163.958		F	V		START
184.002		B	P		POINT
186.2		B	V		POINT
191.519		F	V		STOP
191.52		F	T		START
208.862		F	T		STOP
208.863		F	V		START
221.795		B	A		POINT
237.7		B	A		POINT
267.212		B	A		POINT
283.363		B	D		POINT
297.396		B	A		POINT
306.192		B	P		POINT
321.5		B	A		POINT
337.737		B	A		POINT
339.168		F	V		STOP
339.169		F	T		START
346.273		B	A		POINT
361.582		F	T		STOP
361.583		F	V		START
366.145		B	D		POINT
371.986		B	S		POINT
393.795		B	M		POINT
443.097		B	D		POINT
460.351		F	V		STOP
460.352		F	T		START
470.246		F	T		STOP
470.247		F	V		START
512.693		B	A		POINT
530.023		B	P		POINT
571.115		B	P		POINT
571.146		B	A		POINT
