Observation id	7-B				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/2-8/7-2-B.MTS				
Player #1	/Volumes/Untitled/Maters Experiment Videos/2-8/7-2-B.MTS				
					
Observation date	2016-08-23 15:46:20				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
9.136		F	T		START
11.074		F	T		STOP
11.075		F	V		START
28.24		F	V		STOP
28.241		F	T		START
32.38		B	A		POINT
34.748		B	P		POINT
42.016		B	A		POINT
50.217		F	T		STOP
50.218		F	V		START
53.176		B	S		POINT
57.487		F	V		STOP
57.488		F	T		START
66.701		F	T		STOP
66.702		F	V		START
73.717		B	A		POINT
93.676		B	A		POINT
109.31		F	V		STOP
109.311		F	T		START
114.723		B	A		POINT
118.783		B	P		POINT
134.675		B	A		POINT
156.064		B	A		POINT
158.683		I			POINT
164.265		B	A		POINT
173.056		B	A		POINT
179.139		I			POINT
188.863		F	T		STOP
188.864		F	V		START
218.963		F	V		STOP
218.964		F	T		START
227.754		F	T		STOP
227.755		F	V		START
237.308		B	A		POINT
243.06		B	M		POINT
274.933		B	M		POINT
285.418		B	M		POINT
304.776		B	M		POINT
326.335		B	W		POINT
338.176		B	A		POINT
338.425		F	V		STOP
338.426		F	T		START
346.373		F	T		STOP
346.374		F	V		START
368.782		B	C		POINT
392.614		F	V		STOP
392.615		F	T		START
407.835		F	T		STOP
407.836		F	V		START
416.201		F	V		STOP
416.202		F	T		START
427.612		B	R		POINT
429.388		B	A		POINT
434.8		B	A		POINT
440.463		I			POINT
450.355		B	A		POINT
451.286		B	W		POINT
456.189		I			POINT
462.526		F	T		STOP
462.527		F	V		START
474.95		F	V		STOP
474.951		F	T		START
480.701		B	A		POINT
489.915		F	T		STOP
489.916		F	V		START
496.423		B	A		POINT
506.994		B	A		POINT
512.149		B	A		POINT
548.579		F	V		STOP
548.58		F	T		START
563.463		F	T		STOP
563.464		F	V		START
