Observation id	20-A				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/9-8/20-3-A.MTS				
					
Observation date	2016-08-24 12:06:45				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
8.883		F	V		START
58.254		F	V		STOP
58.255		F	T		START
70.432		F	T		STOP
70.433		F	V		START
192.271		B	A		POINT
197.935		B	A		POINT
216.447		F	V		STOP
216.448		F	T		START
227.606		B	A		POINT
229.893		F	T		STOP
229.894		F	V		START
284.257		B	D		POINT
290.683		B	M		POINT
328.05		B	D		POINT
328.982		B	A		POINT
343.1		B	A		POINT
352.151		B	A		POINT
399.664		B	D		POINT
433.397		B	A		POINT
501.629		B	A		POINT
506.621		B	A		POINT
558.109		B	R		POINT
561.146		B	R		POINT
