Observation id	4-C				
					
Media file(s)					
					
Player #1	/Volumes/Untitled/Maters Experiment Videos/2-8/4-2-C.MTS				
					
Observation date	2016-08-22 19:59:44				
					
Description					
					
Time offset (s)	0.0				
					
independent variables					
variable	value				
					
Time	Subject	Behavior	Modifier 1	Comment	Status
9.978		F	V		START
35.759		F	V		STOP
35.76		F	T		START
51.483		F	T		STOP
51.484		F	V		START
56.98		F	V		STOP
56.981		F	T		START
58.248		F	T		STOP
58.249		F	V		START
73.547		F	V		STOP
73.548		F	T		START
82.589		F	T		STOP
82.59		F	V		START
91.3		B	D		POINT
105.333		F	V		STOP
105.334		F	T		START
121.39		F	T		STOP
121.391		F	V		START
126.89		B	D		POINT
141.344		F	V		STOP
141.345		F	T		START
150.893		F	T		STOP
150.894		F	V		START
158.162		F	V		STOP
158.163		F	T		START
180.818		F	T		STOP
180.819		F	V		START
209.985		F	V		STOP
209.986		F	T		START
223.596		F	T		STOP
223.597		F	V		START
251.923		F	V		STOP
251.924		F	T		START
260.037		B	R		POINT
275.254		F	T		STOP
275.255		F	V		START
286.751		B	P		POINT
326.395		B	D		POINT
344.571		B	R		POINT
383.793		F	V		STOP
383.794		F	T		START
389.542		F	T		STOP
389.543		F	V		START
455.311		B	D		POINT
471.54		F	V		STOP
471.541		F	T		START
482.782		F	T		STOP
482.783		F	V		START
490.134		B	D		POINT
