1470141012282: 	acted on	sample
1470141032950: 	acted on	innerText
1470141033116: 	sub-instrument	start	shapes	true
1470141033117: 	activate	shapes
1470141034358: 	acted on	circle
1470141034533: 	sub-instrument	circle	shapes	true
1470141036018: 	shape started	{"x":1035,"y":161}
1470141036021: 	shape continued	10	circle
1470141036083: 	shape continued	12	circle
1470141036090: 	shape continued	15	circle
1470141036098: 	shape continued	19	circle
1470141036107: 	shape continued	21	circle
1470141036115: 	shape continued	24	circle
1470141036123: 	shape continued	26	circle
1470141036131: 	shape continued	28	circle
1470141036139: 	shape continued	30	circle
1470141036147: 	shape continued	31	circle
1470141036156: 	shape continued	33	circle
1470141036164: 	shape continued	34	circle
1470141036172: 	shape continued	36	circle
1470141036182: 	shape continued	37	circle
1470141036190: 	shape continued	40	circle
1470141036197: 	shape continued	41	circle
1470141036206: 	shape continued	44	circle
1470141036214: 	shape continued	47	circle
1470141036223: 	shape continued	49	circle
1470141036232: 	shape continued	51	circle
1470141036239: 	shape continued	53	circle
1470141036247: 	shape continued	55	circle
1470141036256: 	shape continued	57	circle
1470141036264: 	shape continued	59	circle
1470141036272: 	shape continued	61	circle
1470141036282: 	shape continued	62	circle
1470141036289: 	shape continued	64	circle
1470141036297: 	shape continued	66	circle
1470141036306: 	shape continued	68	circle
1470141036314: 	shape continued	70	circle
1470141036322: 	shape continued	72	circle
1470141036332: 	shape continued	74	circle
1470141036340: 	shape continued	76	circle
1470141036348: 	shape continued	78	circle
1470141036356: 	shape continued	80	circle
1470141036366: 	shape continued	81	circle
1470141036373: 	shape continued	83	circle
1470141036382: 	shape continued	85	circle
1470141036389: 	shape continued	87	circle
1470141036398: 	shape continued	89	circle
1470141036406: 	shape continued	90	circle
1470141036415: 	shape continued	92	circle
1470141036422: 	shape continued	95	circle
1470141036431: 	shape continued	97	circle
1470141036440: 	shape continued	99	circle
1470141036448: 	shape continued	101	circle
1470141036457: 	shape continued	103	circle
1470141036465: 	shape continued	106	circle
1470141036473: 	shape continued	108	circle
1470141036481: 	shape continued	110	circle
1470141036489: 	shape continued	112	circle
1470141036497: 	shape continued	114	circle
1470141036507: 	shape continued	116	circle
1470141036516: 	shape continued	119	circle
1470141036522: 	shape continued	121	circle
1470141036532: 	shape continued	124	circle
1470141036539: 	shape continued	127	circle
1470141036547: 	shape continued	129	circle
1470141036556: 	shape continued	133	circle
1470141036564: 	shape continued	136	circle
1470141036572: 	shape continued	139	circle
1470141036583: 	shape continued	143	circle
1470141036589: 	shape continued	146	circle
1470141036598: 	shape continued	148	circle
1470141036606: 	shape continued	151	circle
1470141036614: 	shape continued	154	circle
1470141036622: 	shape continued	157	circle
1470141036632: 	shape continued	159	circle
1470141036639: 	shape continued	163	circle
1470141036648: 	shape continued	166	circle
1470141036656: 	shape continued	169	circle
1470141036664: 	shape continued	173	circle
1470141036672: 	shape continued	176	circle
1470141036682: 	shape continued	179	circle
1470141036689: 	shape continued	182	circle
1470141036697: 	shape continued	185	circle
1470141036706: 	shape continued	188	circle
1470141036714: 	shape continued	191	circle
1470141036724: 	shape continued	195	circle
1470141036732: 	shape continued	198	circle
1470141036739: 	shape continued	201	circle
1470141036747: 	shape continued	204	circle
1470141036757: 	shape continued	208	circle
1470141036764: 	shape continued	211	circle
1470141036773: 	shape continued	214	circle
1470141036782: 	shape continued	217	circle
1470141036789: 	shape continued	219	circle
1470141036797: 	shape continued	222	circle
1470141036806: 	shape continued	224	circle
1470141036814: 	shape continued	227	circle
1470141036822: 	shape continued	230	circle
1470141036833: 	shape continued	233	circle
1470141036839: 	shape continued	236	circle
1470141036847: 	shape continued	239	circle
1470141036857: 	shape continued	242	circle
1470141036864: 	shape continued	246	circle
1470141036872: 	shape continued	248	circle
1470141036882: 	shape continued	251	circle
1470141036889: 	shape continued	254	circle
1470141036897: 	shape continued	256	circle
1470141036907: 	shape continued	258	circle
1470141036917: 	shape continued	261	circle
1470141036932: 	shape continued	266	circle
1470141036940: 	shape continued	269	circle
1470141036947: 	shape continued	271	circle
1470141036956: 	shape continued	274	circle
1470141036964: 	shape continued	276	circle
1470141036972: 	shape continued	279	circle
1470141036981: 	shape continued	281	circle
1470141036989: 	shape continued	284	circle
1470141036997: 	shape continued	287	circle
1470141037007: 	shape continued	289	circle
1470141037014: 	shape continued	292	circle
1470141037022: 	shape continued	294	circle
1470141037032: 	shape continued	296	circle
1470141037039: 	shape continued	298	circle
1470141037047: 	shape continued	299	circle
1470141037056: 	shape continued	301	circle
1470141037064: 	shape continued	302	circle
1470141037072: 	shape continued	304	circle
1470141037082: 	shape continued	306	circle
1470141037090: 	shape continued	308	circle
1470141037097: 	shape continued	310	circle
1470141037109: 	shape continued	313	circle
1470141037123: 	shape continued	317	circle
1470141037132: 	shape continued	319	circle
1470141037140: 	shape continued	321	circle
1470141037154: 	shape continued	323	circle
1470141037164: 	shape continued	325	circle
1470141037182: 	shape continued	326	circle
1470141037190: 	shape continued	328	circle
1470141037206: 	shape continued	329	circle
1470141037215: 	shape continued	331	circle
1470141037222: 	shape continued	332	circle
1470141037237: 	shape continued	333	circle
1470141037252: 	shape continued	334	circle
1470141037286: 	shape continued	335	circle
1470141038198: 	acted on	innerText
1470141038315: 	sub-instrument	stop	shapes	false
1470141038316: 	deactivate	shapes
