1470238942268: 	acted on	innerText
1470238942335: 	sub-instrument	start	draw	true
1470238942336: 	activate	draw
1470238943020: 	draw	image-5	{"x":32,"y":77}
1470238943109: 	draw	image-5	{"x":48,"y":84}
1470238943116: 	draw	image-5	{"x":50,"y":83}
1470238943126: 	draw	image-5	{"x":53,"y":83}
1470238943133: 	draw	image-5	{"x":56,"y":82}
1470238943141: 	draw	image-5	{"x":58,"y":80}
1470238943151: 	draw	image-5	{"x":60,"y":77}
1470238943158: 	draw	image-5	{"x":61,"y":75}
1470238943166: 	draw	image-5	{"x":61,"y":71}
1470238943176: 	draw	image-5	{"x":60,"y":68}
1470238943185: 	draw	image-5	{"x":58,"y":65}
1470238943192: 	draw	image-5	{"x":57,"y":63}
1470238943200: 	draw	image-5	{"x":53,"y":61}
1470238943208: 	draw	image-5	{"x":51,"y":60}
1470238943217: 	draw	image-5	{"x":48,"y":59}
1470238943226: 	draw	image-5	{"x":46,"y":58}
1470238943233: 	draw	image-5	{"x":44,"y":59}
1470238943241: 	draw	image-5	{"x":42,"y":59}
1470238943251: 	draw	image-5	{"x":40,"y":60}
1470238943260: 	draw	image-5	{"x":38,"y":62}
1470238943267: 	draw	image-5	{"x":36,"y":64}
1470238943276: 	draw	image-5	{"x":34,"y":68}
1470238943283: 	draw	image-5	{"x":32,"y":73}
1470238943292: 	draw	image-5	{"x":32,"y":76}
1470238943301: 	draw	image-5	{"x":31,"y":81}
1470238943308: 	draw	image-5	{"x":31,"y":85}
1470238943316: 	draw	image-5	{"x":32,"y":88}
1470238943325: 	draw	image-5	{"x":32,"y":91}
1470238943333: 	draw	image-5	{"x":33,"y":92}
1470238943341: 	draw	image-5	{"x":35,"y":95}
1470238943350: 	draw	image-5	{"x":37,"y":96}
1470238943360: 	draw	image-5	{"x":39,"y":96}
1470238943366: 	draw	image-5	{"x":42,"y":96}
1470238943375: 	draw	image-5	{"x":45,"y":95}
1470238943383: 	draw	image-5	{"x":48,"y":93}
1470238943393: 	draw	image-5	{"x":51,"y":90}
1470238943401: 	draw	image-5	{"x":52,"y":88}
1470238943408: 	draw	image-5	{"x":54,"y":84}
1470238943416: 	draw	image-5	{"x":55,"y":82}
1470238943426: 	draw	image-5	{"x":55,"y":80}
1470238943434: 	draw	image-5	{"x":54,"y":78}
1470238943441: 	draw	image-5	{"x":54,"y":75}
1470238943450: 	draw	image-5	{"x":52,"y":73}
1470238943459: 	draw	image-5	{"x":51,"y":72}
1470238943466: 	draw	image-5	{"x":49,"y":71}
1470238943476: 	draw	image-5	{"x":47,"y":70}
1470238943483: 	draw	image-5	{"x":44,"y":70}
1470238943491: 	draw	image-5	{"x":42,"y":70}
1470238943500: 	draw	image-5	{"x":40,"y":71}
1470238943509: 	draw	image-5	{"x":38,"y":72}
1470238943516: 	draw	image-5	{"x":36,"y":74}
1470238943526: 	draw	image-5	{"x":35,"y":76}
1470238943533: 	draw	image-5	{"x":35,"y":79}
1470238943541: 	draw	image-5	{"x":35,"y":82}
1470238943550: 	draw	image-5	{"x":36,"y":86}
1470238943558: 	draw	image-5	{"x":38,"y":89}
1470238943566: 	draw	image-5	{"x":40,"y":92}
1470238943576: 	draw	image-5	{"x":43,"y":95}
1470238943719: 	draw	image-5	{"x":65,"y":97}
1470238943784: 	draw	image-5	{"x":65,"y":113}
1470238943792: 	draw	image-5	{"x":66,"y":115}
1470238943801: 	draw	image-5	{"x":68,"y":117}
1470238943808: 	draw	image-5	{"x":70,"y":119}
1470238943816: 	draw	image-5	{"x":72,"y":121}
1470238943825: 	draw	image-5	{"x":74,"y":122}
1470238943833: 	draw	image-5	{"x":75,"y":122}
1470238943841: 	draw	image-5	{"x":77,"y":122}
1470238943850: 	draw	image-5	{"x":81,"y":120}
1470238943858: 	draw	image-5	{"x":84,"y":115}
1470238943866: 	draw	image-5	{"x":86,"y":111}
1470238943875: 	draw	image-5	{"x":87,"y":109}
1470238943883: 	draw	image-5	{"x":87,"y":106}
1470238943891: 	draw	image-5	{"x":87,"y":104}
1470238943901: 	draw	image-5	{"x":86,"y":101}
1470238943908: 	draw	image-5	{"x":85,"y":99}
1470238943916: 	draw	image-5	{"x":82,"y":97}
1470238943926: 	draw	image-5	{"x":79,"y":96}
1470238943939: 	draw	image-5	{"x":76,"y":95}
1470238943950: 	draw	image-5	{"x":70,"y":95}
1470238943959: 	draw	image-5	{"x":66,"y":96}
1470238943966: 	draw	image-5	{"x":63,"y":97}
1470238943976: 	draw	image-5	{"x":61,"y":99}
1470238943983: 	draw	image-5	{"x":59,"y":101}
1470238943991: 	draw	image-5	{"x":58,"y":103}
1470238944000: 	draw	image-5	{"x":57,"y":107}
1470238944008: 	draw	image-5	{"x":57,"y":110}
1470238944016: 	draw	image-5	{"x":57,"y":113}
1470238944025: 	draw	image-5	{"x":58,"y":115}
1470238944034: 	draw	image-5	{"x":59,"y":117}
1470238944041: 	draw	image-5	{"x":60,"y":120}
1470238944051: 	draw	image-5	{"x":62,"y":122}
1470238944058: 	draw	image-5	{"x":64,"y":124}
1470238944067: 	draw	image-5	{"x":67,"y":126}
1470238944075: 	draw	image-5	{"x":70,"y":126}
1470238944084: 	draw	image-5	{"x":72,"y":126}
1470238944091: 	draw	image-5	{"x":76,"y":125}
1470238944101: 	draw	image-5	{"x":78,"y":124}
1470238944108: 	draw	image-5	{"x":80,"y":121}
1470238944117: 	draw	image-5	{"x":82,"y":119}
1470238944125: 	draw	image-5	{"x":83,"y":115}
1470238944135: 	draw	image-5	{"x":84,"y":113}
1470238944141: 	draw	image-5	{"x":84,"y":110}
1470238944150: 	draw	image-5	{"x":84,"y":108}
1470238944158: 	draw	image-5	{"x":83,"y":107}
1470238944167: 	draw	image-5	{"x":82,"y":105}
1470238944175: 	draw	image-5	{"x":80,"y":104}
1470238944184: 	draw	image-5	{"x":78,"y":103}
1470238944191: 	draw	image-5	{"x":75,"y":103}
1470238944202: 	draw	image-5	{"x":73,"y":103}
1470238944209: 	draw	image-5	{"x":69,"y":104}
1470238944217: 	draw	image-5	{"x":67,"y":105}
1470238944225: 	draw	image-5	{"x":64,"y":106}
1470238944234: 	draw	image-5	{"x":61,"y":109}
1470238944241: 	draw	image-5	{"x":60,"y":111}
1470238944250: 	draw	image-5	{"x":59,"y":113}
1470238944267: 	draw	image-5	{"x":58,"y":115}
1470238944276: 	draw	image-5	{"x":58,"y":119}
1470238944286: 	draw	image-5	{"x":58,"y":122}
1470238944301: 	draw	image-5	{"x":60,"y":124}
1470238944309: 	draw	image-5	{"x":61,"y":124}
1470238944326: 	draw	image-5	{"x":62,"y":124}
1470238944334: 	draw	image-5	{"x":65,"y":122}
1470238944341: 	draw	image-5	{"x":67,"y":120}
1470238944354: 	draw	image-5	{"x":68,"y":117}
1470238944371: 	draw	image-5	{"x":69,"y":113}
1470238944411: 	draw	image-5	{"x":69,"y":111}
1470238945309: 	acted on	innerText
1470238945383: 	sub-instrument	stop	draw	false
1470238945384: 	deactivate	draw
