1470235162006: 	acted on	shapes
1470236844834: 	acted on	sample
1470236846223: 	acted on	sample
1470236847177: 	acted on	sample
1470236852610: 	acted on	innerText
1470236852762: 	sub-instrument	start	shapes	true
1470236852778: 	activate	shapes
1470236853686: 	acted on	circle
1470236853784: 	sub-instrument	circle	shapes	true
1470236859352: 	shape started	{"x":997,"y":166}
1470236929996: 	shape continued	155	rectangle
1470236930003: 	shape continued	156	rectangle
1470236930013: 	shape continued	157	rectangle
1470236930021: 	shape continued	158	rectangle
1470236930029: 	shape continued	159	rectangle
1470236930038: 	shape continued	160	rectangle
1470236930045: 	shape continued	161	rectangle
1470236930054: 	shape continued	162	rectangle
1470236930063: 	shape continued	163	rectangle
1470236930071: 	shape continued	164	rectangle
1470236930080: 	shape continued	165	rectangle
1470236930088: 	shape continued	166	rectangle
1470236930096: 	shape continued	166	rectangle
1470236930103: 	shape continued	168	rectangle
1470236930121: 	shape continued	169	rectangle
1470236930128: 	shape continued	170	rectangle
1470236930138: 	shape continued	171	rectangle
1470236930147: 	shape continued	172	rectangle
1470236930154: 	shape continued	173	rectangle
1470236930162: 	shape continued	175	rectangle
1470236930171: 	shape continued	177	rectangle
1470236930178: 	shape continued	178	rectangle
1470236930188: 	shape continued	180	rectangle
1470236930196: 	shape continued	182	rectangle
1470236930203: 	shape continued	184	rectangle
1470236930212: 	shape continued	188	rectangle
1470236930221: 	shape continued	192	rectangle
1470236930229: 	shape continued	196	rectangle
1470236930238: 	shape continued	200	rectangle
1470236930245: 	shape continued	205	rectangle
1470236930253: 	shape continued	208	rectangle
1470236930262: 	shape continued	210	rectangle
1470236930270: 	shape continued	212	rectangle
1470236930278: 	shape continued	213	rectangle
1470236930288: 	shape continued	215	rectangle
1470236930296: 	shape continued	216	rectangle
1470236930304: 	shape continued	217	rectangle
1470236930313: 	shape continued	217	rectangle
1470236930320: 	shape continued	218	rectangle
1470236930329: 	shape continued	219	rectangle
1470236930347: 	shape continued	220	rectangle
1470236930354: 	shape continued	221	rectangle
1470236928807: 	acted on	innerText
1470236928910: 	sub-instrument	stop	shapes	false
1470236928918: 	deactivate	shapes
