1470735629613: 	acted on	sample
1470735640148: 	acted on	innerText
1470735640255: 	sub-instrument	start	shapes	true
1470735640256: 	activate	shapes
1470735640749: 	acted on	circle
1470735640839: 	sub-instrument	circle	shapes	true
1470735641415: 	shape started	{"x":1089,"y":255}
1470735641417: 	shape continued	10	circle
1470735641495: 	shape continued	15	circle
1470735641503: 	shape continued	19	circle
1470735641512: 	shape continued	24	circle
1470735641520: 	shape continued	29	circle
1470735641528: 	shape continued	34	circle
1470735641537: 	shape continued	38	circle
1470735641545: 	shape continued	43	circle
1470735641553: 	shape continued	47	circle
1470735641562: 	shape continued	52	circle
1470735641570: 	shape continued	59	circle
1470735641578: 	shape continued	64	circle
1470735641587: 	shape continued	69	circle
1470735641595: 	shape continued	74	circle
1470735641603: 	shape continued	79	circle
1470735641612: 	shape continued	84	circle
1470735641620: 	shape continued	90	circle
1470735641630: 	shape continued	96	circle
1470735641637: 	shape continued	101	circle
1470735641646: 	shape continued	107	circle
1470735641653: 	shape continued	113	circle
1470735641662: 	shape continued	119	circle
1470735641676: 	shape continued	124	circle
1470735641681: 	shape continued	130	circle
1470735641688: 	shape continued	135	circle
1470735641699: 	shape continued	141	circle
1470735641704: 	shape continued	147	circle
1470735641712: 	shape continued	152	circle
1470735641720: 	shape continued	157	circle
1470735641728: 	shape continued	162	circle
1470735641738: 	shape continued	166	circle
1470735641745: 	shape continued	171	circle
1470735641753: 	shape continued	175	circle
1470735641762: 	shape continued	180	circle
1470735641770: 	shape continued	184	circle
1470735641778: 	shape continued	188	circle
1470735641787: 	shape continued	193	circle
1470735641795: 	shape continued	197	circle
1470735641805: 	shape continued	200	circle
1470735641813: 	shape continued	204	circle
1470735641820: 	shape continued	207	circle
1470735641828: 	shape continued	210	circle
1470735641838: 	shape continued	213	circle
1470735641846: 	shape continued	217	circle
1470735641853: 	shape continued	221	circle
1470735641862: 	shape continued	224	circle
1470735641870: 	shape continued	227	circle
1470735641878: 	shape continued	231	circle
1470735641887: 	shape continued	234	circle
1470735641895: 	shape continued	238	circle
1470735641903: 	shape continued	242	circle
1470735641912: 	shape continued	246	circle
1470735641920: 	shape continued	251	circle
1470735641928: 	shape continued	254	circle
1470735641938: 	shape continued	258	circle
1470735641946: 	shape continued	262	circle
1470735641953: 	shape continued	265	circle
1470735641963: 	shape continued	268	circle
1470735641971: 	shape continued	271	circle
1470735641978: 	shape continued	274	circle
1470735641987: 	shape continued	277	circle
1470735641997: 	shape continued	280	circle
1470735642004: 	shape continued	283	circle
1470735642012: 	shape continued	286	circle
1470735642020: 	shape continued	288	circle
1470735642029: 	shape continued	291	circle
1470735642039: 	shape continued	294	circle
1470735642045: 	shape continued	297	circle
1470735642054: 	shape continued	300	circle
1470735642062: 	shape continued	302	circle
1470735642071: 	shape continued	305	circle
1470735642079: 	shape continued	308	circle
1470735642087: 	shape continued	311	circle
1470735642095: 	shape continued	313	circle
1470735642104: 	shape continued	316	circle
1470735642113: 	shape continued	318	circle
1470735642121: 	shape continued	321	circle
1470735642130: 	shape continued	323	circle
1470735642137: 	shape continued	325	circle
1470735642146: 	shape continued	327	circle
1470735642155: 	shape continued	329	circle
1470735642162: 	shape continued	332	circle
1470735642170: 	shape continued	334	circle
1470735642179: 	shape continued	335	circle
1470735642189: 	shape continued	338	circle
1470735642196: 	shape continued	340	circle
1470735642205: 	shape continued	342	circle
1470735642212: 	shape continued	345	circle
1470735642220: 	shape continued	347	circle
1470735642230: 	shape continued	349	circle
1470735642237: 	shape continued	351	circle
1470735642246: 	shape continued	354	circle
1470735642255: 	shape continued	355	circle
1470735642262: 	shape continued	357	circle
1470735642271: 	shape continued	359	circle
1470735642279: 	shape continued	361	circle
1470735642287: 	shape continued	363	circle
1470735642296: 	shape continued	365	circle
1470735642305: 	shape continued	369	circle
1470735642313: 	shape continued	373	circle
1470735642321: 	shape continued	378	circle
1470735642330: 	shape continued	383	circle
1470735642338: 	shape continued	388	circle
1470735643180: 	acted on	innerText
1470735643305: 	sub-instrument	stop	shapes	false
1470735643306: 	deactivate	shapes
