1470735615105: 	acted on	innerText
1470735615213: 	sub-instrument	start	draw	true
1470735615214: 	activate	draw
1470735615811: 	draw	image-5	{"x":40,"y":76}
1470735615889: 	draw	image-5	{"x":25,"y":83}
1470735615896: 	draw	image-5	{"x":25,"y":85}
1470735615905: 	draw	image-5	{"x":24,"y":87}
1470735615913: 	draw	image-5	{"x":24,"y":90}
1470735615921: 	draw	image-5	{"x":25,"y":92}
1470735615929: 	draw	image-5	{"x":26,"y":95}
1470735615939: 	draw	image-5	{"x":27,"y":97}
1470735615946: 	draw	image-5	{"x":28,"y":98}
1470735615954: 	draw	image-5	{"x":31,"y":100}
1470735615964: 	draw	image-5	{"x":33,"y":101}
1470735615971: 	draw	image-5	{"x":35,"y":101}
1470735615978: 	draw	image-5	{"x":39,"y":100}
1470735615987: 	draw	image-5	{"x":43,"y":98}
1470735615995: 	draw	image-5	{"x":47,"y":96}
1470735616004: 	draw	image-5	{"x":50,"y":92}
1470735616013: 	draw	image-5	{"x":53,"y":89}
1470735616021: 	draw	image-5	{"x":55,"y":85}
1470735616029: 	draw	image-5	{"x":56,"y":82}
1470735616038: 	draw	image-5	{"x":58,"y":78}
1470735616047: 	draw	image-5	{"x":59,"y":75}
1470735616054: 	draw	image-5	{"x":59,"y":73}
1470735616063: 	draw	image-5	{"x":58,"y":71}
1470735616071: 	draw	image-5	{"x":58,"y":70}
1470735616079: 	draw	image-5	{"x":56,"y":67}
1470735616088: 	draw	image-5	{"x":55,"y":66}
1470735616100: 	draw	image-5	{"x":51,"y":66}
1470735616105: 	draw	image-5	{"x":47,"y":66}
1470735616113: 	draw	image-5	{"x":41,"y":66}
1470735616121: 	draw	image-5	{"x":35,"y":68}
1470735616128: 	draw	image-5	{"x":32,"y":70}
1470735616137: 	draw	image-5	{"x":28,"y":71}
1470735616146: 	draw	image-5	{"x":24,"y":73}
1470735616154: 	draw	image-5	{"x":22,"y":75}
1470735616163: 	draw	image-5	{"x":20,"y":76}
1470735616171: 	draw	image-5	{"x":19,"y":78}
1470735616179: 	draw	image-5	{"x":18,"y":80}
1470735616187: 	draw	image-5	{"x":17,"y":81}
1470735616195: 	draw	image-5	{"x":18,"y":83}
1470735616204: 	draw	image-5	{"x":18,"y":85}
1470735616213: 	draw	image-5	{"x":21,"y":87}
1470735616220: 	draw	image-5	{"x":24,"y":89}
1470735616228: 	draw	image-5	{"x":28,"y":90}
1470735616238: 	draw	image-5	{"x":32,"y":89}
1470735616246: 	draw	image-5	{"x":36,"y":88}
1470735616253: 	draw	image-5	{"x":40,"y":85}
1470735616263: 	draw	image-5	{"x":43,"y":83}
1470735616271: 	draw	image-5	{"x":46,"y":80}
1470735616278: 	draw	image-5	{"x":49,"y":77}
1470735616288: 	draw	image-5	{"x":51,"y":74}
1470735616296: 	draw	image-5	{"x":53,"y":71}
1470735616305: 	draw	image-5	{"x":53,"y":69}
1470735616313: 	draw	image-5	{"x":53,"y":68}
1470735616322: 	draw	image-5	{"x":53,"y":67}
1470735616339: 	draw	image-5	{"x":52,"y":67}
1470735616346: 	draw	image-5	{"x":46,"y":67}
1470735616353: 	draw	image-5	{"x":40,"y":69}
1470735616363: 	draw	image-5	{"x":35,"y":71}
1470735616371: 	draw	image-5	{"x":32,"y":74}
1470735616379: 	draw	image-5	{"x":29,"y":76}
1470735616388: 	draw	image-5	{"x":27,"y":78}
1470735616396: 	draw	image-5	{"x":26,"y":80}
1470735616404: 	draw	image-5	{"x":26,"y":83}
1470735616599: 	draw	image-5	{"x":61,"y":108}
1470735616664: 	draw	image-5	{"x":57,"y":123}
1470735616671: 	draw	image-5	{"x":59,"y":125}
1470735616681: 	draw	image-5	{"x":61,"y":126}
1470735616688: 	draw	image-5	{"x":65,"y":127}
1470735616696: 	draw	image-5	{"x":70,"y":127}
1470735616705: 	draw	image-5	{"x":73,"y":127}
1470735616713: 	draw	image-5	{"x":76,"y":127}
1470735616721: 	draw	image-5	{"x":80,"y":126}
1470735616729: 	draw	image-5	{"x":82,"y":125}
1470735616737: 	draw	image-5	{"x":84,"y":124}
1470735616746: 	draw	image-5	{"x":87,"y":122}
1470735616754: 	draw	image-5	{"x":89,"y":118}
1470735616763: 	draw	image-5	{"x":91,"y":114}
1470735616771: 	draw	image-5	{"x":91,"y":111}
1470735616779: 	draw	image-5	{"x":92,"y":108}
1470735616788: 	draw	image-5	{"x":91,"y":105}
1470735616796: 	draw	image-5	{"x":89,"y":102}
1470735616805: 	draw	image-5	{"x":87,"y":100}
1470735616813: 	draw	image-5	{"x":84,"y":98}
1470735616821: 	draw	image-5	{"x":81,"y":98}
1470735616830: 	draw	image-5	{"x":76,"y":98}
1470735616838: 	draw	image-5	{"x":72,"y":100}
1470735616846: 	draw	image-5	{"x":67,"y":102}
1470735616855: 	draw	image-5	{"x":63,"y":105}
1470735616863: 	draw	image-5	{"x":60,"y":108}
1470735616871: 	draw	image-5	{"x":57,"y":110}
1470735616880: 	draw	image-5	{"x":56,"y":113}
1470735616889: 	draw	image-5	{"x":55,"y":115}
1470735616895: 	draw	image-5	{"x":55,"y":117}
1470735616904: 	draw	image-5	{"x":55,"y":120}
1470735616912: 	draw	image-5	{"x":55,"y":122}
1470735616920: 	draw	image-5	{"x":57,"y":123}
1470735616930: 	draw	image-5	{"x":58,"y":125}
1470735616938: 	draw	image-5	{"x":61,"y":126}
