1470149607239: 	acted on	sample
1470149626737: 	acted on	innerText
1470149626828: 	sub-instrument	start	shapes	true
1470149626830: 	activate	shapes
1470149627529: 	acted on	circle
1470149627611: 	sub-instrument	circle	shapes	true
1470149628548: 	shape started	{"x":1079,"y":157}
1470149628550: 	shape continued	10	circle
1470149628637: 	shape continued	17	circle
1470149628644: 	shape continued	22	circle
1470149628652: 	shape continued	26	circle
1470149628661: 	shape continued	30	circle
1470149628669: 	shape continued	35	circle
1470149628677: 	shape continued	40	circle
1470149628687: 	shape continued	44	circle
1470149628694: 	shape continued	49	circle
1470149628702: 	shape continued	53	circle
1470149628712: 	shape continued	58	circle
1470149628720: 	shape continued	63	circle
1470149628727: 	shape continued	68	circle
1470149628737: 	shape continued	74	circle
1470149628744: 	shape continued	80	circle
1470149628752: 	shape continued	86	circle
1470149628761: 	shape continued	91	circle
1470149628769: 	shape continued	97	circle
1470149628777: 	shape continued	103	circle
1470149628786: 	shape continued	109	circle
1470149628794: 	shape continued	114	circle
1470149628802: 	shape continued	120	circle
1470149628812: 	shape continued	126	circle
1470149628819: 	shape continued	130	circle
1470149628827: 	shape continued	135	circle
1470149628836: 	shape continued	139	circle
1470149628844: 	shape continued	145	circle
1470149628853: 	shape continued	150	circle
1470149628862: 	shape continued	155	circle
1470149628869: 	shape continued	161	circle
1470149628877: 	shape continued	166	circle
1470149628887: 	shape continued	172	circle
1470149628894: 	shape continued	176	circle
1470149628902: 	shape continued	182	circle
1470149628912: 	shape continued	188	circle
1470149628920: 	shape continued	191	circle
1470149628927: 	shape continued	196	circle
1470149628938: 	shape continued	201	circle
1470149628944: 	shape continued	204	circle
1470149628952: 	shape continued	209	circle
1470149628961: 	shape continued	212	circle
1470149628969: 	shape continued	216	circle
1470149628977: 	shape continued	219	circle
1470149628986: 	shape continued	223	circle
1470149628995: 	shape continued	227	circle
1470149629002: 	shape continued	230	circle
1470149629011: 	shape continued	234	circle
1470149629019: 	shape continued	237	circle
1470149629027: 	shape continued	240	circle
1470149629036: 	shape continued	243	circle
1470149629044: 	shape continued	245	circle
1470149629052: 	shape continued	248	circle
1470149629061: 	shape continued	250	circle
1470149629069: 	shape continued	252	circle
1470149629077: 	shape continued	254	circle
1470149629086: 	shape continued	256	circle
1470149629094: 	shape continued	258	circle
1470149629102: 	shape continued	260	circle
1470149629111: 	shape continued	262	circle
1470149629119: 	shape continued	265	circle
1470149629128: 	shape continued	267	circle
1470149629136: 	shape continued	269	circle
1470149629144: 	shape continued	271	circle
1470149629152: 	shape continued	273	circle
1470149629161: 	shape continued	275	circle
1470149629169: 	shape continued	277	circle
1470149629178: 	shape continued	279	circle
1470149629187: 	shape continued	281	circle
1470149629194: 	shape continued	282	circle
1470149629202: 	shape continued	284	circle
1470149629211: 	shape continued	286	circle
1470149629219: 	shape continued	287	circle
1470149629227: 	shape continued	288	circle
1470149629236: 	shape continued	290	circle
1470149629244: 	shape continued	291	circle
1470149629252: 	shape continued	293	circle
1470149629262: 	shape continued	294	circle
1470149629268: 	shape continued	296	circle
1470149629277: 	shape continued	298	circle
1470149629287: 	shape continued	299	circle
1470149629294: 	shape continued	301	circle
1470149629302: 	shape continued	303	circle
1470149629311: 	shape continued	305	circle
1470149629319: 	shape continued	308	circle
1470149629328: 	shape continued	310	circle
1470149629336: 	shape continued	312	circle
1470149629344: 	shape continued	314	circle
1470149629352: 	shape continued	316	circle
1470149629361: 	shape continued	318	circle
1470149629369: 	shape continued	319	circle
1470149629377: 	shape continued	321	circle
1470149629387: 	shape continued	323	circle
1470149629394: 	shape continued	324	circle
1470149629402: 	shape continued	327	circle
1470149629417: 	shape continued	328	circle
1470149629422: 	shape continued	329	circle
1470149629428: 	shape continued	331	circle
1470149629436: 	shape continued	332	circle
1470149629450: 	shape continued	334	circle
1470149629455: 	shape continued	335	circle
1470149629462: 	shape continued	337	circle
1470149629470: 	shape continued	338	circle
1470149629477: 	shape continued	340	circle
1470149629486: 	shape continued	341	circle
1470149629502: 	shape continued	342	circle
1470149629507: 	shape continued	343	circle
1470149629513: 	shape continued	345	circle
1470149629520: 	shape continued	346	circle
1470149629527: 	shape continued	347	circle
1470149629536: 	shape continued	348	circle
1470149629554: 	shape continued	349	circle
1470149629558: 	shape continued	350	circle
1470149629569: 	shape continued	352	circle
1470149629587: 	shape continued	353	circle
1470149629594: 	shape continued	354	circle
1470149629611: 	shape continued	355	circle
1470149629621: 	shape continued	356	circle
1470149629637: 	shape continued	357	circle
1470149629652: 	shape continued	358	circle
1470149630516: 	acted on	innerText
1470149630587: 	sub-instrument	stop	shapes	false
1470149630588: 	deactivate	shapes
