1470734535287	2016-08-09 11-22-15.287	acted	on	innerText
1470734536201	2016-08-09 11-22-16.201	acted	on	innerText
1470734547194	2016-08-09 11-22-27.194	moved	image-25	to	{"x":200,"y":431}
1470734547202	2016-08-09 11-22-27.202	action	mover	image-25	{"x":201,"y":430}
1470734547203	2016-08-09 11-22-27.203	moved	image-25	to	{"x":201,"y":430}
1470734547211	2016-08-09 11-22-27.211	action	mover	image-25	{"x":202,"y":427}
1470734547219	2016-08-09 11-22-27.219	action	mover	image-25	{"x":203,"y":426}
1470734547227	2016-08-09 11-22-27.227	action	mover	image-25	{"x":204,"y":424}
1470734547228	2016-08-09 11-22-27.228	moved	image-25	to	{"x":204,"y":424}
1470734547235	2016-08-09 11-22-27.235	action	mover	image-25	{"x":205,"y":423}
1470734547236	2016-08-09 11-22-27.236	moved	image-25	to	{"x":205,"y":423}
1470734547243	2016-08-09 11-22-27.243	action	mover	image-25	{"x":207,"y":420}
1470734547244	2016-08-09 11-22-27.244	moved	image-25	to	{"x":207,"y":420}
1470734547253	2016-08-09 11-22-27.253	action	mover	image-25	{"x":208,"y":418}
1470734547261	2016-08-09 11-22-27.261	action	mover	image-25	{"x":209,"y":416}
1470734547269	2016-08-09 11-22-27.269	action	mover	image-25	{"x":211,"y":414}
1470734547278	2016-08-09 11-22-27.278	action	mover	image-25	{"x":212,"y":412}
1470734547285	2016-08-09 11-22-27.285	action	mover	image-25	{"x":214,"y":409}
1470734547286	2016-08-09 11-22-27.286	moved	image-25	to	{"x":214,"y":409}
1470734547294	2016-08-09 11-22-27.294	action	mover	image-25	{"x":216,"y":405}
1470734547303	2016-08-09 11-22-27.303	action	mover	image-25	{"x":217,"y":402}
1470734547311	2016-08-09 11-22-27.311	action	mover	image-25	{"x":219,"y":399}
1470734547318	2016-08-09 11-22-27.318	action	mover	image-25	{"x":220,"y":396}
1470734547319	2016-08-09 11-22-27.319	moved	image-25	to	{"x":220,"y":396}
1470734547327	2016-08-09 11-22-27.327	action	mover	image-25	{"x":222,"y":393}
1470734547328	2016-08-09 11-22-27.328	moved	image-25	to	{"x":222,"y":393}
1470734547336	2016-08-09 11-22-27.336	action	mover	image-25	{"x":223,"y":390}
1470734547337	2016-08-09 11-22-27.337	moved	image-25	to	{"x":223,"y":390}
1470734547344	2016-08-09 11-22-27.344	action	mover	image-25	{"x":225,"y":386}
1470734547352	2016-08-09 11-22-27.352	action	mover	image-25	{"x":226,"y":383}
1470734547353	2016-08-09 11-22-27.353	moved	image-25	to	{"x":226,"y":383}
1470734547361	2016-08-09 11-22-27.361	action	mover	image-25	{"x":228,"y":379}
1470734547362	2016-08-09 11-22-27.362	moved	image-25	to	{"x":228,"y":379}
1470734547368	2016-08-09 11-22-27.368	action	mover	image-25	{"x":231,"y":375}
1470734547369	2016-08-09 11-22-27.369	moved	image-25	to	{"x":231,"y":375}
1470734547377	2016-08-09 11-22-27.377	action	mover	image-25	{"x":233,"y":372}
1470734547378	2016-08-09 11-22-27.378	moved	image-25	to	{"x":233,"y":372}
1470734547385	2016-08-09 11-22-27.385	action	mover	image-25	{"x":234,"y":369}
1470734547386	2016-08-09 11-22-27.386	moved	image-25	to	{"x":234,"y":369}
1470734547393	2016-08-09 11-22-27.393	action	mover	image-25	{"x":236,"y":366}
1470734547394	2016-08-09 11-22-27.394	moved	image-25	to	{"x":236,"y":366}
1470734547403	2016-08-09 11-22-27.403	action	mover	image-25	{"x":238,"y":362}
1470734547410	2016-08-09 11-22-27.410	action	mover	image-25	{"x":240,"y":359}
1470734547411	2016-08-09 11-22-27.411	moved	image-25	to	{"x":240,"y":359}
1470734547419	2016-08-09 11-22-27.419	action	mover	image-25	{"x":241,"y":355}
1470734547420	2016-08-09 11-22-27.420	moved	image-25	to	{"x":241,"y":355}
1470734547427	2016-08-09 11-22-27.427	action	mover	image-25	{"x":244,"y":351}
1470734547428	2016-08-09 11-22-27.428	moved	image-25	to	{"x":244,"y":351}
1470734547436	2016-08-09 11-22-27.436	action	mover	image-25	{"x":246,"y":347}
1470734547437	2016-08-09 11-22-27.437	moved	image-25	to	{"x":246,"y":347}
1470734547446	2016-08-09 11-22-27.446	action	mover	image-25	{"x":247,"y":344}
1470734547447	2016-08-09 11-22-27.447	moved	image-25	to	{"x":247,"y":344}
1470734547454	2016-08-09 11-22-27.454	action	mover	image-25	{"x":249,"y":340}
1470734547461	2016-08-09 11-22-27.461	action	mover	image-25	{"x":250,"y":337}
1470734547469	2016-08-09 11-22-27.469	action	mover	image-25	{"x":253,"y":332}
1470734547478	2016-08-09 11-22-27.478	action	mover	image-25	{"x":255,"y":326}
1470734547485	2016-08-09 11-22-27.485	action	mover	image-25	{"x":256,"y":324}
1470734547486	2016-08-09 11-22-27.486	moved	image-25	to	{"x":256,"y":324}
1470734547494	2016-08-09 11-22-27.494	action	mover	image-25	{"x":257,"y":321}
1470734547495	2016-08-09 11-22-27.495	moved	image-25	to	{"x":257,"y":321}
1470734547503	2016-08-09 11-22-27.503	action	mover	image-25	{"x":259,"y":317}
1470734547504	2016-08-09 11-22-27.504	moved	image-25	to	{"x":259,"y":317}
1470734547510	2016-08-09 11-22-27.510	action	mover	image-25	{"x":261,"y":312}
1470734547511	2016-08-09 11-22-27.511	moved	image-25	to	{"x":261,"y":312}
1470734547519	2016-08-09 11-22-27.519	action	mover	image-25	{"x":262,"y":308}
1470734547528	2016-08-09 11-22-27.528	action	mover	image-25	{"x":264,"y":305}
1470734547535	2016-08-09 11-22-27.535	action	mover	image-25	{"x":265,"y":301}
1470734547536	2016-08-09 11-22-27.536	moved	image-25	to	{"x":265,"y":301}
1470734547544	2016-08-09 11-22-27.544	action	mover	image-25	{"x":266,"y":296}
1470734547545	2016-08-09 11-22-27.545	moved	image-25	to	{"x":266,"y":296}
1470734547553	2016-08-09 11-22-27.553	action	mover	image-25	{"x":267,"y":293}
1470734547554	2016-08-09 11-22-27.554	moved	image-25	to	{"x":267,"y":293}
1470734547561	2016-08-09 11-22-27.561	action	mover	image-25	{"x":268,"y":290}
1470734547569	2016-08-09 11-22-27.569	action	mover	image-25	{"x":270,"y":285}
1470734547570	2016-08-09 11-22-27.570	moved	image-25	to	{"x":270,"y":285}
1470734547578	2016-08-09 11-22-27.578	action	mover	image-25	{"x":271,"y":282}
1470734547587	2016-08-09 11-22-27.587	action	mover	image-25	{"x":271,"y":279}
1470734547588	2016-08-09 11-22-27.588	moved	image-25	to	{"x":271,"y":279}
1470734547593	2016-08-09 11-22-27.593	action	mover	image-25	{"x":272,"y":276}
1470734547594	2016-08-09 11-22-27.594	moved	image-25	to	{"x":272,"y":276}
1470734547603	2016-08-09 11-22-27.603	action	mover	image-25	{"x":273,"y":272}
1470734547604	2016-08-09 11-22-27.604	moved	image-25	to	{"x":273,"y":272}
1470734547610	2016-08-09 11-22-27.610	action	mover	image-25	{"x":274,"y":268}
1470734547611	2016-08-09 11-22-27.611	moved	image-25	to	{"x":274,"y":268}
1470734547618	2016-08-09 11-22-27.618	action	mover	image-25	{"x":275,"y":265}
1470734547619	2016-08-09 11-22-27.619	moved	image-25	to	{"x":275,"y":265}
1470734547628	2016-08-09 11-22-27.628	action	mover	image-25	{"x":276,"y":262}
1470734547636	2016-08-09 11-22-27.636	action	mover	image-25	{"x":277,"y":258}
1470734547643	2016-08-09 11-22-27.643	action	mover	image-25	{"x":277,"y":256}
1470734547644	2016-08-09 11-22-27.644	moved	image-25	to	{"x":277,"y":256}
1470734547653	2016-08-09 11-22-27.653	action	mover	image-25	{"x":278,"y":253}
1470734547654	2016-08-09 11-22-27.654	moved	image-25	to	{"x":278,"y":253}
1470734547661	2016-08-09 11-22-27.661	action	mover	image-25	{"x":278,"y":249}
1470734547669	2016-08-09 11-22-27.669	action	mover	image-25	{"x":279,"y":247}
1470734547671	2016-08-09 11-22-27.671	moved	image-25	to	{"x":279,"y":247}
1470734547677	2016-08-09 11-22-27.677	action	mover	image-25	{"x":280,"y":243}
1470734547678	2016-08-09 11-22-27.678	moved	image-25	to	{"x":280,"y":243}
1470734547686	2016-08-09 11-22-27.686	action	mover	image-25	{"x":280,"y":240}
1470734547687	2016-08-09 11-22-27.687	moved	image-25	to	{"x":280,"y":240}
1470734547693	2016-08-09 11-22-27.693	action	mover	image-25	{"x":281,"y":237}
1470734547694	2016-08-09 11-22-27.694	moved	image-25	to	{"x":281,"y":237}
1470734547702	2016-08-09 11-22-27.702	action	mover	image-25	{"x":282,"y":234}
1470734547703	2016-08-09 11-22-27.703	moved	image-25	to	{"x":282,"y":234}
1470734547710	2016-08-09 11-22-27.710	action	mover	image-25	{"x":282,"y":232}
1470734547711	2016-08-09 11-22-27.711	moved	image-25	to	{"x":282,"y":232}
1470734547719	2016-08-09 11-22-27.719	action	mover	image-25	{"x":282,"y":229}
1470734547720	2016-08-09 11-22-27.720	moved	image-25	to	{"x":282,"y":229}
1470734547729	2016-08-09 11-22-27.729	action	mover	image-25	{"x":282,"y":227}
1470734547735	2016-08-09 11-22-27.735	action	mover	image-25	{"x":282,"y":225}
1470734547736	2016-08-09 11-22-27.736	moved	image-25	to	{"x":282,"y":225}
1470734547744	2016-08-09 11-22-27.744	action	mover	image-25	{"x":283,"y":222}
1470734547753	2016-08-09 11-22-27.753	action	mover	image-25	{"x":283,"y":221}
1470734547754	2016-08-09 11-22-27.754	moved	image-25	to	{"x":283,"y":221}
1470734547760	2016-08-09 11-22-27.760	action	mover	image-25	{"x":283,"y":219}
1470734547761	2016-08-09 11-22-27.761	moved	image-25	to	{"x":283,"y":219}
1470734547769	2016-08-09 11-22-27.769	action	mover	image-25	{"x":283,"y":217}
1470734547778	2016-08-09 11-22-27.778	action	mover	image-25	{"x":284,"y":215}
1470734547785	2016-08-09 11-22-27.785	action	mover	image-25	{"x":284,"y":213}
1470734547786	2016-08-09 11-22-27.786	moved	image-25	to	{"x":284,"y":213}
1470734547795	2016-08-09 11-22-27.795	action	mover	image-25	{"x":285,"y":211}
1470734547796	2016-08-09 11-22-27.796	moved	image-25	to	{"x":285,"y":211}
1470734547803	2016-08-09 11-22-27.803	action	mover	image-25	{"x":285,"y":208}
1470734547810	2016-08-09 11-22-27.810	action	mover	image-25	{"x":285,"y":206}
1470734547811	2016-08-09 11-22-27.811	moved	image-25	to	{"x":285,"y":206}
1470734547819	2016-08-09 11-22-27.819	action	mover	image-25	{"x":286,"y":205}
1470734547827	2016-08-09 11-22-27.827	action	mover	image-25	{"x":286,"y":203}
1470734547828	2016-08-09 11-22-27.828	moved	image-25	to	{"x":286,"y":203}
1470734547836	2016-08-09 11-22-27.836	action	mover	image-25	{"x":286,"y":202}
1470734547837	2016-08-09 11-22-27.837	moved	image-25	to	{"x":286,"y":202}
1470734547844	2016-08-09 11-22-27.844	action	mover	image-25	{"x":286,"y":199}
1470734547845	2016-08-09 11-22-27.845	moved	image-25	to	{"x":286,"y":199}
1470734547852	2016-08-09 11-22-27.852	action	mover	image-25	{"x":286,"y":198}
1470734547853	2016-08-09 11-22-27.853	moved	image-25	to	{"x":286,"y":198}
1470734547861	2016-08-09 11-22-27.861	action	mover	image-25	{"x":287,"y":195}
1470734547862	2016-08-09 11-22-27.862	moved	image-25	to	{"x":287,"y":195}
1470734547869	2016-08-09 11-22-27.869	action	mover	image-25	{"x":287,"y":194}
1470734547878	2016-08-09 11-22-27.878	action	mover	image-25	{"x":287,"y":192}
1470734547879	2016-08-09 11-22-27.879	moved	image-25	to	{"x":287,"y":192}
1470734547885	2016-08-09 11-22-27.885	action	mover	image-25	{"x":288,"y":191}
1470734547886	2016-08-09 11-22-27.886	moved	image-25	to	{"x":288,"y":191}
1470734547894	2016-08-09 11-22-27.894	action	mover	image-25	{"x":288,"y":190}
1470734547903	2016-08-09 11-22-27.903	action	mover	image-25	{"x":288,"y":188}
1470734547919	2016-08-09 11-22-27.919	action	mover	image-25	{"x":288,"y":186}
1470734547920	2016-08-09 11-22-27.920	moved	image-25	to	{"x":288,"y":186}
1470734547927	2016-08-09 11-22-27.927	action	mover	image-25	{"x":289,"y":185}
1470734547928	2016-08-09 11-22-27.928	moved	image-25	to	{"x":289,"y":185}
1470734547936	2016-08-09 11-22-27.936	action	mover	image-25	{"x":289,"y":183}
1470734547953	2016-08-09 11-22-27.953	action	mover	image-25	{"x":289,"y":181}
1470734547954	2016-08-09 11-22-27.954	moved	image-25	to	{"x":289,"y":181}
1470734547960	2016-08-09 11-22-27.960	action	mover	image-25	{"x":290,"y":180}
1470734547961	2016-08-09 11-22-27.961	moved	image-25	to	{"x":290,"y":180}
1470734547969	2016-08-09 11-22-27.969	action	mover	image-25	{"x":290,"y":178}
1470734547970	2016-08-09 11-22-27.970	moved	image-25	to	{"x":290,"y":178}
1470734547978	2016-08-09 11-22-27.978	action	mover	image-25	{"x":290,"y":177}
1470734547986	2016-08-09 11-22-27.986	action	mover	image-25	{"x":291,"y":176}
1470734547987	2016-08-09 11-22-27.987	moved	image-25	to	{"x":291,"y":176}
1470734547993	2016-08-09 11-22-27.993	action	mover	image-25	{"x":291,"y":175}
1470734547994	2016-08-09 11-22-27.994	moved	image-25	to	{"x":291,"y":175}
1470734548003	2016-08-09 11-22-28.003	action	mover	image-25	{"x":291,"y":174}
1470734548004	2016-08-09 11-22-28.004	moved	image-25	to	{"x":291,"y":174}
1470734548011	2016-08-09 11-22-28.011	action	mover	image-25	{"x":291,"y":173}
1470734548021	2016-08-09 11-22-28.021	action	mover	image-25	{"x":291,"y":172}
1470734548036	2016-08-09 11-22-28.036	action	mover	image-25	{"x":292,"y":171}
1470734548043	2016-08-09 11-22-28.043	action	mover	image-25	{"x":292,"y":170}
1470734548044	2016-08-09 11-22-28.044	moved	image-25	to	{"x":292,"y":170}
1470734548061	2016-08-09 11-22-28.061	action	mover	image-25	{"x":292,"y":169}
1470734548128	2016-08-09 11-22-28.128	action	mover	image-25	{"x":292,"y":168}
1470734548129	2016-08-09 11-22-28.129	moved	image-25	to	{"x":292,"y":168}
1470734548179	2016-08-09 11-22-28.179	action	mover	image-25	{"x":292,"y":169}
1470734550978	2016-08-09 11-22-30.978	acted	on	image-1
1470734550980	2016-08-09 11-22-30.980	action	mover	image-1	{"x":1141,"y":455}
1470734550981	2016-08-09 11-22-30.981	start	moving	image-1	from	{"x":80,"y":82}
1470734551102	2016-08-09 11-22-31.102	action	mover	image-1	{"x":1126,"y":457}
1470734551110	2016-08-09 11-22-31.110	action	mover	image-1	{"x":1123,"y":458}
1470734551118	2016-08-09 11-22-31.118	action	mover	image-1	{"x":1120,"y":458}
1470734551119	2016-08-09 11-22-31.119	moved	image-1	to	{"x":1120,"y":458}
1470734551126	2016-08-09 11-22-31.126	action	mover	image-1	{"x":1116,"y":459}
1470734551127	2016-08-09 11-22-31.127	moved	image-1	to	{"x":1116,"y":459}
1470734551135	2016-08-09 11-22-31.135	action	mover	image-1	{"x":1113,"y":460}
1470734551143	2016-08-09 11-22-31.143	action	mover	image-1	{"x":1110,"y":460}
1470734551144	2016-08-09 11-22-31.144	moved	image-1	to	{"x":1110,"y":460}
1470734551152	2016-08-09 11-22-31.152	action	mover	image-1	{"x":1107,"y":460}
1470734551153	2016-08-09 11-22-31.153	moved	image-1	to	{"x":1107,"y":460}
1470734551159	2016-08-09 11-22-31.159	action	mover	image-1	{"x":1104,"y":461}
1470734551160	2016-08-09 11-22-31.160	moved	image-1	to	{"x":1104,"y":461}
1470734551169	2016-08-09 11-22-31.169	action	mover	image-1	{"x":1101,"y":461}
1470734551170	2016-08-09 11-22-31.170	moved	image-1	to	{"x":1101,"y":461}
1470734551176	2016-08-09 11-22-31.176	action	mover	image-1	{"x":1099,"y":462}
1470734551178	2016-08-09 11-22-31.178	moved	image-1	to	{"x":1099,"y":462}
1470734551186	2016-08-09 11-22-31.186	action	mover	image-1	{"x":1096,"y":463}
1470734551187	2016-08-09 11-22-31.187	moved	image-1	to	{"x":1096,"y":463}
1470734551194	2016-08-09 11-22-31.194	action	mover	image-1	{"x":1094,"y":463}
1470734551195	2016-08-09 11-22-31.195	moved	image-1	to	{"x":1094,"y":463}
1470734551201	2016-08-09 11-22-31.201	action	mover	image-1	{"x":1092,"y":463}
1470734551202	2016-08-09 11-22-31.202	moved	image-1	to	{"x":1092,"y":463}
1470734551209	2016-08-09 11-22-31.209	action	mover	image-1	{"x":1090,"y":464}
1470734551210	2016-08-09 11-22-31.210	moved	image-1	to	{"x":1090,"y":464}
1470734551218	2016-08-09 11-22-31.218	action	mover	image-1	{"x":1089,"y":464}
1470734551219	2016-08-09 11-22-31.219	moved	image-1	to	{"x":1089,"y":464}
1470734551226	2016-08-09 11-22-31.226	action	mover	image-1	{"x":1088,"y":465}
1470734551227	2016-08-09 11-22-31.227	moved	image-1	to	{"x":1088,"y":465}
1470734551235	2016-08-09 11-22-31.235	action	mover	image-1	{"x":1087,"y":465}
1470734551243	2016-08-09 11-22-31.243	action	mover	image-1	{"x":1085,"y":466}
1470734551244	2016-08-09 11-22-31.244	moved	image-1	to	{"x":1085,"y":466}
1470734551251	2016-08-09 11-22-31.251	action	mover	image-1	{"x":1084,"y":467}
1470734551252	2016-08-09 11-22-31.252	moved	image-1	to	{"x":1084,"y":467}
1470734551260	2016-08-09 11-22-31.260	action	mover	image-1	{"x":1083,"y":467}
1470734551261	2016-08-09 11-22-31.261	moved	image-1	to	{"x":1083,"y":467}
1470734551268	2016-08-09 11-22-31.268	action	mover	image-1	{"x":1082,"y":468}
1470734551269	2016-08-09 11-22-31.269	moved	image-1	to	{"x":1082,"y":468}
1470734551277	2016-08-09 11-22-31.277	action	mover	image-1	{"x":1081,"y":468}
1470734551284	2016-08-09 11-22-31.284	action	mover	image-1	{"x":1080,"y":468}
1470734551285	2016-08-09 11-22-31.285	moved	image-1	to	{"x":1080,"y":468}
1470734551294	2016-08-09 11-22-31.294	action	mover	image-1	{"x":1079,"y":469}
1470734551295	2016-08-09 11-22-31.295	moved	image-1	to	{"x":1079,"y":469}
1470734551302	2016-08-09 11-22-31.302	action	mover	image-1	{"x":1078,"y":469}
1470734551303	2016-08-09 11-22-31.303	moved	image-1	to	{"x":1078,"y":469}
1470734551309	2016-08-09 11-22-31.309	action	mover	image-1	{"x":1077,"y":470}
1470734551310	2016-08-09 11-22-31.310	moved	image-1	to	{"x":1077,"y":470}
1470734551326	2016-08-09 11-22-31.326	action	mover	image-1	{"x":1075,"y":471}
1470734551327	2016-08-09 11-22-31.327	moved	image-1	to	{"x":1075,"y":471}
1470734551334	2016-08-09 11-22-31.334	action	mover	image-1	{"x":1074,"y":472}
1470734551335	2016-08-09 11-22-31.335	moved	image-1	to	{"x":1074,"y":472}
1470734551343	2016-08-09 11-22-31.343	action	mover	image-1	{"x":1073,"y":473}
1470734551344	2016-08-09 11-22-31.344	moved	image-1	to	{"x":1073,"y":473}
1470734551351	2016-08-09 11-22-31.351	action	mover	image-1	{"x":1072,"y":473}
1470734551352	2016-08-09 11-22-31.352	moved	image-1	to	{"x":1072,"y":473}
1470734551359	2016-08-09 11-22-31.359	action	mover	image-1	{"x":1070,"y":474}
1470734551368	2016-08-09 11-22-31.368	action	mover	image-1	{"x":1068,"y":475}
1470734551369	2016-08-09 11-22-31.369	moved	image-1	to	{"x":1068,"y":475}
1470734551378	2016-08-09 11-22-31.378	action	mover	image-1	{"x":1067,"y":476}
1470734551384	2016-08-09 11-22-31.384	action	mover	image-1	{"x":1065,"y":477}
1470734551385	2016-08-09 11-22-31.385	moved	image-1	to	{"x":1065,"y":477}
1470734551393	2016-08-09 11-22-31.393	action	mover	image-1	{"x":1064,"y":478}
1470734551394	2016-08-09 11-22-31.394	moved	image-1	to	{"x":1064,"y":478}
1470734551401	2016-08-09 11-22-31.401	action	mover	image-1	{"x":1061,"y":479}
1470734551403	2016-08-09 11-22-31.403	moved	image-1	to	{"x":1061,"y":479}
1470734551409	2016-08-09 11-22-31.409	action	mover	image-1	{"x":1058,"y":480}
1470734551410	2016-08-09 11-22-31.410	moved	image-1	to	{"x":1058,"y":480}
1470734551418	2016-08-09 11-22-31.418	action	mover	image-1	{"x":1055,"y":481}
1470734551419	2016-08-09 11-22-31.419	moved	image-1	to	{"x":1055,"y":481}
1470734551426	2016-08-09 11-22-31.426	action	mover	image-1	{"x":1051,"y":483}
1470734551427	2016-08-09 11-22-31.427	moved	image-1	to	{"x":1051,"y":483}
1470734551434	2016-08-09 11-22-31.434	action	mover	image-1	{"x":1047,"y":484}
1470734551435	2016-08-09 11-22-31.435	moved	image-1	to	{"x":1047,"y":484}
1470734551444	2016-08-09 11-22-31.444	action	mover	image-1	{"x":1043,"y":485}
1470734551445	2016-08-09 11-22-31.445	moved	image-1	to	{"x":1043,"y":485}
1470734551451	2016-08-09 11-22-31.451	action	mover	image-1	{"x":1038,"y":486}
1470734551453	2016-08-09 11-22-31.453	moved	image-1	to	{"x":1038,"y":486}
1470734551459	2016-08-09 11-22-31.459	action	mover	image-1	{"x":1032,"y":487}
1470734551460	2016-08-09 11-22-31.460	moved	image-1	to	{"x":1032,"y":487}
1470734551468	2016-08-09 11-22-31.468	action	mover	image-1	{"x":1026,"y":488}
1470734551469	2016-08-09 11-22-31.469	moved	image-1	to	{"x":1026,"y":488}
1470734551476	2016-08-09 11-22-31.476	action	mover	image-1	{"x":1020,"y":490}
1470734551477	2016-08-09 11-22-31.477	moved	image-1	to	{"x":1020,"y":490}
1470734551484	2016-08-09 11-22-31.484	action	mover	image-1	{"x":1014,"y":491}
1470734551485	2016-08-09 11-22-31.485	moved	image-1	to	{"x":1014,"y":491}
1470734551493	2016-08-09 11-22-31.493	action	mover	image-1	{"x":1007,"y":492}
1470734551494	2016-08-09 11-22-31.494	moved	image-1	to	{"x":1007,"y":492}
1470734551501	2016-08-09 11-22-31.501	action	mover	image-1	{"x":1001,"y":493}
1470734551503	2016-08-09 11-22-31.503	moved	image-1	to	{"x":1001,"y":493}
1470734551509	2016-08-09 11-22-31.509	action	mover	image-1	{"x":994,"y":495}
1470734551518	2016-08-09 11-22-31.518	action	mover	image-1	{"x":987,"y":496}
1470734551519	2016-08-09 11-22-31.519	moved	image-1	to	{"x":987,"y":496}
1470734551526	2016-08-09 11-22-31.526	action	mover	image-1	{"x":980,"y":498}
1470734551527	2016-08-09 11-22-31.527	moved	image-1	to	{"x":980,"y":498}
1470734551534	2016-08-09 11-22-31.534	action	mover	image-1	{"x":973,"y":498}
1470734551535	2016-08-09 11-22-31.535	moved	image-1	to	{"x":973,"y":498}
1470734551544	2016-08-09 11-22-31.544	action	mover	image-1	{"x":966,"y":500}
1470734551545	2016-08-09 11-22-31.545	moved	image-1	to	{"x":966,"y":500}
1470734551552	2016-08-09 11-22-31.552	action	mover	image-1	{"x":958,"y":501}
1470734551553	2016-08-09 11-22-31.553	moved	image-1	to	{"x":958,"y":501}
1470734551559	2016-08-09 11-22-31.559	action	mover	image-1	{"x":951,"y":502}
1470734551560	2016-08-09 11-22-31.560	moved	image-1	to	{"x":951,"y":502}
1470734551568	2016-08-09 11-22-31.568	action	mover	image-1	{"x":943,"y":503}
1470734551569	2016-08-09 11-22-31.569	moved	image-1	to	{"x":943,"y":503}
1470734551576	2016-08-09 11-22-31.576	action	mover	image-1	{"x":935,"y":504}
1470734551577	2016-08-09 11-22-31.577	moved	image-1	to	{"x":935,"y":504}
