1470133636324: 	acted on	innerText
1470133636407: 	sub-instrument	start	draw	true
1470133636408: 	activate	draw
1470133637136: 	draw	image-5	{"x":45,"y":75}
1470133637300: 	draw	image-5	{"x":33,"y":85}
1470133637309: 	draw	image-5	{"x":33,"y":87}
1470133637318: 	draw	image-5	{"x":33,"y":88}
1470133637323: 	draw	image-5	{"x":33,"y":89}
1470133637331: 	draw	image-5	{"x":35,"y":91}
1470133637340: 	draw	image-5	{"x":36,"y":92}
1470133637348: 	draw	image-5	{"x":37,"y":92}
1470133637355: 	draw	image-5	{"x":40,"y":93}
1470133637364: 	draw	image-5	{"x":43,"y":93}
1470133637372: 	draw	image-5	{"x":46,"y":93}
1470133637380: 	draw	image-5	{"x":49,"y":92}
1470133637390: 	draw	image-5	{"x":52,"y":91}
1470133637398: 	draw	image-5	{"x":55,"y":90}
1470133637405: 	draw	image-5	{"x":57,"y":88}
1470133637414: 	draw	image-5	{"x":58,"y":87}
1470133637423: 	draw	image-5	{"x":59,"y":85}
1470133637430: 	draw	image-5	{"x":60,"y":83}
1470133637439: 	draw	image-5	{"x":60,"y":81}
1470133637447: 	draw	image-5	{"x":60,"y":79}
1470133637455: 	draw	image-5	{"x":59,"y":76}
1470133637464: 	draw	image-5	{"x":58,"y":75}
1470133637472: 	draw	image-5	{"x":57,"y":72}
1470133637480: 	draw	image-5	{"x":55,"y":71}
1470133637490: 	draw	image-5	{"x":54,"y":70}
1470133637497: 	draw	image-5	{"x":52,"y":68}
1470133637505: 	draw	image-5	{"x":51,"y":68}
1470133637514: 	draw	image-5	{"x":50,"y":67}
1470133637523: 	draw	image-5	{"x":49,"y":67}
1470133637547: 	draw	image-5	{"x":48,"y":67}
1470133637564: 	draw	image-5	{"x":47,"y":67}
1470133637580: 	draw	image-5	{"x":46,"y":67}
1470133637589: 	draw	image-5	{"x":45,"y":67}
1470133637597: 	draw	image-5	{"x":44,"y":68}
1470133637605: 	draw	image-5	{"x":41,"y":69}
1470133637614: 	draw	image-5	{"x":38,"y":71}
1470133637624: 	draw	image-5	{"x":36,"y":73}
1470133637630: 	draw	image-5	{"x":33,"y":75}
1470133637639: 	draw	image-5	{"x":31,"y":77}
1470133637648: 	draw	image-5	{"x":29,"y":79}
1470133637655: 	draw	image-5	{"x":28,"y":81}
1470133637664: 	draw	image-5	{"x":27,"y":82}
1470133637672: 	draw	image-5	{"x":27,"y":84}
1470133637680: 	draw	image-5	{"x":26,"y":85}
1470133637689: 	draw	image-5	{"x":26,"y":86}
1470133637697: 	draw	image-5	{"x":27,"y":88}
1470133637705: 	draw	image-5	{"x":27,"y":89}
1470133637714: 	draw	image-5	{"x":29,"y":90}
1470133637722: 	draw	image-5	{"x":30,"y":91}
1470133637730: 	draw	image-5	{"x":31,"y":92}
1470133637740: 	draw	image-5	{"x":34,"y":92}
1470133637747: 	draw	image-5	{"x":36,"y":92}
1470133637756: 	draw	image-5	{"x":39,"y":91}
1470133637764: 	draw	image-5	{"x":42,"y":89}
1470133637772: 	draw	image-5	{"x":43,"y":86}
1470133637780: 	draw	image-5	{"x":45,"y":84}
1470133637790: 	draw	image-5	{"x":46,"y":82}
1470133637797: 	draw	image-5	{"x":46,"y":79}
1470133637805: 	draw	image-5	{"x":46,"y":77}
1470133637814: 	draw	image-5	{"x":46,"y":75}
1470133637822: 	draw	image-5	{"x":46,"y":74}
1470133637831: 	draw	image-5	{"x":44,"y":71}
1470133637839: 	draw	image-5	{"x":43,"y":70}
1470133637847: 	draw	image-5	{"x":41,"y":68}
1470133637856: 	draw	image-5	{"x":40,"y":67}
1470133637864: 	draw	image-5	{"x":38,"y":66}
1470133637872: 	draw	image-5	{"x":35,"y":66}
1470133637880: 	draw	image-5	{"x":33,"y":66}
1470133637890: 	draw	image-5	{"x":31,"y":67}
1470133637897: 	draw	image-5	{"x":30,"y":67}
1470133637905: 	draw	image-5	{"x":28,"y":68}
1470133637914: 	draw	image-5	{"x":27,"y":69}
1470133637922: 	draw	image-5	{"x":26,"y":70}
1470133637930: 	draw	image-5	{"x":26,"y":72}
1470133637939: 	draw	image-5	{"x":26,"y":73}
1470133637947: 	draw	image-5	{"x":26,"y":75}
1470133637955: 	draw	image-5	{"x":27,"y":77}
1470133637964: 	draw	image-5	{"x":28,"y":79}
1470133637972: 	draw	image-5	{"x":29,"y":80}
1470133637981: 	draw	image-5	{"x":31,"y":82}
1470133637988: 	draw	image-5	{"x":34,"y":84}
1470133637996: 	draw	image-5	{"x":36,"y":85}
1470133638004: 	draw	image-5	{"x":40,"y":86}
1470133638014: 	draw	image-5	{"x":43,"y":87}
1470133638021: 	draw	image-5	{"x":46,"y":88}
1470133638029: 	draw	image-5	{"x":49,"y":89}
1470133638308: 	draw	image-5	{"x":69,"y":99}
1470133638406: 	draw	image-5	{"x":60,"y":113}
1470133638415: 	draw	image-5	{"x":61,"y":115}
1470133638422: 	draw	image-5	{"x":61,"y":116}
1470133638430: 	draw	image-5	{"x":62,"y":117}
1470133638440: 	draw	image-5	{"x":63,"y":119}
1470133638447: 	draw	image-5	{"x":64,"y":120}
1470133638455: 	draw	image-5	{"x":66,"y":121}
1470133638465: 	draw	image-5	{"x":67,"y":121}
1470133638472: 	draw	image-5	{"x":70,"y":122}
1470133638481: 	draw	image-5	{"x":71,"y":122}
1470133638489: 	draw	image-5	{"x":73,"y":122}
1470133638497: 	draw	image-5	{"x":75,"y":121}
1470133638505: 	draw	image-5	{"x":78,"y":119}
1470133638515: 	draw	image-5	{"x":80,"y":117}
1470133638522: 	draw	image-5	{"x":81,"y":115}
1470133638531: 	draw	image-5	{"x":81,"y":113}
1470133638540: 	draw	image-5	{"x":82,"y":112}
1470133638547: 	draw	image-5	{"x":82,"y":109}
1470133638555: 	draw	image-5	{"x":83,"y":106}
1470133638565: 	draw	image-5	{"x":83,"y":103}
1470133638572: 	draw	image-5	{"x":82,"y":100}
1470133638580: 	draw	image-5	{"x":81,"y":98}
1470133638591: 	draw	image-5	{"x":80,"y":95}
1470133638597: 	draw	image-5	{"x":79,"y":93}
1470133638606: 	draw	image-5	{"x":77,"y":91}
1470133638616: 	draw	image-5	{"x":76,"y":89}
1470133638622: 	draw	image-5	{"x":74,"y":88}
1470133638630: 	draw	image-5	{"x":72,"y":87}
1470133638640: 	draw	image-5	{"x":71,"y":87}
1470133638648: 	draw	image-5	{"x":69,"y":87}
1470133638656: 	draw	image-5	{"x":67,"y":87}
1470133638664: 	draw	image-5	{"x":64,"y":88}
1470133638672: 	draw	image-5	{"x":61,"y":89}
1470133638680: 	draw	image-5	{"x":59,"y":91}
1470133638689: 	draw	image-5	{"x":57,"y":93}
1470133638698: 	draw	image-5	{"x":55,"y":95}
1470133638705: 	draw	image-5	{"x":54,"y":97}
1470133638714: 	draw	image-5	{"x":53,"y":101}
1470133638723: 	draw	image-5	{"x":52,"y":103}
1470133638730: 	draw	image-5	{"x":52,"y":106}
