1470133899757: 	acted on	innerText
1470133899903: 	sub-instrument	start	mover	true
1470133899904: 	activate	mover
1470133901403: 	start moving	image-48	from	{"x":82,"y":90}
1470133901468: 	moved	image-48	to	{"x":1165,"y":522}
1470133901477: 	moved	image-48	to	{"x":1160,"y":523}
1470133901484: 	moved	image-48	to	{"x":1155,"y":523}
1470133901492: 	moved	image-48	to	{"x":1151,"y":524}
1470133901501: 	moved	image-48	to	{"x":1147,"y":524}
1470133901509: 	moved	image-48	to	{"x":1142,"y":524}
1470133901516: 	moved	image-48	to	{"x":1138,"y":525}
1470133901528: 	moved	image-48	to	{"x":1133,"y":526}
1470133901534: 	moved	image-48	to	{"x":1128,"y":526}
1470133901542: 	moved	image-48	to	{"x":1124,"y":527}
1470133901551: 	moved	image-48	to	{"x":1119,"y":528}
1470133901559: 	moved	image-48	to	{"x":1115,"y":528}
1470133901568: 	moved	image-48	to	{"x":1110,"y":529}
1470133901576: 	moved	image-48	to	{"x":1107,"y":529}
1470133901583: 	moved	image-48	to	{"x":1103,"y":531}
1470133901591: 	moved	image-48	to	{"x":1098,"y":533}
1470133901601: 	moved	image-48	to	{"x":1095,"y":534}
1470133901609: 	moved	image-48	to	{"x":1091,"y":534}
1470133901617: 	moved	image-48	to	{"x":1089,"y":535}
1470133901628: 	moved	image-48	to	{"x":1085,"y":536}
1470133901635: 	moved	image-48	to	{"x":1083,"y":537}
1470133901643: 	moved	image-48	to	{"x":1080,"y":538}
1470133901651: 	moved	image-48	to	{"x":1077,"y":540}
1470133901658: 	moved	image-48	to	{"x":1074,"y":541}
1470133901667: 	moved	image-48	to	{"x":1070,"y":543}
1470133901676: 	moved	image-48	to	{"x":1067,"y":544}
1470133901684: 	moved	image-48	to	{"x":1063,"y":546}
1470133901691: 	moved	image-48	to	{"x":1060,"y":547}
1470133901701: 	moved	image-48	to	{"x":1055,"y":549}
1470133901709: 	moved	image-48	to	{"x":1050,"y":551}
1470133901717: 	moved	image-48	to	{"x":1046,"y":552}
1470133901725: 	moved	image-48	to	{"x":1041,"y":553}
1470133901734: 	moved	image-48	to	{"x":1034,"y":554}
1470133901743: 	moved	image-48	to	{"x":1028,"y":556}
1470133901751: 	moved	image-48	to	{"x":1022,"y":556}
1470133901758: 	moved	image-48	to	{"x":1015,"y":557}
1470133901767: 	moved	image-48	to	{"x":1007,"y":557}
1470133901776: 	moved	image-48	to	{"x":999,"y":558}
1470133901783: 	moved	image-48	to	{"x":990,"y":560}
1470133901791: 	moved	image-48	to	{"x":978,"y":560}
1470133901802: 	moved	image-48	to	{"x":967,"y":561}
1470133901809: 	moved	image-48	to	{"x":956,"y":561}
1470133901817: 	moved	image-48	to	{"x":943,"y":562}
1470133901826: 	moved	image-48	to	{"x":933,"y":562}
1470133901834: 	moved	image-48	to	{"x":920,"y":564}
1470133901842: 	moved	image-48	to	{"x":908,"y":564}
1470133901851: 	moved	image-48	to	{"x":896,"y":564}
1470133901858: 	moved	image-48	to	{"x":884,"y":564}
1470133901867: 	moved	image-48	to	{"x":871,"y":565}
1470133901875: 	moved	image-48	to	{"x":859,"y":564}
1470133901884: 	moved	image-48	to	{"x":846,"y":566}
1470133901891: 	moved	image-48	to	{"x":833,"y":566}
1470133901901: 	moved	image-48	to	{"x":820,"y":567}
1470133901909: 	moved	image-48	to	{"x":809,"y":568}
1470133901918: 	moved	image-48	to	{"x":797,"y":568}
1470133901925: 	moved	image-48	to	{"x":787,"y":570}
1470133901935: 	moved	image-48	to	{"x":778,"y":570}
1470133901942: 	moved	image-48	to	{"x":769,"y":570}
