1470133681832: 	acted on	sample
1470133686716: 	acted on	innerText
1470133686848: 	sub-instrument	start	shapes	true
1470133686849: 	activate	shapes
1470133687623: 	acted on	circle
1470133687764: 	sub-instrument	circle	shapes	true
1470133688791: 	shape started	{"x":1066,"y":212}
1470133688793: 	shape continued	10	circle
1470133688922: 	shape continued	10	circle
1470133688929: 	shape continued	10	circle
1470133688938: 	shape continued	10	circle
1470133688945: 	shape continued	11	circle
1470133688954: 	shape continued	12	circle
1470133688963: 	shape continued	13	circle
1470133688971: 	shape continued	14	circle
1470133688979: 	shape continued	15	circle
1470133688988: 	shape continued	16	circle
1470133688996: 	shape continued	18	circle
1470133689004: 	shape continued	20	circle
1470133689013: 	shape continued	22	circle
1470133689021: 	shape continued	24	circle
1470133689029: 	shape continued	27	circle
1470133689037: 	shape continued	30	circle
1470133689047: 	shape continued	33	circle
1470133689054: 	shape continued	37	circle
1470133689063: 	shape continued	40	circle
1470133689070: 	shape continued	43	circle
1470133689079: 	shape continued	47	circle
1470133689087: 	shape continued	51	circle
1470133689096: 	shape continued	55	circle
1470133689103: 	shape continued	59	circle
1470133689114: 	shape continued	62	circle
1470133689121: 	shape continued	67	circle
1470133689129: 	shape continued	70	circle
1470133689138: 	shape continued	74	circle
1470133689146: 	shape continued	77	circle
1470133689154: 	shape continued	79	circle
1470133689163: 	shape continued	81	circle
1470133689170: 	shape continued	83	circle
1470133689179: 	shape continued	85	circle
1470133689188: 	shape continued	88	circle
1470133689195: 	shape continued	91	circle
1470133689203: 	shape continued	93	circle
1470133689213: 	shape continued	96	circle
1470133689221: 	shape continued	99	circle
1470133689228: 	shape continued	102	circle
1470133689238: 	shape continued	105	circle
1470133689246: 	shape continued	108	circle
1470133689253: 	shape continued	111	circle
1470133689263: 	shape continued	114	circle
1470133689271: 	shape continued	116	circle
1470133689278: 	shape continued	119	circle
1470133689288: 	shape continued	121	circle
1470133689296: 	shape continued	123	circle
1470133689303: 	shape continued	126	circle
1470133689313: 	shape continued	129	circle
1470133689320: 	shape continued	131	circle
1470133689328: 	shape continued	133	circle
1470133689338: 	shape continued	135	circle
1470133689345: 	shape continued	137	circle
1470133689353: 	shape continued	139	circle
1470133689363: 	shape continued	141	circle
1470133689370: 	shape continued	142	circle
1470133689378: 	shape continued	145	circle
1470133689388: 	shape continued	147	circle
1470133689395: 	shape continued	149	circle
1470133689403: 	shape continued	150	circle
1470133689414: 	shape continued	152	circle
1470133689421: 	shape continued	154	circle
1470133689428: 	shape continued	155	circle
1470133689439: 	shape continued	157	circle
1470133689445: 	shape continued	159	circle
1470133689454: 	shape continued	161	circle
1470133689463: 	shape continued	162	circle
1470133689470: 	shape continued	165	circle
1470133689478: 	shape continued	166	circle
1470133689489: 	shape continued	167	circle
1470133689495: 	shape continued	168	circle
1470133689504: 	shape continued	169	circle
1470133689513: 	shape continued	170	circle
1470133689520: 	shape continued	171	circle
1470133689537: 	shape continued	172	circle
1470133689546: 	shape continued	173	circle
1470133689554: 	shape continued	174	circle
1470133689571: 	shape continued	175	circle
1470133689578: 	shape continued	176	circle
1470133689588: 	shape continued	177	circle
1470133689603: 	shape continued	178	circle
1470133689612: 	shape continued	179	circle
1470133689630: 	shape continued	180	circle
1470133689646: 	shape continued	181	circle
1470133689664: 	shape continued	182	circle
1470133689670: 	shape continued	183	circle
1470133689696: 	shape continued	184	circle
1470133689721: 	shape continued	185	circle
1470133689763: 	shape continued	186	circle
1470133689788: 	shape continued	187	circle
1470133689813: 	shape continued	188	circle
1470133689838: 	shape continued	189	circle
1470133689904: 	shape continued	190	circle
1470133689929: 	shape continued	191	circle
1470133689946: 	shape continued	192	circle
1470133689963: 	shape continued	193	circle
1470133689979: 	shape continued	194	circle
1470133689987: 	shape continued	195	circle
1470133690004: 	shape continued	196	circle
1470133690020: 	shape continued	197	circle
1470133690038: 	shape continued	198	circle
1470133690045: 	shape continued	199	circle
1470133690063: 	shape continued	200	circle
1470133690070: 	shape continued	201	circle
1470133690079: 	shape continued	202	circle
1470133690087: 	shape continued	203	circle
1470133690095: 	shape continued	204	circle
1470133690103: 	shape continued	205	circle
1470133690113: 	shape continued	206	circle
1470133690121: 	shape continued	207	circle
1470133690138: 	shape continued	208	circle
1470133690146: 	shape continued	209	circle
1470133690164: 	shape continued	210	circle
1470133690171: 	shape continued	211	circle
1470133690179: 	shape continued	212	circle
1470133690187: 	shape continued	213	circle
1470133690195: 	shape continued	214	circle
1470133690204: 	shape continued	215	circle
1470133690221: 	shape continued	216	circle
1470133690229: 	shape continued	217	circle
1470133690238: 	shape continued	218	circle
1470133690245: 	shape continued	219	circle
1470133690253: 	shape continued	220	circle
1470133690263: 	shape continued	221	circle
1470133690270: 	shape continued	222	circle
1470133690278: 	shape continued	223	circle
1470133690288: 	shape continued	224	circle
1470133690304: 	shape continued	225	circle
1470133690313: 	shape continued	226	circle
1470133690320: 	shape continued	227	circle
1470133690338: 	shape continued	228	circle
1470133690346: 	shape continued	229	circle
1470133690353: 	shape continued	230	circle
1470133690363: 	shape continued	231	circle
1470133690370: 	shape continued	232	circle
1470133690379: 	shape continued	233	circle
1470133690387: 	shape continued	234	circle
1470133690395: 	shape continued	235	circle
1470133690404: 	shape continued	236	circle
1470133690413: 	shape continued	237	circle
1470133691113: 	acted on	innerText
1470133691213: 	sub-instrument	stop	shapes	false
1470133691214: 	deactivate	shapes
1470133778406: 	acted on	innerText
1470133778538: 	sub-instrument	start	shapes	true
1470133778539: 	activate	shapes
1470133780123: 	acted on	circle
1470133780271: 	sub-instrument	circle	shapes	true
1470133781171: 	acted on	circle
1470133781354: 	sub-instrument	circle	shapes	true
1470133782038: 	acted on	circle
1470133782179: 	sub-instrument	circle	shapes	true
