1470133681832: 	acted on	sample
1470133686716: 	acted on	innerText
1470133686848: 	sub-instrument	start	shapes	true
1470133686849: 	activate	shapes
1470133687623: 	acted on	circle
1470133687764: 	sub-instrument	circle	shapes	true
1470133688791: 	shape started	{"x":1066,"y":212}
1470133782721: 	acted on	rectangle
1470133782846: 	sub-instrument	rectangle	shapes	true
1470133783329: 	acted on	circle
1470133783479: 	sub-instrument	circle	shapes	true
1470133784789: 	shape started	{"x":229,"y":285}
1470133784792: 	shape continued	10	circle
1470133784887: 	shape continued	12	circle
1470133784894: 	shape continued	15	circle
1470133784903: 	shape continued	18	circle
1470133784911: 	shape continued	21	circle
1470133784919: 	shape continued	23	circle
1470133784928: 	shape continued	24	circle
1470133784936: 	shape continued	24	circle
1470133784944: 	shape continued	24	circle
1470133784953: 	shape continued	22	circle
1470133784962: 	shape continued	21	circle
1470133784969: 	shape continued	20	circle
1470133784978: 	shape continued	18	circle
1470133784986: 	shape continued	16	circle
1470133784994: 	shape continued	13	circle
1470133785003: 	shape continued	10	circle
1470133785011: 	shape continued	10	circle
1470133785019: 	shape continued	10	circle
1470133785027: 	shape continued	10	circle
1470133785036: 	shape continued	10	circle
1470133785044: 	shape continued	11	circle
1470133785053: 	shape continued	15	circle
1470133785061: 	shape continued	18	circle
1470133785069: 	shape continued	21	circle
1470133785078: 	shape continued	24	circle
1470133785090: 	shape continued	26	circle
1470133785104: 	shape continued	30	circle
1470133785111: 	shape continued	31	circle
1470133785119: 	shape continued	31	circle
1470133785128: 	shape continued	31	circle
1470133785136: 	shape continued	31	circle
1470133785143: 	shape continued	32	circle
1470133785153: 	shape continued	32	circle
1470133785160: 	shape continued	33	circle
1470133785169: 	shape continued	34	circle
1470133785178: 	shape continued	34	circle
1470133785186: 	shape continued	34	circle
1470133785193: 	shape continued	35	circle
1470133785204: 	shape continued	36	circle
1470133785211: 	shape continued	37	circle
1470133785218: 	shape continued	38	circle
1470133785231: 	shape continued	39	circle
1470133785244: 	shape continued	43	circle
1470133785253: 	shape continued	46	circle
1470133785260: 	shape continued	49	circle
1470133785269: 	shape continued	52	circle
1470133785278: 	shape continued	56	circle
1470133785285: 	shape continued	58	circle
1470133785293: 	shape continued	60	circle
1470133785304: 	shape continued	62	circle
1470133785320: 	shape continued	63	circle
1470133785327: 	shape continued	64	circle
1470133785335: 	shape continued	64	circle
1470133785344: 	shape continued	65	circle
1470133785361: 	shape continued	65	circle
1470133785377: 	shape continued	65	circle
1470133785947: 	shape started	{"x":242,"y":318}
1470133785948: 	shape continued	10	circle
1470133786011: 	shape continued	12	circle
1470133786019: 	shape continued	15	circle
1470133786027: 	shape continued	18	circle
1470133786036: 	shape continued	20	circle
1470133786045: 	shape continued	22	circle
1470133786052: 	shape continued	25	circle
1470133786061: 	shape continued	28	circle
1470133786069: 	shape continued	31	circle
1470133786077: 	shape continued	33	circle
1470133786085: 	shape continued	36	circle
1470133786095: 	shape continued	39	circle
1470133786103: 	shape continued	41	circle
1470133786111: 	shape continued	42	circle
1470133786120: 	shape continued	43	circle
1470133786128: 	shape continued	44	circle
1470133786135: 	shape continued	46	circle
1470133786145: 	shape continued	47	circle
1470133786153: 	shape continued	48	circle
1470133786160: 	shape continued	48	circle
1470133786169: 	shape continued	49	circle
1470133786178: 	shape continued	50	circle
1470133786186: 	shape continued	51	circle
1470133786194: 	shape continued	52	circle
1470133786203: 	shape continued	53	circle
1470133786211: 	shape continued	54	circle
1470133786220: 	shape continued	56	circle
1470133786227: 	shape continued	57	circle
1470133786235: 	shape continued	58	circle
1470133786244: 	shape continued	59	circle
1470133786252: 	shape continued	61	circle
1470133786261: 	shape continued	61	circle
1470133786269: 	shape continued	62	circle
1470133786277: 	shape continued	62	circle
1470133786287: 	shape continued	63	circle
1470133786295: 	shape continued	63	circle
1470133786302: 	shape continued	64	circle
1470133786311: 	shape continued	64	circle
1470133786319: 	shape continued	65	circle
1470133786327: 	shape continued	66	circle
1470133786344: 	shape continued	67	circle
1470133786352: 	shape continued	68	circle
1470133786370: 	shape continued	69	circle
1470133786377: 	shape continued	70	circle
1470133786403: 	shape continued	71	circle
1470133786410: 	shape continued	71	circle
1470133786428: 	shape continued	72	circle
1470133786445: 	shape continued	72	circle
1470133786452: 	shape continued	73	circle
1470133786470: 	shape continued	73	circle
1470133786477: 	shape continued	74	circle
1470133786485: 	shape continued	74	circle
1470133786494: 	shape continued	75	circle
1470133786502: 	shape continued	76	circle
1470133786510: 	shape continued	76	circle
1470133786520: 	shape continued	77	circle
1470133786528: 	shape continued	77	circle
1470133786536: 	shape continued	78	circle
1470133786544: 	shape continued	78	circle
1470133786561: 	shape continued	79	circle
1470133786578: 	shape continued	79	circle
1470133786603: 	shape continued	79	circle
1470133786988: 	shape started	{"x":153,"y":530}
1470133786990: 	shape continued	10	circle
1470133787121: 	shape continued	11	circle
1470133787128: 	shape continued	13	circle
1470133787136: 	shape continued	15	circle
1470133787146: 	shape continued	16	circle
1470133787154: 	shape continued	18	circle
1470133787161: 	shape continued	20	circle
1470133787170: 	shape continued	21	circle
1470133787178: 	shape continued	23	circle
1470133787185: 	shape continued	24	circle
1470133787195: 	shape continued	25	circle
1470133787203: 	shape continued	27	circle
1470133787211: 	shape continued	29	circle
1470133787220: 	shape continued	30	circle
1470133787228: 	shape continued	31	circle
1470133787237: 	shape continued	32	circle
1470133787245: 	shape continued	33	circle
1470133787254: 	shape continued	34	circle
1470133787261: 	shape continued	35	circle
1470133787286: 	shape continued	36	circle
1470133787295: 	shape continued	36	circle
1470133787337: 	shape continued	37	circle
1470133787461: 	shape continued	38	circle
1470133787472: 	shape continued	38	circle
1470133787487: 	shape continued	39	circle
1470133787495: 	shape continued	40	circle
1470133787503: 	shape continued	42	circle
1470133787511: 	shape continued	45	circle
1470133787522: 	shape continued	47	circle
1470133787528: 	shape continued	49	circle
1470133787536: 	shape continued	51	circle
1470133787545: 	shape continued	53	circle
1470133787553: 	shape continued	55	circle
1470133787562: 	shape continued	57	circle
1470133787570: 	shape continued	59	circle
1470133787578: 	shape continued	60	circle
1470133787586: 	shape continued	63	circle
1470133787595: 	shape continued	64	circle
1470133787603: 	shape continued	66	circle
1470133787611: 	shape continued	68	circle
1470133787620: 	shape continued	70	circle
1470133787629: 	shape continued	73	circle
1470133787636: 	shape continued	75	circle
1470133787645: 	shape continued	77	circle
1470133787652: 	shape continued	79	circle
1470133787661: 	shape continued	82	circle
1470133787670: 	shape continued	83	circle
1470133787678: 	shape continued	85	circle
1470133787686: 	shape continued	86	circle
1470133787695: 	shape continued	88	circle
1470133787703: 	shape continued	90	circle
1470133787711: 	shape continued	92	circle
1470133787720: 	shape continued	93	circle
1470133787728: 	shape continued	95	circle
1470133787736: 	shape continued	96	circle
1470133787745: 	shape continued	98	circle
1470133787753: 	shape continued	99	circle
1470133787761: 	shape continued	100	circle
1470133787770: 	shape continued	102	circle
1470133787778: 	shape continued	103	circle
1470133787786: 	shape continued	105	circle
1470133787796: 	shape continued	106	circle
1470133787803: 	shape continued	107	circle
1470133787811: 	shape continued	108	circle
1470133787820: 	shape continued	109	circle
1470133787837: 	shape continued	109	circle
1470133787853: 	shape continued	110	circle
1470133787871: 	shape continued	110	circle
1470133787976: 	shape continued	111	circle
1470133790472: 	acted on	innerText
1470133790612: 	sub-instrument	stop	shapes	false
1470133790613: 	deactivate	shapes
1470133814179: 	acted on	sample
1470133824513: 	acted on	circle
1470133824669: 	sub-instrument	circle	shapes	false
1470133826303: 	acted on	innerText
1470133826318: 	acted on	shapes
1470133827495: 	acted on	innerText
1470133827595: 	sub-instrument	start	shapes	true
1470133827596: 	activate	shapes
1470133827597: 	sub-instrument	stop	shapes	false
1470133827597: 	deactivate	shapes
1470133828486: 	acted on	menu
1470133829112: 	acted on	innerText
1470133829212: 	sub-instrument	start	shapes	true
1470133829213: 	activate	shapes
1470133833339: 	acted on	circle
1470133833478: 	sub-instrument	circle	shapes	true
1470133834400: 	shape started	{"x":283,"y":128}
1470133834402: 	shape continued	10	circle
1470133834488: 	shape continued	13	circle
1470133834494: 	shape continued	16	circle
1470133834503: 	shape continued	17	circle
1470133834512: 	shape continued	20	circle
1470133834519: 	shape continued	22	circle
1470133834528: 	shape continued	24	circle
1470133834536: 	shape continued	26	circle
1470133834544: 	shape continued	28	circle
1470133834554: 	shape continued	30	circle
1470133834562: 	shape continued	33	circle
1470133834569: 	shape continued	35	circle
1470133834578: 	shape continued	37	circle
1470133834586: 	shape continued	39	circle
1470133834595: 	shape continued	41	circle
1470133834603: 	shape continued	43	circle
1470133834612: 	shape continued	45	circle
1470133834620: 	shape continued	47	circle
1470133834628: 	shape continued	49	circle
1470133834636: 	shape continued	51	circle
1470133834644: 	shape continued	52	circle
1470133834653: 	shape continued	53	circle
1470133834661: 	shape continued	54	circle
1470133834669: 	shape continued	56	circle
1470133834687: 	shape continued	57	circle
1470133834704: 	shape continued	58	circle
1470133834742: 	shape continued	58	circle
1470133834792: 	shape continued	59	circle
1470133834801: 	shape continued	59	circle
1470133834817: 	shape continued	60	circle
1470133834827: 	shape continued	61	circle
1470133834835: 	shape continued	63	circle
1470133834845: 	shape continued	64	circle
1470133834850: 	shape continued	66	circle
1470133834855: 	shape continued	68	circle
1470133834861: 	shape continued	70	circle
1470133834869: 	shape continued	72	circle
1470133834878: 	shape continued	75	circle
1470133834886: 	shape continued	77	circle
1470133834894: 	shape continued	79	circle
1470133834904: 	shape continued	81	circle
1470133834911: 	shape continued	84	circle
1470133834919: 	shape continued	86	circle
1470133834928: 	shape continued	88	circle
1470133834936: 	shape continued	90	circle
1470133834944: 	shape continued	93	circle
1470133834953: 	shape continued	96	circle
1470133834961: 	shape continued	98	circle
1470133834968: 	shape continued	99	circle
1470133834978: 	shape continued	102	circle
1470133834986: 	shape continued	103	circle
1470133834994: 	shape continued	106	circle
1470133835003: 	shape continued	107	circle
1470133835010: 	shape continued	109	circle
1470133835019: 	shape continued	110	circle
1470133835028: 	shape continued	112	circle
1470133835036: 	shape continued	114	circle
1470133835043: 	shape continued	116	circle
1470133835053: 	shape continued	118	circle
1470133835061: 	shape continued	120	circle
1470133835069: 	shape continued	121	circle
1470133835078: 	shape continued	123	circle
1470133835086: 	shape continued	125	circle
1470133835094: 	shape continued	127	circle
1470133835103: 	shape continued	128	circle
1470133835110: 	shape continued	130	circle
1470133835118: 	shape continued	131	circle
1470133835128: 	shape continued	132	circle
1470133835136: 	shape continued	133	circle
1470133835144: 	shape continued	134	circle
1470133835153: 	shape continued	135	circle
1470133835161: 	shape continued	137	circle
1470133835169: 	shape continued	138	circle
1470133835178: 	shape continued	138	circle
1470133835185: 	shape continued	140	circle
1470133835194: 	shape continued	141	circle
1470133835203: 	shape continued	143	circle
1470133835211: 	shape continued	144	circle
1470133835218: 	shape continued	146	circle
1470133835228: 	shape continued	148	circle
1470133835236: 	shape continued	151	circle
1470133835244: 	shape continued	155	circle
1470133835253: 	shape continued	158	circle
1470133835261: 	shape continued	163	circle
1470133840729: 	acted on	innerText
1470133840870: 	sub-instrument	stop	shapes	false
1470133840871: 	deactivate	shapes
