1469824405353: 	acted on	innerText
1469824405411: 	sub-instrument	start	draw	true
1469824405413: 	activate	draw
1469824405930: 	draw	content	{"x":463,"y":364}
1469824405953: 	draw	content	{"x":467,"y":344}
1469824405960: 	draw	content	{"x":471,"y":334}
1469824405968: 	draw	content	{"x":476,"y":323}
1469824405976: 	draw	content	{"x":483,"y":314}
1469824405984: 	draw	content	{"x":489,"y":304}
1469824405993: 	draw	content	{"x":497,"y":295}
1469824406001: 	draw	content	{"x":505,"y":287}
1469824406010: 	draw	content	{"x":512,"y":282}
1469824406018: 	draw	content	{"x":520,"y":278}
1469824406026: 	draw	content	{"x":527,"y":273}
1469824406035: 	draw	content	{"x":533,"y":271}
1469824406052: 	draw	content	{"x":547,"y":268}
1469824406061: 	draw	content	{"x":553,"y":269}
1469824406068: 	draw	content	{"x":556,"y":270}
1469824406076: 	draw	content	{"x":560,"y":272}
1469824406085: 	draw	content	{"x":564,"y":277}
1469824406093: 	draw	content	{"x":566,"y":283}
1469824406102: 	draw	content	{"x":567,"y":289}
1469824406110: 	draw	content	{"x":567,"y":295}
1469824406118: 	draw	content	{"x":566,"y":306}
1469824406126: 	draw	content	{"x":565,"y":314}
1469824406135: 	draw	content	{"x":564,"y":322}
1469824406143: 	draw	content	{"x":562,"y":335}
1469824406151: 	draw	content	{"x":560,"y":343}
1469824406161: 	draw	content	{"x":559,"y":353}
1469824406168: 	draw	content	{"x":559,"y":360}
1469824406176: 	draw	content	{"x":560,"y":366}
1469824406185: 	draw	content	{"x":562,"y":373}
1469824406193: 	draw	content	{"x":564,"y":379}
1469824406202: 	draw	content	{"x":569,"y":382}
1469824406210: 	draw	content	{"x":574,"y":384}
1469824406218: 	draw	content	{"x":580,"y":384}
1469824406227: 	draw	content	{"x":588,"y":382}
1469824406235: 	draw	content	{"x":596,"y":379}
1469824406243: 	draw	content	{"x":605,"y":375}
1469824406252: 	draw	content	{"x":618,"y":369}
1469824406261: 	draw	content	{"x":628,"y":363}
1469824406268: 	draw	content	{"x":640,"y":356}
1469824406276: 	draw	content	{"x":651,"y":350}
1469824406285: 	draw	content	{"x":663,"y":345}
1469824406294: 	draw	content	{"x":676,"y":341}
1469824406301: 	draw	content	{"x":683,"y":339}
1469824406311: 	draw	content	{"x":689,"y":338}
1469824406319: 	draw	content	{"x":696,"y":338}
1469824406327: 	draw	content	{"x":699,"y":340}
1469824406335: 	draw	content	{"x":702,"y":342}
1469824406344: 	draw	content	{"x":704,"y":345}
1469824406352: 	draw	content	{"x":705,"y":352}
1469824406360: 	draw	content	{"x":703,"y":360}
1469824406368: 	draw	content	{"x":701,"y":369}
1469824406379: 	draw	content	{"x":696,"y":381}
1469824406387: 	draw	content	{"x":692,"y":391}
1469824406401: 	draw	content	{"x":689,"y":411}
1469824406410: 	draw	content	{"x":690,"y":415}
1469824406419: 	draw	content	{"x":691,"y":421}
1469824406426: 	draw	content	{"x":696,"y":428}
1469824406435: 	draw	content	{"x":703,"y":434}
1469824406443: 	draw	content	{"x":712,"y":441}
1469824406451: 	draw	content	{"x":722,"y":450}
1469824407496: 	draw	image-11	{"x":29,"y":122}
1469824407653: 	draw	image-11	{"x":43,"y":115}
1469824407660: 	draw	image-11	{"x":44,"y":114}
1469824407668: 	draw	image-11	{"x":45,"y":113}
1469824407676: 	draw	image-11	{"x":46,"y":112}
1469824407685: 	draw	image-11	{"x":47,"y":110}
1469824407693: 	draw	image-11	{"x":47,"y":108}
1469824407701: 	draw	image-11	{"x":47,"y":106}
1469824407716: 	draw	image-11	{"x":47,"y":104}
1469824407720: 	draw	image-11	{"x":46,"y":102}
1469824407743: 	draw	image-11	{"x":45,"y":97}
1469824407728: 	draw	image-11	{"x":46,"y":100}
1469824407735: 	draw	image-11	{"x":45,"y":98}
1469824407752: 	draw	image-11	{"x":44,"y":95}
1469824407769: 	draw	image-11	{"x":43,"y":94}
1469824407785: 	draw	image-11	{"x":42,"y":93}
1469824407811: 	draw	image-11	{"x":41,"y":92}
1469824407927: 	draw	image-11	{"x":42,"y":93}
1469824407936: 	draw	image-11	{"x":43,"y":93}
1469824407944: 	draw	image-11	{"x":45,"y":94}
1469824407952: 	draw	image-11	{"x":48,"y":95}
1469824407960: 	draw	image-11	{"x":51,"y":97}
1469824407969: 	draw	image-11	{"x":52,"y":98}
1469824407976: 	draw	image-11	{"x":54,"y":100}
1469824407985: 	draw	image-11	{"x":56,"y":102}
1469824407995: 	draw	image-11	{"x":58,"y":103}
1469824408002: 	draw	image-11	{"x":60,"y":105}
1469824408010: 	draw	image-11	{"x":62,"y":106}
1469824408018: 	draw	image-11	{"x":63,"y":108}
1469824408026: 	draw	image-11	{"x":66,"y":110}
1469824408035: 	draw	image-11	{"x":67,"y":112}
1469824408043: 	draw	image-11	{"x":69,"y":113}
1469824408052: 	draw	image-11	{"x":70,"y":115}
1469824408060: 	draw	image-11	{"x":71,"y":117}
1469824408068: 	draw	image-11	{"x":72,"y":119}
1469824408076: 	draw	image-11	{"x":73,"y":120}
1469824408085: 	draw	image-11	{"x":74,"y":123}
1469824408093: 	draw	image-11	{"x":74,"y":125}
1469824408101: 	draw	image-11	{"x":74,"y":127}
1469824408110: 	draw	image-11	{"x":74,"y":128}
1469824408118: 	draw	image-11	{"x":73,"y":130}
1469824408135: 	draw	image-11	{"x":73,"y":131}
1469824408152: 	draw	image-11	{"x":73,"y":132}
1469824408219: 	draw	image-11	{"x":74,"y":132}
1469824408226: 	draw	image-11	{"x":77,"y":129}
1469824408235: 	draw	image-11	{"x":80,"y":126}
1469824408243: 	draw	image-11	{"x":81,"y":123}
1469824408251: 	draw	image-11	{"x":82,"y":122}
1469824408261: 	draw	image-11	{"x":83,"y":120}
1469824408270: 	draw	image-11	{"x":84,"y":117}
1469824408277: 	draw	image-11	{"x":85,"y":116}
1469824408290: 	draw	image-11	{"x":85,"y":114}
1469824408297: 	draw	image-11	{"x":85,"y":112}
1469824408305: 	draw	image-11	{"x":85,"y":110}
1469824408314: 	draw	image-11	{"x":85,"y":109}
1469824408323: 	draw	image-11	{"x":84,"y":107}
1469824408333: 	draw	image-11	{"x":84,"y":105}
1469824408349: 	draw	image-11	{"x":83,"y":104}
1469824408355: 	draw	image-11	{"x":80,"y":100}
1469824408367: 	draw	image-11	{"x":79,"y":99}
1469824408373: 	draw	image-11	{"x":78,"y":98}
1469824408383: 	draw	image-11	{"x":76,"y":96}
1469824408389: 	draw	image-11	{"x":76,"y":95}
1469824408396: 	draw	image-11	{"x":75,"y":94}
1469824408405: 	draw	image-11	{"x":74,"y":93}
1469824408413: 	draw	image-11	{"x":73,"y":92}
1469824408421: 	draw	image-11	{"x":73,"y":91}
1469824408429: 	draw	image-11	{"x":72,"y":91}
1469824408457: 	draw	image-11	{"x":72,"y":90}
1469824408512: 	draw	image-11	{"x":72,"y":91}
1469824408531: 	draw	image-11	{"x":74,"y":92}
1469824408539: 	draw	image-11	{"x":77,"y":93}
1469824408545: 	draw	image-11	{"x":80,"y":94}
1469824408551: 	draw	image-11	{"x":82,"y":96}
1469824408560: 	draw	image-11	{"x":85,"y":98}
1469824408567: 	draw	image-11	{"x":87,"y":99}
1469824408576: 	draw	image-11	{"x":90,"y":101}
1469824408585: 	draw	image-11	{"x":91,"y":102}
1469824408593: 	draw	image-11	{"x":94,"y":104}
1469824408601: 	draw	image-11	{"x":96,"y":106}
1469824408610: 	draw	image-11	{"x":97,"y":108}
1469824408619: 	draw	image-11	{"x":99,"y":110}
1469824408629: 	draw	image-11	{"x":100,"y":112}
1469824408639: 	draw	image-11	{"x":102,"y":114}
1469824408649: 	draw	image-11	{"x":103,"y":116}
1469824408659: 	draw	image-11	{"x":104,"y":118}
1469824408670: 	draw	image-11	{"x":105,"y":122}
1469824408682: 	draw	image-11	{"x":106,"y":124}
1469824408693: 	draw	image-11	{"x":106,"y":126}
1469824408706: 	draw	image-11	{"x":106,"y":128}
1469824408718: 	draw	image-11	{"x":106,"y":129}
1469824408730: 	draw	image-11	{"x":106,"y":130}
1469824408742: 	draw	image-11	{"x":106,"y":131}
1469824408755: 	draw	image-11	{"x":106,"y":132}
1469824408768: 	draw	image-11	{"x":105,"y":132}
1469824408818: 	draw	image-11	{"x":106,"y":132}
1469824408905: 	draw	image-11	{"x":117,"y":109}
1469824408921: 	draw	image-11	{"x":116,"y":107}
1469824408937: 	draw	image-11	{"x":115,"y":103}
1469824408954: 	draw	image-11	{"x":113,"y":99}
1469824408970: 	draw	image-11	{"x":112,"y":96}
1469824409002: 	draw	image-11	{"x":109,"y":93}
1469824409014: 	draw	image-11	{"x":107,"y":92}
1469824409025: 	draw	image-11	{"x":105,"y":91}
1469824409036: 	draw	image-11	{"x":105,"y":90}
1469824409046: 	draw	image-11	{"x":104,"y":90}
1469824409879: 	draw	image-11	{"x":24,"y":127}
1469824409937: 	draw	image-11	{"x":41,"y":121}
1469824409944: 	draw	image-11	{"x":48,"y":119}
1469824409951: 	draw	image-11	{"x":54,"y":117}
1469824409960: 	draw	image-11	{"x":62,"y":116}
1469824409967: 	draw	image-11	{"x":70,"y":115}
1469824409977: 	draw	image-11	{"x":79,"y":114}
1469824409985: 	draw	image-11	{"x":87,"y":114}
1469824409993: 	draw	image-11	{"x":96,"y":114}
1469824410000: 	draw	image-11	{"x":104,"y":114}
1469824410011: 	draw	image-11	{"x":111,"y":115}
1469824410017: 	draw	image-11	{"x":118,"y":116}
1469824410026: 	draw	image-11	{"x":121,"y":117}
1469824410035: 	draw	image-11	{"x":123,"y":119}
1469824410043: 	draw	image-11	{"x":125,"y":120}
1469824410051: 	draw	image-11	{"x":126,"y":121}
