1470213146613: 	acted on	innerText
1470213146712: 	sub-instrument	start	draw	true
1470213146713: 	activate	draw
1470213147707: 	draw	image-5	{"x":38,"y":76}
1470213147820: 	draw	image-5	{"x":31,"y":90}
1470213147828: 	draw	image-5	{"x":31,"y":91}
1470213147836: 	draw	image-5	{"x":32,"y":93}
1470213147845: 	draw	image-5	{"x":32,"y":94}
1470213147852: 	draw	image-5	{"x":33,"y":95}
1470213147861: 	draw	image-5	{"x":34,"y":95}
1470213147869: 	draw	image-5	{"x":36,"y":96}
1470213147877: 	draw	image-5	{"x":38,"y":96}
1470213147886: 	draw	image-5	{"x":42,"y":96}
1470213147894: 	draw	image-5	{"x":45,"y":94}
1470213147902: 	draw	image-5	{"x":48,"y":92}
1470213147912: 	draw	image-5	{"x":51,"y":89}
1470213147920: 	draw	image-5	{"x":53,"y":86}
1470213147928: 	draw	image-5	{"x":55,"y":82}
1470213147936: 	draw	image-5	{"x":56,"y":79}
1470213147944: 	draw	image-5	{"x":57,"y":76}
1470213147952: 	draw	image-5	{"x":56,"y":72}
1470213147961: 	draw	image-5	{"x":55,"y":69}
1470213147969: 	draw	image-5	{"x":54,"y":67}
1470213147977: 	draw	image-5	{"x":52,"y":65}
1470213147986: 	draw	image-5	{"x":50,"y":63}
1470213147995: 	draw	image-5	{"x":48,"y":62}
1470213148003: 	draw	image-5	{"x":46,"y":61}
1470213148011: 	draw	image-5	{"x":44,"y":60}
1470213148019: 	draw	image-5	{"x":42,"y":60}
1470213148027: 	draw	image-5	{"x":41,"y":60}
1470213148037: 	draw	image-5	{"x":39,"y":61}
1470213148044: 	draw	image-5	{"x":36,"y":62}
1470213148060: 	draw	image-5	{"x":34,"y":64}
1470213148069: 	draw	image-5	{"x":31,"y":69}
1470213148081: 	draw	image-5	{"x":30,"y":72}
1470213148094: 	draw	image-5	{"x":30,"y":78}
1470213148102: 	draw	image-5	{"x":30,"y":80}
1470213148111: 	draw	image-5	{"x":31,"y":82}
1470213148119: 	draw	image-5	{"x":32,"y":84}
1470213148128: 	draw	image-5	{"x":34,"y":85}
1470213148136: 	draw	image-5	{"x":36,"y":87}
1470213148144: 	draw	image-5	{"x":38,"y":88}
1470213148152: 	draw	image-5	{"x":40,"y":89}
1470213148161: 	draw	image-5	{"x":42,"y":89}
1470213148169: 	draw	image-5	{"x":45,"y":89}
1470213148177: 	draw	image-5	{"x":48,"y":89}
1470213148186: 	draw	image-5	{"x":50,"y":87}
1470213148194: 	draw	image-5	{"x":53,"y":85}
1470213148202: 	draw	image-5	{"x":55,"y":82}
1470213148211: 	draw	image-5	{"x":56,"y":80}
1470213148221: 	draw	image-5	{"x":58,"y":77}
1470213148229: 	draw	image-5	{"x":58,"y":75}
1470213148236: 	draw	image-5	{"x":58,"y":72}
1470213148244: 	draw	image-5	{"x":57,"y":70}
1470213148252: 	draw	image-5	{"x":55,"y":68}
