1470753879393: 	acted on	innerText
1470753879559: 	sub-instrument	start	draw	true
1470753879589: 	activate	draw
1470753889758: 	draw	image-5	{"x":31,"y":74}
1470753889831: 	draw	image-5	{"x":26,"y":90}
1470753889838: 	draw	image-5	{"x":27,"y":93}
1470753889846: 	draw	image-5	{"x":28,"y":96}
1470753889855: 	draw	image-5	{"x":29,"y":98}
1470753889863: 	draw	image-5	{"x":30,"y":100}
1470753889871: 	draw	image-5	{"x":31,"y":101}
1470753889880: 	draw	image-5	{"x":33,"y":103}
1470753889889: 	draw	image-5	{"x":35,"y":103}
1470753889896: 	draw	image-5	{"x":37,"y":104}
1470753889905: 	draw	image-5	{"x":40,"y":104}
1470753889913: 	draw	image-5	{"x":44,"y":102}
1470753889922: 	draw	image-5	{"x":47,"y":101}
1470753889937: 	draw	image-5	{"x":49,"y":99}
1470753889947: 	draw	image-5	{"x":56,"y":93}
1470753889956: 	draw	image-5	{"x":58,"y":89}
1470753889971: 	draw	image-5	{"x":59,"y":87}
1470753889980: 	draw	image-5	{"x":60,"y":81}
1470753889988: 	draw	image-5	{"x":60,"y":79}
1470753890003: 	draw	image-5	{"x":59,"y":76}
1470753890016: 	draw	image-5	{"x":57,"y":73}
1470753890031: 	draw	image-5	{"x":53,"y":70}
1470753890038: 	draw	image-5	{"x":51,"y":69}
1470753890046: 	draw	image-5	{"x":48,"y":69}
1470753890058: 	draw	image-5	{"x":45,"y":69}
1470753890063: 	draw	image-5	{"x":41,"y":70}
1470753890071: 	draw	image-5	{"x":38,"y":72}
1470753890082: 	draw	image-5	{"x":35,"y":73}
1470753890104: 	draw	image-5	{"x":31,"y":77}
1470753890113: 	draw	image-5	{"x":29,"y":82}
1470753890121: 	draw	image-5	{"x":28,"y":83}
1470753890130: 	draw	image-5	{"x":28,"y":85}
1470753890138: 	draw	image-5	{"x":28,"y":86}
1470753890146: 	draw	image-5	{"x":29,"y":86}
1470753890155: 	draw	image-5	{"x":29,"y":87}
1470753890163: 	draw	image-5	{"x":30,"y":88}
1470753890171: 	draw	image-5	{"x":31,"y":89}
1470753890180: 	draw	image-5	{"x":34,"y":89}
1470753890187: 	draw	image-5	{"x":37,"y":89}
1470753890200: 	draw	image-5	{"x":41,"y":87}
1470753890213: 	draw	image-5	{"x":46,"y":84}
1470753890221: 	draw	image-5	{"x":49,"y":81}
1470753890230: 	draw	image-5	{"x":50,"y":79}
1470753890239: 	draw	image-5	{"x":51,"y":77}
1470753890246: 	draw	image-5	{"x":51,"y":76}
1470753890254: 	draw	image-5	{"x":51,"y":75}
1470753890263: 	draw	image-5	{"x":51,"y":74}
1470753890271: 	draw	image-5	{"x":50,"y":73}
1470753890280: 	draw	image-5	{"x":48,"y":71}
1470753890288: 	draw	image-5	{"x":44,"y":71}
1470753890296: 	draw	image-5	{"x":41,"y":71}
1470753890305: 	draw	image-5	{"x":37,"y":73}
1470753890313: 	draw	image-5	{"x":34,"y":74}
1470753890322: 	draw	image-5	{"x":32,"y":75}
1470753890329: 	draw	image-5	{"x":30,"y":77}
1470753890338: 	draw	image-5	{"x":30,"y":78}
1470753890345: 	draw	image-5	{"x":29,"y":80}
1470753890507: 	draw	image-5	{"x":74,"y":98}
1470753890581: 	draw	image-5	{"x":68,"y":112}
1470753890588: 	draw	image-5	{"x":69,"y":113}
1470753890596: 	draw	image-5	{"x":71,"y":115}
1470753890605: 	draw	image-5	{"x":73,"y":117}
1470753890612: 	draw	image-5	{"x":75,"y":118}
1470753890621: 	draw	image-5	{"x":77,"y":119}
1470753890630: 	draw	image-5	{"x":80,"y":119}
1470753890637: 	draw	image-5	{"x":83,"y":119}
1470753890646: 	draw	image-5	{"x":85,"y":119}
1470753890655: 	draw	image-5	{"x":88,"y":118}
1470753890664: 	draw	image-5	{"x":90,"y":117}
1470753890671: 	draw	image-5	{"x":91,"y":116}
1470753890680: 	draw	image-5	{"x":93,"y":114}
1470753890688: 	draw	image-5	{"x":94,"y":111}
1470753890696: 	draw	image-5	{"x":94,"y":108}
1470753890704: 	draw	image-5	{"x":94,"y":106}
1470753890712: 	draw	image-5	{"x":94,"y":104}
1470753890722: 	draw	image-5	{"x":92,"y":101}
1470753890731: 	draw	image-5	{"x":91,"y":99}
1470753890738: 	draw	image-5	{"x":89,"y":97}
1470753890747: 	draw	image-5	{"x":87,"y":97}
1470753890755: 	draw	image-5	{"x":84,"y":96}
1470753890763: 	draw	image-5	{"x":80,"y":96}
1470753890771: 	draw	image-5	{"x":76,"y":97}
1470753890780: 	draw	image-5	{"x":72,"y":98}
1470753890788: 	draw	image-5	{"x":69,"y":100}
1470753890797: 	draw	image-5	{"x":66,"y":102}
1470753890804: 	draw	image-5	{"x":64,"y":104}
1470753890813: 	draw	image-5	{"x":62,"y":105}
1470753890821: 	draw	image-5	{"x":61,"y":106}
1470753890830: 	draw	image-5	{"x":60,"y":108}
1470753890838: 	draw	image-5	{"x":60,"y":109}
1470753890846: 	draw	image-5	{"x":60,"y":110}
1470753890855: 	draw	image-5	{"x":60,"y":112}
1470753890863: 	draw	image-5	{"x":61,"y":113}
1470753890871: 	draw	image-5	{"x":62,"y":114}
1470753890881: 	draw	image-5	{"x":64,"y":115}
1470753890888: 	draw	image-5	{"x":66,"y":116}
1470753890896: 	draw	image-5	{"x":70,"y":116}
1470753890905: 	draw	image-5	{"x":74,"y":114}
1470753890913: 	draw	image-5	{"x":77,"y":113}
1470753890921: 	draw	image-5	{"x":80,"y":112}
1470753890930: 	draw	image-5	{"x":82,"y":110}
1470753890938: 	draw	image-5	{"x":83,"y":109}
1470753890946: 	draw	image-5	{"x":84,"y":108}
1470753890955: 	draw	image-5	{"x":84,"y":106}
1470753890963: 	draw	image-5	{"x":84,"y":105}
1470753890971: 	draw	image-5	{"x":84,"y":104}
1470753890980: 	draw	image-5	{"x":83,"y":103}
1470753890988: 	draw	image-5	{"x":80,"y":101}
1470753890997: 	draw	image-5	{"x":76,"y":101}
1470753891005: 	draw	image-5	{"x":71,"y":102}
1470753891013: 	draw	image-5	{"x":67,"y":104}
1470753891020: 	draw	image-5	{"x":64,"y":105}
1470753891031: 	draw	image-5	{"x":61,"y":106}
1470753891038: 	draw	image-5	{"x":59,"y":107}
1470753891046: 	draw	image-5	{"x":59,"y":108}
1470753891055: 	draw	image-5	{"x":58,"y":108}
1470753891063: 	draw	image-5	{"x":58,"y":109}
1470753891072: 	draw	image-5	{"x":59,"y":109}
1470753891081: 	draw	image-5	{"x":61,"y":109}
1470753891089: 	draw	image-5	{"x":67,"y":111}
1470753891097: 	draw	image-5	{"x":73,"y":110}
1470753882242: 	acted on	innerText
1470753882317: 	sub-instrument	stop	draw	false
1470753882333: 	deactivate	draw
1470753888983: 	acted on	sample
1470753901997: 	acted on	sample
1470753906025: 	acted on	innerText
1470753906125: 	sub-instrument	start	draw	true
1470753906130: 	activate	draw
1470753916641: 	draw	image-5	{"x":109,"y":32}
1470753916872: 	draw	image-5	{"x":106,"y":47}
1470753916880: 	draw	image-5	{"x":104,"y":51}
1470753916888: 	draw	image-5	{"x":103,"y":53}
1470753916896: 	draw	image-5	{"x":102,"y":57}
1470753916904: 	draw	image-5	{"x":100,"y":60}
1470753916913: 	draw	image-5	{"x":99,"y":61}
1470753916921: 	draw	image-5	{"x":97,"y":64}
1470753916930: 	draw	image-5	{"x":96,"y":65}
1470753916938: 	draw	image-5	{"x":94,"y":68}
1470753916946: 	draw	image-5	{"x":92,"y":70}
1470753916955: 	draw	image-5	{"x":91,"y":72}
1470753916964: 	draw	image-5	{"x":90,"y":74}
1470753916971: 	draw	image-5	{"x":89,"y":76}
1470753916980: 	draw	image-5	{"x":88,"y":77}
1470753916988: 	draw	image-5	{"x":88,"y":79}
1470753916998: 	draw	image-5	{"x":87,"y":80}
1470753917004: 	draw	image-5	{"x":87,"y":81}
1470753917012: 	draw	image-5	{"x":86,"y":82}
1470753917021: 	draw	image-5	{"x":86,"y":83}
1470753917038: 	draw	image-5	{"x":85,"y":84}
1470753917072: 	draw	image-5	{"x":85,"y":85}
1470753917440: 	draw	image-5	{"x":109,"y":26}
1470753917538: 	draw	image-5	{"x":99,"y":38}
1470753917546: 	draw	image-5	{"x":97,"y":41}
1470753917556: 	draw	image-5	{"x":95,"y":43}
1470753917563: 	draw	image-5	{"x":92,"y":47}
1470753917570: 	draw	image-5	{"x":90,"y":49}
1470753917580: 	draw	image-5	{"x":87,"y":52}
1470753917587: 	draw	image-5	{"x":85,"y":54}
1470753917596: 	draw	image-5	{"x":82,"y":56}
1470753917606: 	draw	image-5	{"x":79,"y":58}
1470753917613: 	draw	image-5	{"x":77,"y":59}
1470753917621: 	draw	image-5	{"x":74,"y":60}
1470753917629: 	draw	image-5	{"x":71,"y":61}
1470753917637: 	draw	image-5	{"x":68,"y":62}
1470753917646: 	draw	image-5	{"x":66,"y":63}
1470753917655: 	draw	image-5	{"x":64,"y":63}
1470753917663: 	draw	image-5	{"x":63,"y":63}
1470753917671: 	draw	image-5	{"x":62,"y":64}
1470753917680: 	draw	image-5	{"x":61,"y":64}
1470753917688: 	draw	image-5	{"x":60,"y":64}
1470753917706: 	draw	image-5	{"x":59,"y":64}
1470753909975: 	acted on	innerText
1470753910133: 	sub-instrument	stop	draw	false
1470753910142: 	deactivate	draw
