1470752381819: 	acted on	sample
1470752385094: 	acted on	innerText
1470752385202: 	sub-instrument	start	shapes	true
1470752385203: 	activate	shapes
1470752385912: 	acted on	circle
1470752386003: 	sub-instrument	circle	shapes	true
1470752388155: 	shape started	{"x":1046,"y":198}
1470752388818: 	shape continued	86	circle
1470752388826: 	shape continued	87	circle
1470752388836: 	shape continued	88	circle
1470752388843: 	shape continued	89	circle
1470752388851: 	shape continued	90	circle
1470752388860: 	shape continued	91	circle
1470752388868: 	shape continued	92	circle
1470752388876: 	shape continued	93	circle
1470752388894: 	shape continued	95	circle
1470752388901: 	shape continued	96	circle
1470752388911: 	shape continued	97	circle
1470752388919: 	shape continued	98	circle
1470752388926: 	shape continued	99	circle
1470752388935: 	shape continued	100	circle
1470752388945: 	shape continued	102	circle
1470752388951: 	shape continued	103	circle
1470752388961: 	shape continued	104	circle
1470752388968: 	shape continued	106	circle
1470752388976: 	shape continued	107	circle
1470752388987: 	shape continued	109	circle
1470752388994: 	shape continued	110	circle
1470752389001: 	shape continued	112	circle
1470752389012: 	shape continued	113	circle
1470752389018: 	shape continued	114	circle
1470752389026: 	shape continued	116	circle
1470752389035: 	shape continued	118	circle
1470752389044: 	shape continued	119	circle
1470752389052: 	shape continued	120	circle
1470752389060: 	shape continued	122	circle
1470752389068: 	shape continued	123	circle
1470752389077: 	shape continued	125	circle
1470752389085: 	shape continued	126	circle
1470752389093: 	shape continued	127	circle
1470752389101: 	shape continued	129	circle
1470752389111: 	shape continued	130	circle
1470752389118: 	shape continued	132	circle
1470752389127: 	shape continued	133	circle
1470752389135: 	shape continued	134	circle
1470752389144: 	shape continued	136	circle
1470752389151: 	shape continued	137	circle
1470752389160: 	shape continued	138	circle
1470752389168: 	shape continued	140	circle
1470752389176: 	shape continued	141	circle
1470752389186: 	shape continued	142	circle
1470752389193: 	shape continued	143	circle
1470752389202: 	shape continued	145	circle
1470752389210: 	shape continued	146	circle
1470752389218: 	shape continued	148	circle
1470752389226: 	shape continued	149	circle
1470752389235: 	shape continued	150	circle
1470752389243: 	shape continued	152	circle
1470752389252: 	shape continued	153	circle
1470752389260: 	shape continued	154	circle
1470752389269: 	shape continued	155	circle
1470752389276: 	shape continued	157	circle
1470752389292: 	shape continued	158	circle
1470752389296: 	shape continued	160	circle
1470752389301: 	shape continued	161	circle
1470752389320: 	shape continued	163	circle
1470752389325: 	shape continued	164	circle
1470752389330: 	shape continued	166	circle
1470752389335: 	shape continued	167	circle
1470752389343: 	shape continued	169	circle
1470752389355: 	shape continued	170	circle
1470752389361: 	shape continued	171	circle
1470752389378: 	shape continued	173	circle
1470752389382: 	shape continued	174	circle
1470752389386: 	shape continued	175	circle
1470752389393: 	shape continued	177	circle
1470752389409: 	shape continued	178	circle
1470752389414: 	shape continued	179	circle
1470752389419: 	shape continued	181	circle
1470752389426: 	shape continued	182	circle
1470752389435: 	shape continued	184	circle
1470752389451: 	shape continued	186	circle
1470752389456: 	shape continued	187	circle
1470752389462: 	shape continued	189	circle
1470752389469: 	shape continued	190	circle
1470752389476: 	shape continued	192	circle
1470752389485: 	shape continued	193	circle
1470752389503: 	shape continued	194	circle
1470752389507: 	shape continued	196	circle
1470752389512: 	shape continued	197	circle
1470752389518: 	shape continued	199	circle
1470752389535: 	shape continued	200	circle
1470752389539: 	shape continued	201	circle
1470752389548: 	shape continued	203	circle
1470752389556: 	shape continued	204	circle
1470752389573: 	shape continued	207	circle
1470752389578: 	shape continued	208	circle
1470752389585: 	shape continued	209	circle
1470752389593: 	shape continued	210	circle
1470752389601: 	shape continued	211	circle
1470752389616: 	shape continued	212	circle
1470752389620: 	shape continued	214	circle
1470752389626: 	shape continued	215	circle
1470752389636: 	shape continued	216	circle
1470752389643: 	shape continued	217	circle
1470752389651: 	shape continued	218	circle
1470752389661: 	shape continued	220	circle
1470752389668: 	shape continued	221	circle
1470752389676: 	shape continued	222	circle
1470752389685: 	shape continued	223	circle
1470752389694: 	shape continued	224	circle
1470752389701: 	shape continued	225	circle
1470752389710: 	shape continued	226	circle
1470752389718: 	shape continued	227	circle
1470752389726: 	shape continued	228	circle
1470752389735: 	shape continued	229	circle
1470752389743: 	shape continued	230	circle
1470752389751: 	shape continued	231	circle
1470752389760: 	shape continued	233	circle
1470752389768: 	shape continued	234	circle
1470752389776: 	shape continued	235	circle
1470752389786: 	shape continued	236	circle
1470752389793: 	shape continued	237	circle
1470752389801: 	shape continued	238	circle
1470752389810: 	shape continued	239	circle
1470752389818: 	shape continued	240	circle
1470752389826: 	shape continued	242	circle
1470752389835: 	shape continued	243	circle
1470752389843: 	shape continued	244	circle
1470752389852: 	shape continued	245	circle
1470752389861: 	shape continued	246	circle
1470752389868: 	shape continued	248	circle
1470752389876: 	shape continued	249	circle
1470752389885: 	shape continued	250	circle
1470752389893: 	shape continued	251	circle
1470752389901: 	shape continued	252	circle
1470752389910: 	shape continued	253	circle
1470752389918: 	shape continued	254	circle
1470752389927: 	shape continued	255	circle
1470752389937: 	shape continued	256	circle
1470752389943: 	shape continued	257	circle
1470752389951: 	shape continued	258	circle
1470752389960: 	shape continued	259	circle
1470752389968: 	shape continued	261	circle
1470752389986: 	shape continued	263	circle
1470752389993: 	shape continued	264	circle
1470752390010: 	shape continued	265	circle
1470752390018: 	shape continued	266	circle
1470752390026: 	shape continued	267	circle
1470752390035: 	shape continued	268	circle
1470752390043: 	shape continued	269	circle
1470752390051: 	shape continued	270	circle
1470752390060: 	shape continued	271	circle
1470752390069: 	shape continued	272	circle
1470752390086: 	shape continued	273	circle
1470752390093: 	shape continued	274	circle
1470752390101: 	shape continued	275	circle
1470752390119: 	shape continued	276	circle
1470752390137: 	shape continued	277	circle
1470752390143: 	shape continued	278	circle
1470752390151: 	shape continued	278	circle
1470752390161: 	shape continued	279	circle
1470752390170: 	shape continued	280	circle
1470752390176: 	shape continued	281	circle
1470752390194: 	shape continued	282	circle
1470752390201: 	shape continued	283	circle
1470752390210: 	shape continued	284	circle
1470752390218: 	shape continued	285	circle
1470752390226: 	shape continued	286	circle
1470752390244: 	shape continued	287	circle
1470752390261: 	shape continued	288	circle
1470752390276: 	shape continued	289	circle
1470752390311: 	shape continued	289	circle
1470752390318: 	shape continued	290	circle
1470752404794: 	acted on	innerText
1470752404920: 	sub-instrument	stop	shapes	false
1470752404921: 	deactivate	shapes
1470752506226: 	acted on	menu
1470752506844: 	acted on	menu
1470752507710: 	acted on	menu
1470752508594: 	acted on	innerText
1470752508761: 	sub-instrument	start	shapes	true
1470752508762: 	activate	shapes
1470752509896: 	acted on	rectangle
1470752510134: 	sub-instrument	rectangle	shapes	true
1470752511212: 	shape started	{"x":564,"y":92}
1470752511214: 	shape continued	10	rectangle
1470752511285: 	shape continued	10	rectangle
1470752511293: 	shape continued	10	rectangle
1470752511301: 	shape continued	10	rectangle
1470752511310: 	shape continued	10	rectangle
1470752511319: 	shape continued	10	rectangle
1470752511327: 	shape continued	10	rectangle
1470752511334: 	shape continued	10	rectangle
1470752511343: 	shape continued	10	rectangle
1470752511351: 	shape continued	10	rectangle
1470752511358: 	shape continued	10	rectangle
1470752511368: 	shape continued	10	rectangle
1470752511375: 	shape continued	10	rectangle
1470752511384: 	shape continued	10	rectangle
1470752511393: 	shape continued	10	rectangle
1470752511401: 	shape continued	10	rectangle
1470752511409: 	shape continued	10	rectangle
1470752511418: 	shape continued	10	rectangle
1470752511426: 	shape continued	10	rectangle
1470752511433: 	shape continued	10	rectangle
1470752511443: 	shape continued	10	rectangle
1470752511450: 	shape continued	10	rectangle
1470752511459: 	shape continued	10	rectangle
1470752511467: 	shape continued	10	rectangle
1470752511475: 	shape continued	10	rectangle
1470752511483: 	shape continued	10	rectangle
1470752511492: 	shape continued	10	rectangle
1470752511500: 	shape continued	10	rectangle
1470752511508: 	shape continued	10	rectangle
1470752511518: 	shape continued	10	rectangle
1470752511525: 	shape continued	10	rectangle
1470752511533: 	shape continued	10	rectangle
1470752511542: 	shape continued	10	rectangle
1470752511550: 	shape continued	10	rectangle
1470752511559: 	shape continued	10	rectangle
1470752511567: 	shape continued	10	rectangle
1470752511575: 	shape continued	10	rectangle
1470752511584: 	shape continued	10	rectangle
1470752511592: 	shape continued	10	rectangle
1470752511601: 	shape continued	11	rectangle
1470752511609: 	shape continued	13	rectangle
1470752511619: 	shape continued	16	rectangle
1470752511625: 	shape continued	19	rectangle
1470752511633: 	shape continued	22	rectangle
1470752511643: 	shape continued	25	rectangle
1470752511651: 	shape continued	28	rectangle
1470752511658: 	shape continued	30	rectangle
1470752511667: 	shape continued	33	rectangle
1470752511675: 	shape continued	35	rectangle
1470752511684: 	shape continued	38	rectangle
1470752511693: 	shape continued	41	rectangle
1470752511700: 	shape continued	43	rectangle
1470752511709: 	shape continued	46	rectangle
1470752511719: 	shape continued	48	rectangle
1470752511725: 	shape continued	50	rectangle
1470752511733: 	shape continued	52	rectangle
1470752511742: 	shape continued	54	rectangle
1470752511750: 	shape continued	56	rectangle
1470752511759: 	shape continued	59	rectangle
1470752511767: 	shape continued	61	rectangle
1470752511776: 	shape continued	63	rectangle
1470752511784: 	shape continued	65	rectangle
1470752511792: 	shape continued	66	rectangle
1470752511800: 	shape continued	68	rectangle
1470752511810: 	shape continued	70	rectangle
1470752511818: 	shape continued	72	rectangle
1470752511825: 	shape continued	74	rectangle
1470752511833: 	shape continued	75	rectangle
1470752511843: 	shape continued	76	rectangle
1470752511851: 	shape continued	77	rectangle
1470752511859: 	shape continued	78	rectangle
1470752511867: 	shape continued	80	rectangle
1470752511876: 	shape continued	81	rectangle
1470752511884: 	shape continued	82	rectangle
1470752511893: 	shape continued	84	rectangle
1470752511901: 	shape continued	85	rectangle
1470752511909: 	shape continued	86	rectangle
1470752511919: 	shape continued	87	rectangle
1470752511925: 	shape continued	89	rectangle
1470752511933: 	shape continued	90	rectangle
1470752511942: 	shape continued	92	rectangle
1470752511950: 	shape continued	94	rectangle
1470752511959: 	shape continued	95	rectangle
1470752511968: 	shape continued	97	rectangle
1470752511976: 	shape continued	99	rectangle
1470752511984: 	shape continued	100	rectangle
1470752511992: 	shape continued	101	rectangle
1470752512000: 	shape continued	102	rectangle
1470752512011: 	shape continued	103	rectangle
1470752512018: 	shape continued	104	rectangle
1470752512026: 	shape continued	105	rectangle
1470752512033: 	shape continued	106	rectangle
1470752512042: 	shape continued	107	rectangle
1470752512059: 	shape continued	108	rectangle
1470752512093: 	shape continued	109	rectangle
1470752512193: 	shape continued	110	rectangle
1470752512277: 	shape continued	111	rectangle
1470752512369: 	shape continued	110	rectangle
1470752512375: 	shape continued	108	rectangle
1470752512383: 	shape continued	103	rectangle
1470752512392: 	shape continued	101	rectangle
1470752512400: 	shape continued	98	rectangle
1470752512409: 	shape continued	96	rectangle
1470752512418: 	shape continued	94	rectangle
1470752512425: 	shape continued	93	rectangle
1470752512434: 	shape continued	90	rectangle
1470752512443: 	shape continued	88	rectangle
1470752512451: 	shape continued	86	rectangle
1470752512458: 	shape continued	84	rectangle
1470752512467: 	shape continued	81	rectangle
1470752512475: 	shape continued	79	rectangle
1470752512484: 	shape continued	77	rectangle
1470752512492: 	shape continued	75	rectangle
1470752512501: 	shape continued	72	rectangle
1470752512509: 	shape continued	70	rectangle
1470752512518: 	shape continued	67	rectangle
1470752512525: 	shape continued	64	rectangle
1470752512534: 	shape continued	62	rectangle
1470752512543: 	shape continued	60	rectangle
1470752512551: 	shape continued	58	rectangle
1470752512560: 	shape continued	55	rectangle
1470752512567: 	shape continued	53	rectangle
1470752512576: 	shape continued	51	rectangle
1470752512584: 	shape continued	48	rectangle
1470752512592: 	shape continued	46	rectangle
1470752512601: 	shape continued	44	rectangle
1470752512608: 	shape continued	42	rectangle
1470752512617: 	shape continued	40	rectangle
1470752512625: 	shape continued	38	rectangle
1470752512633: 	shape continued	35	rectangle
1470752512643: 	shape continued	33	rectangle
1470752512651: 	shape continued	30	rectangle
1470752512659: 	shape continued	28	rectangle
1470752512668: 	shape continued	25	rectangle
1470752512675: 	shape continued	22	rectangle
1470752512684: 	shape continued	20	rectangle
1470752512692: 	shape continued	18	rectangle
1470752512700: 	shape continued	16	rectangle
1470752512708: 	shape continued	14	rectangle
1470752512718: 	shape continued	12	rectangle
1470752512726: 	shape continued	11	rectangle
1470752512734: 	shape continued	10	rectangle
1470752512742: 	shape continued	10	rectangle
1470752512759: 	shape continued	10	rectangle
1470752512784: 	shape continued	10	rectangle
1470752512859: 	shape continued	10	rectangle
1470752512867: 	shape continued	10	rectangle
1470752512875: 	shape continued	12	rectangle
1470752512883: 	shape continued	17	rectangle
1470752512893: 	shape continued	21	rectangle
1470752512900: 	shape continued	25	rectangle
1470752512908: 	shape continued	30	rectangle
1470752512918: 	shape continued	34	rectangle
1470752512926: 	shape continued	38	rectangle
1470752512934: 	shape continued	44	rectangle
1470752512943: 	shape continued	48	rectangle
1470752512951: 	shape continued	53	rectangle
1470752512959: 	shape continued	57	rectangle
1470752512967: 	shape continued	63	rectangle
1470752512976: 	shape continued	68	rectangle
1470752512983: 	shape continued	72	rectangle
1470752512993: 	shape continued	76	rectangle
1470752513000: 	shape continued	81	rectangle
1470752513008: 	shape continued	85	rectangle
1470752513017: 	shape continued	89	rectangle
1470752513025: 	shape continued	93	rectangle
1470752513034: 	shape continued	98	rectangle
1470752513042: 	shape continued	101	rectangle
1470752513050: 	shape continued	106	rectangle
1470752513059: 	shape continued	110	rectangle
1470752513067: 	shape continued	114	rectangle
1470752513075: 	shape continued	117	rectangle
1470752513084: 	shape continued	121	rectangle
1470752513093: 	shape continued	124	rectangle
1470752513100: 	shape continued	127	rectangle
1470752513109: 	shape continued	131	rectangle
1470752513118: 	shape continued	133	rectangle
1470752513125: 	shape continued	136	rectangle
1470752513133: 	shape continued	139	rectangle
1470752513142: 	shape continued	142	rectangle
1470752513151: 	shape continued	144	rectangle
1470752513158: 	shape continued	147	rectangle
1470752513167: 	shape continued	149	rectangle
1470752513175: 	shape continued	151	rectangle
1470752513184: 	shape continued	153	rectangle
1470752513193: 	shape continued	155	rectangle
1470752513201: 	shape continued	156	rectangle
1470752513209: 	shape continued	157	rectangle
1470752513217: 	shape continued	158	rectangle
1470752513226: 	shape continued	159	rectangle
1470752513251: 	shape continued	160	rectangle
1470752513326: 	shape continued	161	rectangle
1470752513484: 	shape continued	162	rectangle
1470752513568: 	shape continued	161	rectangle
1470752513618: 	shape continued	159	rectangle
1470752513625: 	shape continued	153	rectangle
1470752513635: 	shape continued	149	rectangle
1470752513643: 	shape continued	145	rectangle
1470752513652: 	shape continued	142	rectangle
1470752513660: 	shape continued	138	rectangle
1470752513669: 	shape continued	134	rectangle
1470752513676: 	shape continued	132	rectangle
1470752513685: 	shape continued	129	rectangle
1470752513693: 	shape continued	127	rectangle
1470752513701: 	shape continued	125	rectangle
1470752513710: 	shape continued	123	rectangle
1470752513719: 	shape continued	121	rectangle
1470752513727: 	shape continued	120	rectangle
1470752513734: 	shape continued	118	rectangle
1470752513752: 	shape continued	117	rectangle
1470752513758: 	shape continued	116	rectangle
1470752513770: 	shape continued	115	rectangle
1470752513784: 	shape continued	114	rectangle
1470752513809: 	shape continued	113	rectangle
1470752513851: 	shape continued	112	rectangle
1470752514195: 	shape started	{"x":0,"y":611}
1470752514196: 	shape continued	10	rectangle
1470752514250: 	shape continued	10	rectangle
1470752516152: 	acted on	innerText
1470752516319: 	sub-instrument	stop	shapes	false
1470752516320: 	deactivate	shapes
