1470232853855: 	acted on	innerText
1470232853942: 	sub-instrument	start	mover	true
1470232860073: 	moved	shapes	to	{"x":514,"y":85}
1470232860082: 	moved	shapes	to	{"x":512,"y":88}
1470232860089: 	moved	shapes	to	{"x":509,"y":91}
1470232860097: 	moved	shapes	to	{"x":506,"y":96}
1470232860106: 	moved	shapes	to	{"x":503,"y":99}
1470232860115: 	moved	shapes	to	{"x":500,"y":102}
1470232860123: 	moved	shapes	to	{"x":497,"y":105}
1470232860132: 	moved	shapes	to	{"x":495,"y":107}
1470232860140: 	moved	shapes	to	{"x":493,"y":111}
1470232860147: 	moved	shapes	to	{"x":490,"y":115}
1470232860157: 	moved	shapes	to	{"x":489,"y":117}
1470232860165: 	moved	shapes	to	{"x":488,"y":121}
1470232860172: 	moved	shapes	to	{"x":487,"y":124}
1470232860182: 	moved	shapes	to	{"x":486,"y":127}
1470232860190: 	moved	shapes	to	{"x":485,"y":131}
1470232860200: 	moved	shapes	to	{"x":484,"y":134}
1470232860207: 	moved	shapes	to	{"x":483,"y":137}
1470232860215: 	moved	shapes	to	{"x":482,"y":140}
1470232860222: 	moved	shapes	to	{"x":479,"y":145}
1470232860232: 	moved	shapes	to	{"x":478,"y":147}
1470232860239: 	moved	shapes	to	{"x":476,"y":150}
1470232860248: 	moved	shapes	to	{"x":474,"y":152}
1470232860257: 	moved	shapes	to	{"x":471,"y":155}
1470232860264: 	moved	shapes	to	{"x":469,"y":157}
1470232860272: 	moved	shapes	to	{"x":467,"y":159}
1470232860282: 	moved	shapes	to	{"x":465,"y":160}
1470232860291: 	moved	shapes	to	{"x":463,"y":162}
1470232860298: 	moved	shapes	to	{"x":461,"y":163}
1470232860315: 	moved	shapes	to	{"x":460,"y":164}
1470232860323: 	moved	shapes	to	{"x":459,"y":164}
1470232860340: 	moved	shapes	to	{"x":458,"y":165}
1470232860809: 	start moving	draw	from	{"x":77,"y":14}
1470232860890: 	moved	draw	to	{"x":881,"y":38}
1470232860897: 	moved	draw	to	{"x":877,"y":39}
1470232860906: 	moved	draw	to	{"x":874,"y":39}
1470232860914: 	moved	draw	to	{"x":869,"y":39}
1470232860922: 	moved	draw	to	{"x":865,"y":39}
1470232860931: 	moved	draw	to	{"x":861,"y":40}
1470232860940: 	moved	draw	to	{"x":856,"y":41}
1470232860947: 	moved	draw	to	{"x":852,"y":41}
1470232860957: 	moved	draw	to	{"x":848,"y":42}
1470232860965: 	moved	draw	to	{"x":844,"y":43}
1470232860972: 	moved	draw	to	{"x":841,"y":45}
1470232860982: 	moved	draw	to	{"x":838,"y":46}
1470232860989: 	moved	draw	to	{"x":835,"y":49}
1470232860997: 	moved	draw	to	{"x":833,"y":51}
1470232861007: 	moved	draw	to	{"x":831,"y":54}
1470232861015: 	moved	draw	to	{"x":830,"y":58}
1470232861022: 	moved	draw	to	{"x":830,"y":60}
1470232861032: 	moved	draw	to	{"x":830,"y":64}
1470232861040: 	moved	draw	to	{"x":830,"y":69}
1470232861047: 	moved	draw	to	{"x":830,"y":73}
1470232861056: 	moved	draw	to	{"x":830,"y":77}
1470232861064: 	moved	draw	to	{"x":830,"y":80}
1470232861072: 	moved	draw	to	{"x":830,"y":84}
1470232861082: 	moved	draw	to	{"x":830,"y":86}
1470232861089: 	moved	draw	to	{"x":828,"y":90}
1470232861098: 	moved	draw	to	{"x":826,"y":92}
1470232861107: 	moved	draw	to	{"x":822,"y":95}
1470232861114: 	moved	draw	to	{"x":818,"y":97}
1470232861122: 	moved	draw	to	{"x":813,"y":99}
1470232861132: 	moved	draw	to	{"x":807,"y":102}
1470232861140: 	moved	draw	to	{"x":802,"y":105}
1470232861156: 	moved	draw	to	{"x":798,"y":106}
1470232861161: 	moved	draw	to	{"x":794,"y":109}
1470232861166: 	moved	draw	to	{"x":791,"y":110}
1470232861173: 	moved	draw	to	{"x":787,"y":113}
1470232861181: 	moved	draw	to	{"x":784,"y":115}
1470232861191: 	moved	draw	to	{"x":782,"y":117}
1470232861198: 	moved	draw	to	{"x":780,"y":119}
1470232861206: 	moved	draw	to	{"x":777,"y":122}
1470232861214: 	moved	draw	to	{"x":776,"y":124}
1470232861222: 	moved	draw	to	{"x":775,"y":125}
1470232861233: 	moved	draw	to	{"x":774,"y":127}
1470232861239: 	moved	draw	to	{"x":772,"y":128}
1470232861247: 	moved	draw	to	{"x":771,"y":129}
1470232861257: 	moved	draw	to	{"x":770,"y":131}
1470232861264: 	moved	draw	to	{"x":768,"y":132}
1470232861272: 	moved	draw	to	{"x":767,"y":133}
1470232861282: 	moved	draw	to	{"x":765,"y":134}
1470232861289: 	moved	draw	to	{"x":765,"y":135}
1470232861297: 	moved	draw	to	{"x":764,"y":136}
1470232861306: 	moved	draw	to	{"x":763,"y":136}
1470232861323: 	moved	draw	to	{"x":762,"y":137}
1470232861758: 	start moving	resizer	from	{"x":57,"y":0}
1470232861840: 	moved	resizer	to	{"x":1079,"y":57}
1470232861848: 	moved	resizer	to	{"x":1084,"y":61}
1470232861857: 	moved	resizer	to	{"x":1088,"y":66}
1470232861864: 	moved	resizer	to	{"x":1092,"y":70}
1470232861874: 	moved	resizer	to	{"x":1095,"y":75}
1470232861882: 	moved	resizer	to	{"x":1097,"y":78}
1470232861889: 	moved	resizer	to	{"x":1099,"y":81}
1470232861899: 	moved	resizer	to	{"x":1101,"y":84}
1470232861907: 	moved	resizer	to	{"x":1102,"y":87}
1470232861914: 	moved	resizer	to	{"x":1103,"y":89}
1470232861923: 	moved	resizer	to	{"x":1103,"y":90}
1470232861931: 	moved	resizer	to	{"x":1103,"y":92}
1470232861939: 	moved	resizer	to	{"x":1103,"y":94}
1470232861950: 	moved	resizer	to	{"x":1102,"y":98}
1470232861956: 	moved	resizer	to	{"x":1102,"y":100}
1470232861965: 	moved	resizer	to	{"x":1101,"y":101}
1470232861973: 	moved	resizer	to	{"x":1100,"y":104}
1470232861981: 	moved	resizer	to	{"x":1099,"y":105}
1470232861989: 	moved	resizer	to	{"x":1099,"y":108}
1470232861999: 	moved	resizer	to	{"x":1098,"y":110}
1470232862006: 	moved	resizer	to	{"x":1097,"y":111}
1470232862014: 	moved	resizer	to	{"x":1096,"y":113}
1470232862024: 	moved	resizer	to	{"x":1096,"y":115}
1470232862043: 	moved	resizer	to	{"x":1094,"y":117}
1470232862057: 	moved	resizer	to	{"x":1088,"y":120}
1470232862064: 	moved	resizer	to	{"x":1084,"y":121}
1470232862074: 	moved	resizer	to	{"x":1081,"y":121}
1470232862081: 	moved	resizer	to	{"x":1077,"y":121}
1470232862089: 	moved	resizer	to	{"x":1072,"y":121}
1470232862098: 	moved	resizer	to	{"x":1069,"y":121}
1470232862106: 	moved	resizer	to	{"x":1066,"y":121}
1470232862114: 	moved	resizer	to	{"x":1063,"y":122}
1470232862124: 	moved	resizer	to	{"x":1060,"y":122}
1470232862131: 	moved	resizer	to	{"x":1058,"y":123}
1470232862140: 	moved	resizer	to	{"x":1055,"y":123}
1470232862148: 	moved	resizer	to	{"x":1052,"y":124}
1470232862156: 	moved	resizer	to	{"x":1050,"y":125}
1470232862164: 	moved	resizer	to	{"x":1047,"y":126}
1470232862173: 	moved	resizer	to	{"x":1044,"y":126}
1470232862181: 	moved	resizer	to	{"x":1042,"y":127}
1470232862189: 	moved	resizer	to	{"x":1038,"y":127}
1470232862198: 	moved	resizer	to	{"x":1036,"y":128}
1470232862206: 	moved	resizer	to	{"x":1033,"y":128}
1470232862214: 	moved	resizer	to	{"x":1030,"y":129}
1470232862223: 	moved	resizer	to	{"x":1028,"y":129}
1470232862231: 	moved	resizer	to	{"x":1025,"y":130}
1470232862239: 	moved	resizer	to	{"x":1022,"y":130}
1470232862248: 	moved	resizer	to	{"x":1020,"y":131}
1470232862256: 	moved	resizer	to	{"x":1018,"y":131}
1470232862264: 	moved	resizer	to	{"x":1015,"y":131}
1470232862274: 	moved	resizer	to	{"x":1013,"y":131}
1470232862281: 	moved	resizer	to	{"x":1012,"y":131}
1470232862298: 	moved	resizer	to	{"x":1011,"y":131}
1470232862701: 	start moving	colorPicker	from	{"x":55,"y":11}
1470232862790: 	moved	colorPicker	to	{"x":1373,"y":62}
1470232862798: 	moved	colorPicker	to	{"x":1370,"y":64}
1470232862806: 	moved	colorPicker	to	{"x":1367,"y":66}
1470232862814: 	moved	colorPicker	to	{"x":1363,"y":68}
1470232862823: 	moved	colorPicker	to	{"x":1358,"y":70}
1470232862831: 	moved	colorPicker	to	{"x":1352,"y":71}
1470232862839: 	moved	colorPicker	to	{"x":1348,"y":72}
1470232862847: 	moved	colorPicker	to	{"x":1343,"y":74}
1470232862855: 	moved	colorPicker	to	{"x":1337,"y":76}
1470232862864: 	moved	colorPicker	to	{"x":1331,"y":78}
1470232862873: 	moved	colorPicker	to	{"x":1325,"y":79}
1470232862880: 	moved	colorPicker	to	{"x":1320,"y":82}
1470232862889: 	moved	colorPicker	to	{"x":1315,"y":84}
1470232862898: 	moved	colorPicker	to	{"x":1310,"y":86}
1470232862905: 	moved	colorPicker	to	{"x":1306,"y":88}
1470232862914: 	moved	colorPicker	to	{"x":1303,"y":90}
1470232862933: 	moved	colorPicker	to	{"x":1299,"y":92}
1470232862949: 	moved	colorPicker	to	{"x":1288,"y":99}
1470232862956: 	moved	colorPicker	to	{"x":1285,"y":102}
1470232862966: 	moved	colorPicker	to	{"x":1282,"y":106}
1470232862973: 	moved	colorPicker	to	{"x":1279,"y":108}
1470232862980: 	moved	colorPicker	to	{"x":1276,"y":111}
1470232862989: 	moved	colorPicker	to	{"x":1273,"y":113}
1470232862998: 	moved	colorPicker	to	{"x":1269,"y":115}
1470232863005: 	moved	colorPicker	to	{"x":1266,"y":117}
1470232863014: 	moved	colorPicker	to	{"x":1263,"y":118}
1470232863023: 	moved	colorPicker	to	{"x":1260,"y":120}
1470232863030: 	moved	colorPicker	to	{"x":1257,"y":122}
1470232863038: 	moved	colorPicker	to	{"x":1255,"y":123}
1470232863048: 	moved	colorPicker	to	{"x":1252,"y":124}
1470232863056: 	moved	colorPicker	to	{"x":1250,"y":126}
1470232863089: 	moved	colorPicker	to	{"x":1244,"y":133}
1470232863098: 	moved	colorPicker	to	{"x":1243,"y":134}
1470232863106: 	moved	colorPicker	to	{"x":1242,"y":135}
1470232863114: 	moved	colorPicker	to	{"x":1241,"y":136}
1470232863123: 	moved	colorPicker	to	{"x":1239,"y":137}
1470232863130: 	moved	colorPicker	to	{"x":1238,"y":138}
1470232863139: 	moved	colorPicker	to	{"x":1236,"y":139}
1470232863148: 	moved	colorPicker	to	{"x":1235,"y":140}
1470232863156: 	moved	colorPicker	to	{"x":1233,"y":141}
1470232863164: 	moved	colorPicker	to	{"x":1231,"y":141}
1470232863173: 	moved	colorPicker	to	{"x":1230,"y":142}
1470232863181: 	moved	colorPicker	to	{"x":1229,"y":142}
1470232863190: 	moved	colorPicker	to	{"x":1228,"y":142}
1470232863198: 	moved	colorPicker	to	{"x":1227,"y":143}
1470232863205: 	moved	colorPicker	to	{"x":1226,"y":143}
1470232863213: 	moved	colorPicker	to	{"x":1225,"y":144}
1470232863222: 	moved	colorPicker	to	{"x":1224,"y":144}
1470232863239: 	moved	colorPicker	to	{"x":1223,"y":144}
1470232863247: 	moved	colorPicker	to	{"x":1222,"y":144}
1470232863256: 	moved	colorPicker	to	{"x":1221,"y":144}
1470232863264: 	moved	colorPicker	to	{"x":1219,"y":144}
1470232863272: 	moved	colorPicker	to	{"x":1217,"y":144}
1470232881709: 	start moving	image-63	from	{"x":48,"y":82}
1470232881766: 	moved	image-63	to	{"x":93,"y":132}
1470232881773: 	moved	image-63	to	{"x":100,"y":133}
1470232881782: 	moved	image-63	to	{"x":107,"y":133}
1470232881791: 	moved	image-63	to	{"x":114,"y":134}
1470232881797: 	moved	image-63	to	{"x":122,"y":136}
1470232881806: 	moved	image-63	to	{"x":131,"y":137}
1470232881818: 	moved	image-63	to	{"x":139,"y":138}
1470232881826: 	moved	image-63	to	{"x":146,"y":139}
1470232881831: 	moved	image-63	to	{"x":153,"y":140}
1470232881839: 	moved	image-63	to	{"x":160,"y":140}
1470232881859: 	moved	image-63	to	{"x":167,"y":142}
1470232881864: 	moved	image-63	to	{"x":175,"y":142}
1470232881867: 	moved	image-63	to	{"x":183,"y":143}
1470232881873: 	moved	image-63	to	{"x":190,"y":144}
1470232881881: 	moved	image-63	to	{"x":196,"y":145}
1470232881892: 	moved	image-63	to	{"x":203,"y":145}
1470232881898: 	moved	image-63	to	{"x":210,"y":146}
1470232881906: 	moved	image-63	to	{"x":217,"y":147}
1470232881914: 	moved	image-63	to	{"x":224,"y":147}
1470232881922: 	moved	image-63	to	{"x":231,"y":148}
1470232881931: 	moved	image-63	to	{"x":237,"y":149}
1470232881939: 	moved	image-63	to	{"x":243,"y":149}
1470232881947: 	moved	image-63	to	{"x":247,"y":149}
1470232881956: 	moved	image-63	to	{"x":251,"y":149}
1470232881966: 	moved	image-63	to	{"x":256,"y":150}
1470232881973: 	moved	image-63	to	{"x":260,"y":150}
1470232881981: 	moved	image-63	to	{"x":264,"y":150}
1470232881990: 	moved	image-63	to	{"x":268,"y":150}
1470232881998: 	moved	image-63	to	{"x":270,"y":150}
1470232882006: 	moved	image-63	to	{"x":274,"y":150}
1470232882015: 	moved	image-63	to	{"x":277,"y":150}
1470232882022: 	moved	image-63	to	{"x":280,"y":150}
1470232882031: 	moved	image-63	to	{"x":284,"y":150}
1470232882040: 	moved	image-63	to	{"x":288,"y":151}
1470232882048: 	moved	image-63	to	{"x":291,"y":151}
1470232882056: 	moved	image-63	to	{"x":294,"y":151}
1470232882065: 	moved	image-63	to	{"x":297,"y":152}
1470232882073: 	moved	image-63	to	{"x":300,"y":152}
1470232882081: 	moved	image-63	to	{"x":301,"y":152}
1470232882090: 	moved	image-63	to	{"x":304,"y":152}
1470232882098: 	moved	image-63	to	{"x":306,"y":153}
1470232882106: 	moved	image-63	to	{"x":307,"y":153}
1470232882115: 	moved	image-63	to	{"x":310,"y":153}
1470232882123: 	moved	image-63	to	{"x":311,"y":153}
1470232882131: 	moved	image-63	to	{"x":312,"y":153}
1470232882140: 	moved	image-63	to	{"x":313,"y":154}
1470232882148: 	moved	image-63	to	{"x":314,"y":153}
1470232882157: 	moved	image-63	to	{"x":315,"y":153}
1470232882181: 	moved	image-63	to	{"x":316,"y":153}
1470232882637: 	start moving	image-61	from	{"x":95,"y":86}
1470232882673: 	moved	image-61	to	{"x":173,"y":444}
1470232882681: 	moved	image-61	to	{"x":167,"y":437}
1470232882690: 	moved	image-61	to	{"x":163,"y":432}
1470232882698: 	moved	image-61	to	{"x":159,"y":426}
1470232882707: 	moved	image-61	to	{"x":154,"y":419}
1470232882715: 	moved	image-61	to	{"x":149,"y":412}
1470232882723: 	moved	image-61	to	{"x":144,"y":406}
1470232882731: 	moved	image-61	to	{"x":140,"y":397}
1470232882740: 	moved	image-61	to	{"x":137,"y":393}
1470232882749: 	moved	image-61	to	{"x":134,"y":386}
1470232882756: 	moved	image-61	to	{"x":131,"y":380}
1470232882765: 	moved	image-61	to	{"x":129,"y":374}
1470232882774: 	moved	image-61	to	{"x":127,"y":369}
1470232882781: 	moved	image-61	to	{"x":125,"y":363}
1470232882797: 	moved	image-61	to	{"x":124,"y":356}
1470232882807: 	moved	image-61	to	{"x":124,"y":344}
1470232882815: 	moved	image-61	to	{"x":124,"y":339}
1470232882823: 	moved	image-61	to	{"x":125,"y":334}
1470232882831: 	moved	image-61	to	{"x":126,"y":328}
1470232882840: 	moved	image-61	to	{"x":128,"y":323}
1470232882847: 	moved	image-61	to	{"x":129,"y":318}
1470232882855: 	moved	image-61	to	{"x":131,"y":312}
1470232882865: 	moved	image-61	to	{"x":133,"y":307}
1470232882873: 	moved	image-61	to	{"x":135,"y":302}
1470232882880: 	moved	image-61	to	{"x":137,"y":297}
1470232882890: 	moved	image-61	to	{"x":137,"y":293}
1470232882898: 	moved	image-61	to	{"x":138,"y":289}
1470232882905: 	moved	image-61	to	{"x":139,"y":283}
1470232882915: 	moved	image-61	to	{"x":139,"y":276}
1470232882922: 	moved	image-61	to	{"x":138,"y":270}
1470232882930: 	moved	image-61	to	{"x":137,"y":264}
1470232882940: 	moved	image-61	to	{"x":136,"y":258}
1470232882947: 	moved	image-61	to	{"x":135,"y":251}
1470232882955: 	moved	image-61	to	{"x":134,"y":245}
1470232882965: 	moved	image-61	to	{"x":132,"y":240}
1470232882973: 	moved	image-61	to	{"x":131,"y":233}
1470232882980: 	moved	image-61	to	{"x":130,"y":227}
1470232882990: 	moved	image-61	to	{"x":128,"y":221}
1470232882998: 	moved	image-61	to	{"x":127,"y":216}
1470232883006: 	moved	image-61	to	{"x":127,"y":211}
1470232883015: 	moved	image-61	to	{"x":127,"y":206}
1470232883023: 	moved	image-61	to	{"x":127,"y":201}
1470232883031: 	moved	image-61	to	{"x":127,"y":198}
1470232883040: 	moved	image-61	to	{"x":128,"y":194}
1470232883048: 	moved	image-61	to	{"x":129,"y":190}
